NFLX,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
920,191.71,199.46,14591602,200.2141,190.01,196.5764,230397,2022-05-02 04:00:00
921,198.29,199.87,11839431,203.2,194.77,199.468,175313,2022-05-03 04:00:00
922,197.65,204.01,12218781,204.38,191.01,197.1341,211871,2022-05-04 04:00:00
923,200.45,188.32,13971326,200.71,186,190.642,249035,2022-05-05 04:00:00
924,186.75,180.97,17183475,187.21,175.81,181.309,271206,2022-05-06 04:00:00
925,177.655,173.1,14031327,183.2,172.3,176.273,247952,2022-05-09 04:00:00
926,176.01,177.66,13883905,181.8712,170.57,176.7868,225146,2022-05-10 04:00:00
927,176.09,166.37,12595518,180.92,165.55,171.6418,214219,2022-05-11 04:00:00
928,163.96,174.31,17662118,177.58,162.71,171.2774,267750,2022-05-12 04:00:00
929,177.16,187.64,13136334,187.77,176.01,183.2407,206898,2022-05-13 04:00:00
930,193.3,186.51,16125811,195.89,185.7,190.0231,222855,2022-05-16 04:00:00
931,189.17,190.56,9876685,191.4,185.17,189.1663,145301,2022-05-17 04:00:00
932,186.72,177.19,9665632,187.7,176.27,181.3059,166431,2022-05-18 04:00:00
933,178.045,183.48,10448513,186.3,175.71,182.7465,156382,2022-05-19 04:00:00
934,185.8665,186.35,10410196,190.19,179.77,184.6084,148550,2022-05-20 04:00:00
935,186.15,187.44,9182027,187.66,177.89,184.2209,131680,2022-05-23 04:00:00
936,182,180.34,7636372,184,177.17,179.7172,126431,2022-05-24 04:00:00
937,180.28,187.83,8522092,188.87,180.17,185.5355,134132,2022-05-25 04:00:00
938,186.49,191.4,8049933,192.3402,183.0916,189.9915,127565,2022-05-26 04:00:00
939,193.19,195.19,8585987,195.25,190.3722,193.8657,137070,2022-05-27 04:00:00
940,196.18,197.44,11398460,199.95,190.8,196.5705,143862,2022-05-31 04:00:00
941,198.7,192.91,8416151,202.74,191.6606,195.5845,138965,2022-06-01 04:00:00
942,192.02,205.09,9593521,205.47,191.72,200.9868,155049,2022-06-02 04:00:00
943,200.14,198.98,7185175,202.95,198.05,199.9643,115677,2022-06-03 04:00:00
944,202.09,197.14,5372043,203.87,195.38,198.3323,95530,2022-06-06 04:00:00
945,194.87,198.61,4839491,199.6,193,196.9433,80931,2022-06-07 04:00:00
946,197.95,202.83,7244121,207.38,197.64,203.407,119691,2022-06-08 04:00:00
947,200.65,192.77,6948967,201.69,192.54,195.7517,116193,2022-06-09 04:00:00
948,182.64,182.94,13074280,185.86,180.85,183.6175,201531,2022-06-10 04:00:00
949,177.07,169.69,10214607,179.09,168.9571,171.5887,181287,2022-06-13 04:00:00
950,169.75,167.54,11555323,172.0622,164.28,167.4423,179824,2022-06-14 04:00:00
951,169.258,180.11,12396041,183.845,168.53,178.1988,177721,2022-06-15 04:00:00
952,174,173.35,8201306,176.27,171.56,173.3342,137143,2022-06-16 04:00:00
953,173.63,175.51,12133372,179.65,173.34,176.017,121181,2022-06-17 04:00:00
954,177.6,170.91,12177592,178.6189,169.8,172.9195,161883,2022-06-21 04:00:00
955,170.75,178.89,12010615,182.82,170.2,178.414,143557,2022-06-22 04:00:00
956,180.5,181.71,9538226,182.76,175.87,179.666,120031,2022-06-23 04:00:00
957,183.5,190.85,12423974,191.19,181.84,189.4535,145555,2022-06-24 04:00:00
958,191.77,189.14,8363879,191.78,182.39,187.4931,116894,2022-06-27 04:00:00
959,189.2,179.6,7170897,192.2,179.37,183.5962,108253,2022-06-28 04:00:00
960,179.55,178.36,5766847,180.665,175.1,177.562,90618,2022-06-29 04:00:00
961,177.07,174.87,7894710,179.45,170.3,174.8005,106995,2022-06-30 04:00:00
962,176.49,179.95,5201583,180.1,174.27,177.9032,85743,2022-07-01 04:00:00
963,176.28,185.88,7339023,185.92,172.6801,181.704,120595,2022-07-05 04:00:00
964,185.2,184.06,5753385,186.22,180.82,183.5411,97448,2022-07-06 04:00:00
965,184.27,189.27,6334545,190.21,183.5,188.0118,101577,2022-07-07 04:00:00
966,186.02,186.975,5835680,189.91,182.75,186.692,88439,2022-07-08 04:00:00
967,184.73,177.34,6048447,184.99,176.89,179.2796,104561,2022-07-11 04:00:00
968,177.33,174.45,6845264,179.7839,173.42,175.5517,114823,2022-07-12 04:00:00
969,170.5,176.56,12734421,179.18,169.702,175.2435,163793,2022-07-13 04:00:00
970,175.56,174.78,9039457,177.52,171.82,174.4345,117051,2022-07-14 04:00:00
971,175.58,189.11,16319116,189.22,174.56,185.0134,205063,2022-07-15 04:00:00
972,192.5,190.92,16322845,199.67,189.8,195.1331,211843,2022-07-18 04:00:00
973,193.02,201.63,28160566,201.97,188.4,201.8532,361461,2022-07-19 04:00:00
974,208.17,216.44,53920266,216.9699,200.1,210.3985,568024,2022-07-20 04:00:00
975,214.3,223.88,23430117,224.32,211.5,218.7175,279851,2022-07-21 04:00:00
976,222.38,220.44,17805452,229.35,218.44,222.2076,215351,2022-07-22 04:00:00
977,221.31,218.51,10935247,225.23,216.35,220.6008,145404,2022-07-25 04:00:00
978,216.66,213.91,9508532,219.39,211.64,214.7099,120770,2022-07-26 04:00:00
979,216.48,226.75,10454385,227.78,214.58,222.6091,154238,2022-07-27 04:00:00
980,224.6,226.02,8972738,228.1,219.67,224.3379,142928,2022-07-28 04:00:00
981,223.29,224.9,9064937,230.75,222.4,226.3575,138975,2022-07-29 04:00:00
982,223.095,226.21,5525044,228.39,221,225.4131,105639,2022-08-01 04:00:00
983,222.76,221.42,6361327,228.2,220.88,223.6742,112638,2022-08-02 04:00:00
984,224.79,226.73,6400701,228.1,222.42,226.0636,105686,2022-08-03 04:00:00
985,227.68,229.91,7142741,232.07,225.05,229.2143,120313,2022-08-04 04:00:00
986,225.3,226.78,5472233,228.62,222.87,225.864,100652,2022-08-05 04:00:00
987,227.49,233.49,10997409,241.9599,226.41,235.8124,187715,2022-08-08 04:00:00
988,231.62,229.94,6179038,232.1999,224.65,228.4772,107334,2022-08-09 04:00:00
989,236.99,244.11,9254760,244.54,236.5958,241.7908,153066,2022-08-10 04:00:00
990,244.68,242.7,8780062,251.62,241.51,246.0759,146214,2022-08-11 04:00:00
991,244.81,249.3,6098531,249.41,243.76,246.9937,99855,2022-08-12 04:00:00
992,248.11,249.11,6527391,251.99,247.51,249.5343,106795,2022-08-15 04:00:00
993,247.16,245.69,5136806,249.29,244.03,246.5029,93485,2022-08-16 04:00:00
994,241.18,241.15,5627224,244.24,237.56,240.753,101377,2022-08-17 04:00:00
995,241.96,245.17,5280387,246.4794,239.2801,244.199,100811,2022-08-18 04:00:00
996,240.95,241.16,7504707,243.29,235.68,239.026,129072,2022-08-19 04:00:00
997,232.55,226.54,8630094,233.475,224.59,227.1664,140771,2022-08-22 04:00:00
998,226.46,224.55,5276945,229.9,224.3,226.067,85178,2022-08-23 04:00:00
999,225.66,229.61,5426316,234.1,223.94,230.6372,88402,2022-08-24 04:00:00
1000,230.24,233.98,3766617,234.16,229,232.0623,71647,2022-08-25 04:00:00
1001,233.625,223.28,5349848,236.95,223.15,226.9874,91760,2022-08-26 04:00:00
1002,221.93,224.57,7109397,229.87,221.52,226.2699,112054,2022-08-29 04:00:00
1003,226.66,220.65,5633634,229.79,218.74,222.2188,99045,2022-08-30 04:00:00
1004,227,223.56,8615906,233.8787,223.43,227.669,126827,2022-08-31 04:00:00
1005,220.72,230.04,7292917,230.37,219.47,224.822,123512,2022-09-01 04:00:00
1006,231.03,226.11,8164883,233.8814,225.04,229.0169,128955,2022-09-02 04:00:00
1007,225.59,218.39,7469016,226.85,214.69,218.4857,129824,2022-09-06 04:00:00
1008,220.21,228.96,8149329,229.33,218.2681,224.6908,115095,2022-09-07 04:00:00
1009,224.16,227.44,6737436,228.735,221.3,225.6195,99018,2022-09-08 04:00:00
1010,229.62,233.57,6702060,234.7799,229.62,232.824,99969,2022-09-09 04:00:00
1011,233.61,236.53,6047425,239.49,233.37,236.0446,96391,2022-09-12 04:00:00
1012,226.5,218.13,8000128,227.69,217.72,222.0541,134942,2022-09-13 04:00:00
1013,219.82,224.12,8230340,228,215.8,221.3167,127289,2022-09-14 04:00:00
1014,230.47,235.38,19454122,242.2871,229.1,236.2453,258533,2022-09-15 04:00:00
1015,231.22,240.13,18894177,241.355,227.83,236.6254,224824,2022-09-16 04:00:00
1016,245.05,243.63,17912370,245.25,235.75,240.4185,222794,2022-09-19 04:00:00
1017,240.37,242.85,16032681,250.49,239.66,245.4874,196346,2022-09-20 04:00:00
1018,242.67,236.87,9153572,248.2999,236.68,241.734,128581,2022-09-21 04:00:00
1019,235.35,237.05,10017965,240.5,231.66,237.0776,132949,2022-09-22 04:00:00
1020,235.14,226.41,11207228,236.4499,221.43,228.0934,176258,2022-09-23 04:00:00
1021,225.6,224.07,8234285,232.7,223.01,226.8499,131729,2022-09-26 04:00:00
1022,228.63,224.36,7762223,230.64,220.72,225.1664,124650,2022-09-27 04:00:00
1023,229.69,245.2,17579670,246.65,227.38,239.7225,227594,2022-09-28 04:00:00
1024,241.61,239.71,18994943,246.98,235.68,241.2434,252472,2022-09-29 04:00:00
1025,237,235.44,11848607,242.44,233.26,238.0581,158213,2022-09-30 04:00:00
1026,237.85,239.04,8657443,241.54,232.85,237.6725,132993,2022-10-03 04:00:00
1027,244.84,240.74,13925854,245.7999,233.25,238.9809,183919,2022-10-04 04:00:00
1028,238.76,236.73,10675633,241.59,227.38,233.8053,149028,2022-10-05 04:00:00
1029,236.68,240.02,9188940,244.28,233.9101,239.4166,128310,2022-10-06 04:00:00
1030,235.77,224.75,9806128,237.33,224.28,229.2009,152782,2022-10-07 04:00:00
1031,225.64,229.98,9991145,233.83,224.23,229.3206,151551,2022-10-10 04:00:00
1032,226.05,214.29,15282411,230.44,213.7,218.3654,207001,2022-10-11 04:00:00
1033,214.3,220.87,12952643,223.67,212.64,219.6989,162507,2022-10-12 04:00:00
1034,212.69,232.51,17505012,234.47,211.73,225.7166,235829,2022-10-13 04:00:00
1035,237.8,230,15293400,238.8,229.51,232.5806,198736,2022-10-14 04:00:00
1036,234.41,245.1,21057824,249.9221,234.4,244.5709,264103,2022-10-17 04:00:00
1037,249.8,240.86,25776731,250.37,237.73,249.8388,359438,2022-10-18 04:00:00
1038,265,272.38,46680835,279.3,262.66,272.8601,584892,2022-10-19 04:00:00
1039,272.78,268.16,17207104,278.3755,266.38,272.1012,222490,2022-10-20 04:00:00
1040,268.95,289.57,24887315,290.75,265.68,282.6096,305098,2022-10-21 04:00:00
1041,290.23,282.45,13326418,290.49,280.36,284.2932,193393,2022-10-24 04:00:00
1042,286.95,291.02,15091918,297.59,285.5501,292.4588,206773,2022-10-25 04:00:00
1043,290.04,298.62,15749252,305.63,288.04,299.9675,226805,2022-10-26 04:00:00
1044,298.33,296.94,14612586,305.21,294.78,300.0956,201793,2022-10-27 04:00:00
1045,297.7,295.72,9948047,301.19,292.2924,295.6644,147662,2022-10-28 04:00:00
1046,295.13,291.88,7505133,297.6199,289.5,292.1372,116719,2022-10-31 04:00:00
1047,296.17,286.75,6916424,299.7,286.42,290.3235,113127,2022-11-01 04:00:00
1048,286.4,273,10367620,287.33,272.84,279.417,174619,2022-11-02 04:00:00
1049,271.25,269.06,7057350,276.29,268.8,272.2566,121945,2022-11-03 04:00:00
1050,272.02,260.79,11124694,274.97,255.32,261.9374,188752,2022-11-04 04:00:00
1051,261.06,258.6,7927033,261.155,252.09,256.3793,144162,2022-11-07 05:00:00
1052,259.92,263.46,7683826,266.08,256.8801,262.5399,138655,2022-11-08 05:00:00
1053,259.66,254.66,7263082,260.9,254.2202,257.2062,121442,2022-11-09 05:00:00
1054,265.99,274.97,9667323,275.36,260.0901,270.0344,162398,2022-11-10 05:00:00
1055,274.47,290.13,9573834,290.66,271.5577,284.7034,161002,2022-11-11 05:00:00
1056,290,299.27,17973398,311,288.19,301.9829,278001,2022-11-14 05:00:00
1057,309.2,310.2,14626932,312.71,302.55,309.6387,208664,2022-11-15 05:00:00
1058,309.94,306.02,8038556,310.49,303.61,306.6542,130775,2022-11-16 05:00:00
1059,294.72,295.28,9838220,299.82,291,295.1827,160023,2022-11-17 05:00:00
1060,297.33,287.98,8390108,298,287,289.9302,124180,2022-11-18 05:00:00
1061,291,285.05,7256507,291.87,282.66,285.8992,123855,2022-11-21 05:00:00
1062,284.99,286.69,6220119,286.98,277.34,283.6583,101905,2022-11-22 05:00:00
1063,285.91,291.5,5918988,292.47,283.76,288.4167,98486,2022-11-23 05:00:00
1064,289,285.54,3235953,289.21,284.17,286.2049,59667,2022-11-25 05:00:00
1065,284,281.17,4707049,289.55,280.53,284.1618,93044,2022-11-28 05:00:00
1066,282.5,280.96,5786874,282.96,275.94,279.9187,98097,2022-11-29 05:00:00
1067,281.37,305.53,16070120,308.26,280.41,298.5126,226556,2022-11-30 05:00:00
1068,303.99,316.95,14664866,319.8,303.03,315.7958,244694,2022-12-01 05:00:00
1069,310.49,320.41,12690602,321.99,310,318.1587,200018,2022-12-02 05:00:00
1070,316.46,312.59,8415829,322.77,310.92,316.4992,152406,2022-12-05 05:00:00
1071,311,305.56,7192964,313.2231,303.13,306.264,125467,2022-12-06 05:00:00
1072,306.5,308.42,7821634,309.61,302.1,306.3752,125357,2022-12-07 05:00:00
1073,309.11,310.26,7205326,312.38,304.8098,309.1794,122885,2022-12-08 05:00:00
1074,321.45,320.01,14364032,329,319.52,323.876,240859,2022-12-09 05:00:00
1075,320,315.18,10148614,323.18,308.85,313.233,162472,2022-12-12 05:00:00
1076,328,320.34,10756428,332.7236,317.199,325.6826,197885,2022-12-13 05:00:00
1077,318.97,317.83,7539291,324.71,314.42,320.4955,127309,2022-12-14 05:00:00
1078,302.12,290.41,17720656,303.39,286.55,292.8404,293417,2022-12-15 05:00:00
1079,288.76,290.71,14076845,294.7199,288.7,291.2837,164920,2022-12-16 05:00:00
1080,289.73,288.3,6163667,292.25,286.13,288.8656,109229,2022-12-19 05:00:00
1081,281.24,288.19,6918114,289.28,280.81,286.4723,115408,2022-12-20 05:00:00
1082,289.99,297.96,6376173,300.66,286.5,296.2549,120355,2022-12-21 05:00:00
1083,298.09,297.75,7856192,298.88,290.8131,295.5804,130549,2022-12-22 05:00:00
1084,296.18,294.965,4251108,298.4614,291.91,294.7743,91573,2022-12-23 05:00:00
1085,293.19,284.17,5778098,293.57,282.13,286.8337,115469,2022-12-27 05:00:00
1086,281.92,276.88,5939369,285.19,273.41,277.9958,120141,2022-12-28 05:00:00
1087,283.18,291.12,9588527,295.4999,281.01,290.5858,155603,2022-12-29 05:00:00
1088,285.53,294.88,7566892,295.01,283.22,290.2027,141698,2022-12-30 05:00:00
1089,298.06,294.95,6763964,298.39,288.7,293.9222,129813,2023-01-03 05:00:00
1090,298.24,309.41,9305454,311.135,295.51,305.4959,172350,2023-01-04 05:00:00
1091,307,309.7,8328390,314.18,304.545,310.3685,149794,2023-01-05 05:00:00
1092,311.57,315.55,8959839,316.77,303.69,311.5998,161602,2023-01-06 05:00:00
1093,316.83,315.17,6766628,321.7,313.22,317.0744,141744,2023-01-09 05:00:00
1094,311.07,327.54,13072286,329.35,311.07,324.2457,214470,2023-01-10 05:00:00
1095,326.5,327.26,9579681,328.88,321.35,325.3126,165549,2023-01-11 05:00:00
1096,332.5,330.13,10856246,332.95,323.14,329.6678,159639,2023-01-12 05:00:00
1097,329.97,332.82,8286816,336.65,328.885,333.0999,156111,2023-01-13 05:00:00
1098,331.08,326.22,9246987,332.5,323.6,326.3935,171890,2023-01-17 05:00:00
1099,326.75,326.33,7814115,330.08,321.25,325.0245,144977,2023-01-18 05:00:00
1100,322.57,315.78,17991995,324.89,313.39,324.5061,294560,2023-01-19 05:00:00
1101,336.79,342.5,28430114,344,332.625,338.7615,419463,2023-01-20 05:00:00
1102,341.715,357.42,15646853,362.2453,340.6329,355.3977,269400,2023-01-23 05:00:00
1103,357.53,363.83,11786028,365.65,355.1401,362.0592,192471,2023-01-24 05:00:00
1104,360.57,367.96,7764807,368.8999,358.501,363.684,158128,2023-01-25 05:00:00
1105,368.77,364.87,8256844,369.02,361.7,365.1663,143277,2023-01-26 05:00:00
1106,363.2,360.77,6703548,365.92,360.59,362.7176,130305,2023-01-27 05:00:00
1107,358.44,353.11,5127593,360.95,352.855,355.752,115332,2023-01-30 05:00:00
1108,349.98,353.86,5660738,355.95,348.71,352.8294,104152,2023-01-31 05:00:00
1109,353.86,361.99,8005170,365.385,349.91,358.8417,149434,2023-02-01 05:00:00
1110,365.16,366.89,7856952,368.32,358.43,364.3749,160951,2023-02-02 05:00:00
1111,359.08,365.9,9402034,379.4301,359,369.7111,169516,2023-02-03 05:00:00
1112,363.642,361.48,4994942,368.45,360.68,363.5007,102913,2023-02-06 05:00:00
1113,358.51,362.95,6289368,364.1799,354.18,359.6807,105259,2023-02-07 05:00:00
1114,360.02,366.83,6253179,368.193,358.31,364.5313,110262,2023-02-08 05:00:00
1115,372.41,362.5,6901100,373.83,361.7444,367.9848,118607,2023-02-09 05:00:00
1116,359.16,347.36,7291096,362.14,347.14,352.2904,137480,2023-02-10 05:00:00
1117,349.5,358.57,7126245,359.7034,344.25,354.7786,121617,2023-02-13 05:00:00
1118,357.55,359.96,4624758,363.75,353.4,358.7927,91209,2023-02-14 05:00:00
1119,356.63,361.42,3969945,362.88,354.24,358.7658,80333,2023-02-15 05:00:00
1120,355,350.71,5215726,361.5,350.31,354.8956,95445,2023-02-16 05:00:00
1121,347.905,347.96,5294727,349,342.44,346.3914,91251,2023-02-17 05:00:00
1122,342.85,337.5,5698292,344.1253,336.4177,339.7212,112142,2023-02-21 05:00:00
1123,337.5,334.88,4546249,341.91,332.82,336.367,93812,2023-02-22 05:00:00
1124,331.23,323.65,13238673,331.28,314.3,321.7894,220121,2023-02-23 05:00:00
1125,319.3,317.15,6830692,321.5,314.52,316.7276,124347,2023-02-24 05:00:00
1126,323.87,323.03,6138380,330,322.121,325.3813,115579,2023-02-27 05:00:00
1127,323.7,322.13,3675300,327.62,321.17,323.7689,78816,2023-02-28 05:00:00
1128,321.55,313.48,4911311,326.6,312.36,316.9691,99791,2023-03-01 05:00:00
1129,310.96,311.88,4921053,315.57,310.38,312.5286,91780,2023-03-02 05:00:00
1130,315.45,315.18,5953319,317.49,310.82,315.2149,109850,2023-03-03 05:00:00
1131,317,312.03,5660743,323.3,311.8412,317.4939,103025,2023-03-06 05:00:00
1132,312.675,308.47,4553082,314.3,306.6226,310.1017,98956,2023-03-07 05:00:00
1133,309.29,311.79,3479474,311.83,305.75,309.4682,68415,2023-03-08 05:00:00
1134,312.08,297.78,7443350,312.51,294.88,301.4259,141916,2023-03-09 05:00:00
1135,297.905,292.76,5759315,298.79,289,293.5892,114010,2023-03-10 05:00:00
1136,287.34,293.51,6292385,299.24,285.3301,294.0953,118795,2023-03-13 04:00:00
1137,295.97,294.94,5956692,297.45,290.31,293.9979,112813,2023-03-14 04:00:00
1138,292.51,303.79,9215340,306.31,292.28,301.044,154741,2023-03-15 04:00:00
1139,304.75,310.06,7912371,316.6,301.71,310.8122,150926,2023-03-16 04:00:00
1140,310.06,303.5,6918777,310.76,300,304.1572,118389,2023-03-17 04:00:00
1141,299.79,305.13,5113430,307.5,296,303.3766,94800,2023-03-20 04:00:00
1142,306.32,305.79,4886279,307.92,300.43,304.6565,98160,2023-03-21 04:00:00
1143,306.31,293.9,5808035,306.45,293.54,300.1852,115490,2023-03-22 04:00:00
1144,304.68,320.37,15653347,322.78,304.14,317.5219,261497,2023-03-23 04:00:00
1145,320.63,328.39,13004085,331.83,320.63,327.6302,210303,2023-03-24 04:00:00
1146,327.55,327.66,8623263,336.44,324.41,330.3946,147789,2023-03-27 04:00:00
1147,326.06,323.52,6489388,333.32,321.28,326.4249,111626,2023-03-28 04:00:00
1148,326.29,332.03,6287336,332.85,325.73,329.8678,94531,2023-03-29 04:00:00
1149,340.2699,338.43,7131468,343.29,335.3,338.8625,125257,2023-03-30 04:00:00
1150,340.05,345.48,5610161,345.84,337.2001,342.5335,108308,2023-03-31 04:00:00
1151,341.83,348.28,4413650,348.58,340.4001,345.3861,95668,2023-04-03 04:00:00
1152,348.49,346.75,3298072,349.8,343.95,346.4442,71594,2023-04-04 04:00:00
1153,345.3,342.35,4205545,345.43,336.2526,340.479,89971,2023-04-05 04:00:00
1154,339.34,339.33,4660542,340.48,332.63,337.4835,93472,2023-04-06 04:00:00
1155,335.27,338.99,2657898,339.88,333.36,337.3686,74148,2023-04-10 04:00:00
1156,343.45,338.21,4044778,347.14,337.635,340.9415,91451,2023-04-11 04:00:00
1157,340.81,331.03,3965440,342.8,330.04,334.7539,95019,2023-04-12 04:00:00
1158,339.99,346.19,7406437,346.43,338.75,343.8165,147319,2023-04-13 04:00:00
1159,342.94,338.63,5350508,344.853,336.41,339.414,125185,2023-04-14 04:00:00
1160,338,332.72,6134507,338.39,327.5,331.8916,147443,2023-04-17 04:00:00
1161,335,333.7,17935276,337.19,330.5,328.5913,302786,2023-04-18 04:00:00
1162,324.21,323.12,22128267,325.75,316.1,321.8313,341366,2023-04-19 04:00:00
1163,320.39,325.35,9947800,331.4298,318.33,326.3865,160778,2023-04-20 04:00:00
1164,323,327.98,6347320,328.29,319.5,325.0809,104656,2023-04-21 04:00:00
1165,330.2,329.02,5584427,334.66,326.75,330.1512,102342,2023-04-24 04:00:00
1166,328.5,322.55,5426642,328.655,321.1,323.1455,96164,2023-04-25 04:00:00
1167,321.36,321.15,4623238,325.9,320.47,322.615,95775,2023-04-26 04:00:00
1168,324.3,325.85,5618768,327.45,317.44,323.861,112611,2023-04-27 04:00:00
1169,325.24,329.93,4228374,330.8077,324,328.7421,82981,2023-04-28 04:00:00
1170,329.435,324.12,5338904,331.23,318.09,323.3214,104850,2023-05-01 04:00:00
1171,325,317.55,4315212,326.07,315.62,318.9257,94227,2023-05-02 04:00:00
1172,317.55,319.3,5064057,324.62,315.85,321.039,101597,2023-05-03 04:00:00
1173,319.01,320.78,3879657,323.61,317.95,320.8772,84943,2023-05-04 04:00:00
1174,323.61,322.76,3990637,324.15,319.4401,322.1993,87620,2023-05-05 04:00:00
1175,322.99,331.21,5488593,332.56,322.03,330.2694,120010,2023-05-08 04:00:00
1176,330.67,332.14,5544852,336.32,329.7401,333.1924,109937,2023-05-09 04:00:00
1177,335.21,335.42,4281397,337.11,329.51,333.987,92176,2023-05-10 04:00:00
1178,334.98,344.76,8033531,345.47,331.84,341.019,135685,2023-05-11 04:00:00
1179,344.76,339.89,6082360,348.1664,337.3637,341.5829,136098,2023-05-12 04:00:00
1180,340.62,335.89,3652970,341.9,335.54,336.9422,91187,2023-05-15 04:00:00
1181,334,333.75,3334863,335.17,331.91,333.4579,79710,2023-05-16 04:00:00
1182,331.76,339.96,3958807,341.38,329.615,338.3763,91929,2023-05-17 04:00:00
1183,347.25,371.29,20925235,375.87,346.37,367.3313,350403,2023-05-18 04:00:00
1184,369.86,365.36,7822203,369.99,363.81,365.9727,150827,2023-05-19 04:00:00
1185,365.36,363.01,5406420,372.01,362.5,365.8064,111940,2023-05-22 04:00:00
1186,360.24,355.99,6866078,364.17,354.31,358.4336,144887,2023-05-23 04:00:00
1187,356.93,364.85,7973316,367.151,356.625,362.6293,160262,2023-05-24 04:00:00
1188,359.61,359,6263105,367.4499,357.42,361.4353,126897,2023-05-25 04:00:00
1189,361.1,378.88,9360436,383.76,356,375.0748,177028,2023-05-26 04:00:00
1190,397.48,392.98,10864990,405.11,385.79,394.156,225741,2023-05-30 04:00:00
1191,391.89,395.23,6988047,396.26,388.91,393.7853,136118,2023-05-31 04:00:00
1192,397.41,403.13,7160145,407.52,393.08,402.5871,152842,2023-06-01 04:00:00
1193,402.89,400.47,5902381,406.58,395.9,401.2752,139004,2023-06-02 04:00:00
1194,400.47,403.54,7247413,413.86,400.15,406.9958,158019,2023-06-05 04:00:00
1195,405,399.29,4991532,405.12,396.93,399.9227,117609,2023-06-06 04:00:00
1196,410.43,399.77,11932392,418.95,399.23,405.9687,213501,2023-06-07 04:00:00
1197,399.77,409.37,5991087,409.54,396.34,405.5546,122032,2023-06-08 04:00:00
1198,424.5,420.02,12372827,425.9,414.76,420.4452,231792,2023-06-09 04:00:00
1199,418.83,423.97,5967712,424.7,416.5669,420.9793,127039,2023-06-12 04:00:00
1200,430.01,435.73,7820535,437.27,428.4,433.9223,167193,2023-06-13 04:00:00
1201,434.99,440.86,8387679,447.33,433.5,441.2036,174815,2023-06-14 04:00:00
1202,444.1,445.27,7099915,448.65,439.5,444.3332,144231,2023-06-15 04:00:00
1203,446.15,431.96,8753740,447.51,430.9,437.359,163692,2023-06-16 04:00:00
1204,430.18,434.7,4752113,440,430,434.7439,121767,2023-06-20 04:00:00
1205,432.65,424.45,5146441,434.55,422.54,426.7332,123255,2023-06-21 04:00:00
1206,422.93,422.48,4872246,424.71,418.6801,421.2826,116065,2023-06-22 04:00:00
1207,418.59,424.02,8298600,425.82,417.73,422.6689,116279,2023-06-23 04:00:00
1208,422.435,415.94,4640022,430.9599,414.9,420.3299,107363,2023-06-26 04:00:00
1209,417.39,417.08,4818068,420.8789,411.5,417.2685,107514,2023-06-27 04:00:00
1210,423.1,429.84,8811342,437.2915,422.89,431.0291,173572,2023-06-28 04:00:00
1211,434.33,428.24,4926910,437.85,426.15,430.68,107596,2023-06-29 04:00:00
1212,431.1,440.49,7330394,444.12,431.1,440.1889,147509,2023-06-30 04:00:00
1213,439.76,441.44,3719607,441.545,431.62,436.6968,93096,2023-07-03 04:00:00
1214,444.91,445.9,6875414,450.97,439.6244,445.0062,145336,2023-07-05 04:00:00
1215,440,438.84,4944892,442.7999,430.72,435.9087,118435,2023-07-06 04:00:00
1216,438.6,438.1,4165144,442.325,435.8354,439.604,96695,2023-07-07 04:00:00
1217,438.52,441.71,4251737,444.41,436.82,440.5671,102799,2023-07-10 04:00:00
1218,438.65,440.21,4574559,440.8,431.0415,436.443,108315,2023-07-11 04:00:00
1219,444.55,444.05,5731657,445.4085,437.7494,442.6461,128542,2023-07-12 04:00:00
1220,447,450.38,6155875,451.67,441.177,447.6038,132667,2023-07-13 04:00:00
1221,452.785,441.91,7192532,456.48,439.7,446.7854,163376,2023-07-14 04:00:00
1222,445.57,450.05,6901141,456.68,445.1053,450.9804,153237,2023-07-17 04:00:00
1223,451,474.8,13195127,478.15,448.78,466.2313,254502,2023-07-18 04:00:00
1224,476.86,477.59,20983431,485,470,472.2269,425215,2023-07-19 04:00:00
1225,447,437.42,23989711,448.5,432,438.037,458169,2023-07-20 04:00:00
1226,437.37,427.5,17340028,438.24,423.19,428.2255,259416,2023-07-21 04:00:00
1227,425,428.37,8282369,428.64,419.19,425.4546,165184,2023-07-24 04:00:00
1228,427.18,427.7,4859843,430.8799,426.13,428.6423,119164,2023-07-25 04:00:00
1229,424.2,422.67,6007892,425.26,415.59,419.9834,146922,2023-07-26 04:00:00
1230,426.9,413.17,6594466,427.52,411.88,419.5378,148167,2023-07-27 04:00:00
1231,415.56,425.78,6428073,427.47,413.76,423.4765,128657,2023-07-28 04:00:00
1232,426.51,438.97,6584739,439.13,426.3,435.7938,137360,2023-07-31 04:00:00
1233,437.37,438.62,5725544,445.2499,431.4,440.4098,126258,2023-08-01 04:00:00
1234,435.23,429.7,4921781,435.56,426.56,430.3118,114693,2023-08-02 04:00:00
1235,427.8,431,6259309,441.93,427.19,435.9874,129146,2023-08-03 04:00:00
1236,433.06,431.6,5441811,436.5,426.27,432.1736,114677,2023-08-04 04:00:00
1237,436.455,440.76,4779703,441.11,428.9057,436.796,102352,2023-08-07 04:00:00
1238,440.36,438.3,3767195,443.57,435.1,438.0447,89936,2023-08-08 04:00:00
1239,439.74,428.9,3846639,440.62,427.59,431.7998,94393,2023-08-09 04:00:00
