MATICUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
100,2.086,2.0916,121289582.725569,2.2914,1.8123,2.1704,226485,2021-12-10
101,2.0916,2.14,78413398.8077681,2.17,2.01,2.0973,158225,2021-12-11
102,2.14,2.0855,54404920.0273415,2.14819,2.02805,2.0873,110068,2021-12-12
103,2.0851,1.8181,118124926.559713,2.0948,1.7515,1.8778,221119,2021-12-13
104,1.8181,1.9431,81745605.0864664,1.9479,1.7373,1.8424,151847,2021-12-14
105,1.9425,2.1294,142647261.419741,2.247,1.8291,2.0258,255859,2021-12-15
106,2.1312,2.0691,68008451.5885799,2.2092,2.0616,2.1415,134424,2021-12-16
107,2.0696,2.1288,68218859.114159,2.1621,1.9361,2.0681,137546,2021-12-17
108,2.1287,2.2347,62797379.1729436,2.26,2.055,2.1801,128686,2021-12-18
109,2.2353,2.2227,47253140.0885337,2.2957,2.1623,2.2344,101310,2021-12-19
110,2.222,2.1309,60172205.0482507,2.2499,2.0463,2.1355,119950,2021-12-20
111,2.1309,2.3749,72309488.0737614,2.4118,2.1079,2.2904,155483,2021-12-21
112,2.3749,2.5,113698456.105256,2.6546,2.37,2.5383,238512,2021-12-22
113,2.5008,2.6858,97705424.5083458,2.7344,2.4637,2.6155,211031,2021-12-23
114,2.684,2.4681,71982833.3161166,2.6867,2.421,2.5565,157255,2021-12-24
115,2.469,2.6409,44573665.3662237,2.69,2.426,2.5747,111222,2021-12-25
116,2.6401,2.8793,71557201.1628135,2.89,2.6111,2.7677,197594,2021-12-26
117,2.8805,2.7266,55396217.8608917,2.98,2.7131,2.8185,143409,2021-12-27
118,2.7263,2.4927,113658879.464008,2.7308,2.441,2.5869,224557,2021-12-28
119,2.4932,2.4766,73072998.8242716,2.6214,2.38935,2.5201,163765,2021-12-29
120,2.4751,2.554,49176082.4769227,2.5978,2.41,2.5135,124904,2021-12-30
121,2.5545,2.5242,50797698.6661416,2.6746,2.44,2.5518,129093,2021-12-31
122,2.5251,2.5724,25546924.5497608,2.6048,2.4993,2.5579,75693,2022-01-01
123,2.573,2.5506,20570400.0337538,2.59356,2.504,2.535,67456,2022-01-02
124,2.5506,2.4322,31891259.8875011,2.58202,2.36,2.4629,88267,2022-01-03
125,2.4333,2.365,45305345.6508237,2.508,2.3516,2.4288,101528,2022-01-04
126,2.3658,2.1807,76143585.6037599,2.4524,2.0189,2.2751,172475,2022-01-05
127,2.1829,2.2507,78042302.8426044,2.3,2.0666,2.1702,175917,2022-01-06
128,2.2507,2.0531,79302977.6501692,2.2649,2.0431,2.1262,181791,2022-01-07
129,2.0535,1.9847,68592061.2191094,2.1431,1.8951,2.0122,157383,2022-01-08
130,1.9852,2.1155,41120543.763684,2.1697,1.9632,2.0664,105663,2022-01-09
131,2.1153,2.0718,69143988.0293981,2.1476,1.9207,2.0395,152712,2022-01-10
132,2.0713,2.3614,78066411.652092,2.3748,2.0466,2.2405,172707,2022-01-11
133,2.3609,2.3982,65125913.0771853,2.53551,2.3001,2.3584,147146,2022-01-12
134,2.3977,2.2649,46528552.6205293,2.44045,2.241,2.3422,121939,2022-01-13
135,2.2643,2.3364,42618196.7531166,2.3524,2.09648,2.2741,112011,2022-01-14
136,2.3365,2.3463,28636129.3953628,2.4,2.2947,2.3557,78092,2022-01-15
137,2.3466,2.3335,21674695.8451628,2.3755,2.28352,2.3285,70905,2022-01-16
138,2.3336,2.2196,60932330.0821586,2.455,2.16231,2.3317,163095,2022-01-17
139,2.2195,2.1202,53771134.6513514,2.2462,2.0588,2.1505,148997,2022-01-18
140,2.1179,2.0297,49484724.7742369,2.1435,2.0136,2.0791,130581,2022-01-19
141,2.0295,1.9593,55434857.1270365,2.1935,1.9517,2.0798,130871,2022-01-20
142,1.9588,1.6989,150118944.118775,2.0265,1.6368,1.8454,290895,2022-01-21
143,1.7,1.5375,152809843.919384,1.7573,1.3935,1.5665,279439,2022-01-22
144,1.5382,1.6174,79042611.4215673,1.67,1.5103,1.5804,159270,2022-01-23
145,1.617,1.5077,125669910.234746,1.6179,1.30559,1.4375,220033,2022-01-24
146,1.5077,1.5597,83927433.9877004,1.6133,1.4106,1.4953,172873,2022-01-25
147,1.5596,1.591,123790310.242529,1.8361,1.5241,1.651,248671,2022-01-26
148,1.5906,1.589,90951596.8708179,1.6691,1.4959,1.5772,192367,2022-01-27
149,1.59,1.674,95228023.395351,1.7039,1.563,1.6405,188456,2022-01-28
150,1.6732,1.6969,39477897.1614009,1.742,1.6507,1.7005,106906,2022-01-29
151,1.6974,1.6043,45719576.2386627,1.71,1.5755,1.6394,106021,2022-01-30
152,1.6041,1.6429,51058806.8788683,1.6535,1.5247,1.5918,133129,2022-01-31
153,1.643,1.6495,62006675.7246372,1.68552,1.6108,1.6476,143542,2022-02-01
154,1.6493,1.5391,42724341.3534531,1.6652,1.5216,1.5957,113434,2022-02-02
155,1.5399,1.5562,43499810.992035,1.5631,1.4763,1.5189,111802,2022-02-03
156,1.5558,1.6971,44264040.724086,1.6971,1.5365,1.6125,105950,2022-02-04
157,1.6966,1.712,43935629.4539806,1.7575,1.6737,1.7252,95770,2022-02-05
158,1.7124,1.7397,26294226.0249555,1.7568,1.6676,1.7163,69176,2022-02-06
159,1.7405,2.0193,102353934.28532,2.0977,1.699,1.9241,257604,2022-02-07
160,2.0193,1.9438,59526283.1443769,2.0499,1.8604,1.9509,239459,2022-02-08
161,1.9443,2.0387,45591322.3556906,2.0617,1.8906,1.9842,116882,2022-02-09
162,2.0382,1.8975,66594991.5218521,2.0444,1.8696,1.9664,154967,2022-02-10
163,1.8962,1.7162,86892662.6527913,1.9026,1.6757,1.8142,175040,2022-02-11
164,1.7159,1.7016,35125283.5561906,1.7664,1.643,1.7008,92551,2022-02-12
165,1.7027,1.6599,23448553.7597696,1.7245,1.6435,1.6903,58260,2022-02-13
166,1.6598,1.6568,48109443.1007103,1.6793,1.5967,1.6352,105421,2022-02-14
167,1.6576,1.874,43090236.877734,1.88,1.6526,1.7788,97205,2022-02-15
168,1.8733,1.8366,41209043.2372451,1.8802,1.7494,1.8198,99091,2022-02-16
169,1.8375,1.6623,43588995.2229209,1.8662,1.6466,1.7436,96971,2022-02-17
170,1.6626,1.5933,38930378.0891874,1.7142,1.5808,1.6391,91522,2022-02-18
171,1.5928,1.6335,19958285.0930157,1.6438,1.5591,1.6078,53802,2022-02-19
172,1.6328,1.5127,31968423.7239235,1.6355,1.4928,1.5451,76314,2022-02-20
173,1.5118,1.4053,59219130.7934803,1.6163,1.4002,1.5112,129367,2022-02-21
174,1.4053,1.4629,56112381.2923091,1.4768,1.3482,1.4184,117083,2022-02-22
175,1.4628,1.4369,56561889.4658963,1.5974,1.4327,1.5195,114745,2022-02-23
176,1.4374,1.4412,116425020.598404,1.515,1.246,1.3424,218570,2022-02-24
177,1.4414,1.5525,49976812.3294033,1.5762,1.403,1.4892,108094,2022-02-25
178,1.5525,1.5161,24966000.5030096,1.5953,1.5033,1.5393,65604,2022-02-26
179,1.5176,1.453,32672780.5827779,1.5486,1.4243,1.4771,76313,2022-02-27
180,1.4523,1.6145,45725685.3085523,1.6201,1.4218,1.5175,99559,2022-02-28
181,1.6143,1.6243,51780303.9431541,1.6654,1.5553,1.6096,107856,2022-03-01
182,1.624,1.6368,44658796.7367077,1.6994,1.5828,1.6408,107907,2022-03-02
183,1.6372,1.5855,32857302.3809163,1.6521,1.5416,1.5939,73291,2022-03-03
184,1.5854,1.4778,30990876.717368,1.5878,1.4525,1.5193,75442,2022-03-04
185,1.478,1.5092,14544237.0146766,1.5161,1.4467,1.4855,41943,2022-03-05
186,1.5083,1.4346,14884291.8171394,1.5192,1.4307,1.4731,45335,2022-03-06
187,1.4352,1.4105,38649305.1377233,1.4968,1.37,1.4289,92609,2022-03-07
188,1.4105,1.4472,26942320.8697067,1.4764,1.403,1.4463,66658,2022-03-08
189,1.4467,1.5061,30868945.0132307,1.5454,1.4441,1.5076,74916,2022-03-09
190,1.5066,1.4377,25798871.4484782,1.5117,1.4011,1.4405,70586,2022-03-10
191,1.437,1.405,25850867.5400387,1.4738,1.4037,1.4299,65787,2022-03-11
192,1.4049,1.3974,12825641.0104589,1.4346,1.3936,1.4133,40292,2022-03-12
193,1.3971,1.3608,13798921.2921222,1.4205,1.3511,1.3929,34987,2022-03-13
194,1.3606,1.379,21163076.1841178,1.3939,1.3302,1.3621,50315,2022-03-14
195,1.3786,1.3788,17729973.9979517,1.41,1.3311,1.371,39164,2022-03-15
196,1.3789,1.4686,25714036.9991642,1.4718,1.3553,1.4101,56599,2022-03-16
197,1.4683,1.4472,18070024.8846249,1.4996,1.4381,1.4624,48545,2022-03-17
198,1.4474,1.4984,18942983.8519209,1.5115,1.4179,1.4584,53206,2022-03-18
199,1.4986,1.5302,18881574.0013101,1.5425,1.4985,1.523,49748,2022-03-19
200,1.5307,1.4658,12927726.0113136,1.5374,1.4586,1.4901,37058,2022-03-20
201,1.466,1.4646,15290038.7323971,1.4994,1.4426,1.4695,63754,2022-03-21
202,1.4646,1.5072,17924571.4615152,1.5345,1.4581,1.5091,61631,2022-03-22
203,1.5068,1.5562,19983109.6286547,1.56,1.4933,1.5297,67089,2022-03-23
204,1.5567,1.6307,28076081.2858861,1.6393,1.5451,1.5992,84673,2022-03-24
205,1.6309,1.5783,25107243.0403654,1.664,1.5644,1.6172,64028,2022-03-25
206,1.5784,1.6122,9482742.29134569,1.6163,1.5682,1.5942,39076,2022-03-26
207,1.6121,1.6949,15168219.668908,1.6973,1.6023,1.6463,50641,2022-03-27
208,1.6955,1.6575,28571592.9782776,1.7466,1.6518,1.7062,76399,2022-03-28
209,1.6574,1.6758,24388872.0145079,1.7374,1.6359,1.693,70144,2022-03-29
210,1.6755,1.6826,23102857.6408819,1.7266,1.6242,1.6841,68600,2022-03-30
211,1.6829,1.6189,31323819.6765975,1.7498,1.6079,1.6808,88102,2022-03-31
212,1.6188,1.6961,22621064.1016466,1.7128,1.5604,1.6465,61596,2022-04-01
213,1.6954,1.6527,17569166.3187194,1.7293,1.6459,1.6943,54228,2022-04-02
214,1.6526,1.688,15760705.1273729,1.7141,1.6321,1.6777,43162,2022-04-03
215,1.6876,1.6478,17151813.193575,1.6895,1.6068,1.6496,50338,2022-04-04
216,1.6478,1.5921,14689719.2375155,1.6763,1.5873,1.6284,46180,2022-04-05
217,1.5929,1.4574,32438483.5390884,1.5934,1.4534,1.5232,90202,2022-04-06
218,1.4573,1.511,20488610.9388143,1.5201,1.4377,1.4806,61895,2022-04-07
219,1.5117,1.4345,18323648.6722967,1.5273,1.4234,1.4799,58072,2022-04-08
220,1.4345,1.4629,8711609.77180986,1.4678,1.4266,1.4485,43601,2022-04-09
221,1.4632,1.4264,9237805.68108084,1.4901,1.42,1.461,45218,2022-04-10
222,1.4262,1.3354,27400798.6694465,1.4398,1.3131,1.3675,80948,2022-04-11
223,1.3348,1.3937,34003312.7004118,1.4765,1.3265,1.3989,88616,2022-04-12
224,1.3935,1.4184,19439195.5549376,1.4388,1.3658,1.4103,64931,2022-04-13
225,1.4198,1.3739,14938370.1736874,1.4442,1.3524,1.3942,41122,2022-04-14
226,1.374,1.3974,8150484.42672269,1.4014,1.3666,1.3864,42297,2022-04-15
227,1.3975,1.3888,5629007.97311565,1.4038,1.3652,1.3847,32951,2022-04-16
228,1.3886,1.3371,8075116.31970224,1.3912,1.3323,1.3689,37866,2022-04-17
229,1.3371,1.4187,24554453.1817134,1.4265,1.2933,1.3577,63757,2022-04-18
230,1.4188,1.4279,15986615.8769421,1.45,1.3938,1.4209,54968,2022-04-19
231,1.4275,1.4176,15935977.0925455,1.4665,1.3956,1.4329,46539,2022-04-20
232,1.4176,1.3781,17216347.244735,1.468,1.3596,1.4231,50769,2022-04-21
233,1.3776,1.3978,38339248.9851433,1.5053,1.372,1.4406,80890,2022-04-22
234,1.3978,1.3623,10382501.7021345,1.4125,1.3444,1.3773,45863,2022-04-23
235,1.363,1.3437,8380067.51011283,1.3747,1.3324,1.3521,37885,2022-04-24
236,1.3439,1.3522,25213374.8024465,1.3555,1.2634,1.304,68258,2022-04-25
237,1.3525,1.2447,18192193.1024371,1.3632,1.2237,1.2856,73262,2022-04-26
238,1.2446,1.2574,13044600.3562299,1.2926,1.2346,1.2609,53569,2022-04-27
239,1.2571,1.2376,14161020.2894599,1.2797,1.2267,1.2503,52529,2022-04-28
240,1.2378,1.1403,26782840.0277028,1.2461,1.1275,1.1777,76889,2022-04-29
241,1.1408,1.0327,29873204.7892377,1.1658,1.0116,1.0961,72914,2022-04-30
242,1.0327,1.0991,29448466.631009,1.1231,1.0146,1.0796,77732,2022-05-01
243,1.0991,1.0761,30252798.150072,1.1208,1.0366,1.0783,73294,2022-05-02
244,1.0768,1.076,18672632.5760873,1.1165,1.0532,1.087,53208,2022-05-03
245,1.076,1.1718,25340091.8400131,1.1745,1.0694,1.1242,62704,2022-05-04
246,1.1724,1.0644,29838002.215352,1.1869,1.0295,1.0931,74320,2022-05-05
247,1.0644,1.0418,30400135.894217,1.0765,1.011,1.0457,67599,2022-05-06
248,1.0417,1.019,27776728.2379381,1.0664,0.9922,1.0301,58406,2022-05-07
249,1.0188,0.9754,32130217.0741705,1.0296,0.9603,0.9895,69830,2022-05-08
250,0.9758,0.8106,75069629.8562214,0.9911,0.7868,0.8658,118233,2022-05-09
251,0.8104,0.889,94074682.9658375,0.9895,0.7904,0.9052,144714,2022-05-10
252,0.8891,0.6729,139663126.119999,0.91208,0.6016,0.7555,220936,2022-05-11
253,0.6723,0.5994,125875947.132199,0.71588,0.4769,0.5915,220398,2022-05-12
254,0.5997,0.6654,77114576.025235,0.755,0.5887,0.6905,136026,2022-05-13
255,0.6658,0.6844,36586818.74664,0.711,0.6143,0.6595,75585,2022-05-14
256,0.6844,0.7418,34330108.7335432,0.7426,0.6552,0.6917,65025,2022-05-15
257,0.7414,0.6768,38975628.0792154,0.74238,0.6573,0.6882,72728,2022-05-16
258,0.6772,0.7261,34905189.9322828,0.73519,0.6735,0.7059,62743,2022-05-17
259,0.726,0.6258,38107799.3824013,0.7372,0.623,0.6731,70294,2022-05-18
260,0.6255,0.6575,34099712.6623673,0.6724,0.6082,0.6399,66378,2022-05-19
261,0.6576,0.6333,29058111.4285678,0.67909,0.6159,0.6445,58875,2022-05-20
262,0.6333,0.6482,22648586.3719256,0.66026,0.62,0.6424,45835,2022-05-21
263,0.6485,0.6755,19476058.84219,0.6816,0.6397,0.661,40184,2022-05-22
264,0.675,0.641,30488526.9234009,0.7,0.6348,0.6765,54877,2022-05-23
265,0.6411,0.6624,41996847.9332777,0.66796,0.61,0.6391,73963,2022-05-24
266,0.6624,0.6448,29986129.0709407,0.6731,0.6272,0.6488,55616,2022-05-25
267,0.6449,0.5984,49033609.2069292,0.6591,0.5766,0.6116,75330,2022-05-26
268,0.598,0.5743,46276561.4802864,0.61077,0.5639,0.5834,73288,2022-05-27
269,0.5739,0.5867,19281102.66861,0.59629,0.5681,0.5834,33352,2022-05-28
270,0.587,0.599,17101242.027295,0.601,0.5739,0.5886,33588,2022-05-29
271,0.5991,0.6572,29132059.1852266,0.6606,0.5944,0.6338,47837,2022-05-30
272,0.6573,0.6618,40676880.7062976,0.6835,0.6426,0.662,63579,2022-05-31
273,0.662,0.5995,40851179.2285795,0.67073,0.585,0.628,59563,2022-06-01
274,0.5997,0.6185,24672710.0068173,0.62218,0.59,0.6043,39742,2022-06-02
275,0.619,0.5886,28837886.6757726,0.6204,0.5757,0.5907,40546,2022-06-03
276,0.5886,0.5954,12398172.3224215,0.6008,0.5748,0.5899,21340,2022-06-04
277,0.5955,0.5974,17116811.7488184,0.6061,0.5837,0.5948,21674,2022-06-05
278,0.5973,0.6321,37888459.5841209,0.65601,0.5953,0.6338,43552,2022-06-06
279,0.632,0.6167,39420320.9794105,0.633,0.5746,0.6022,40374,2022-06-07
280,0.6172,0.6059,21299752.6059491,0.63302,0.6011,0.6129,33422,2022-06-08
281,0.606,0.6332,24473297.1071211,0.6521,0.6017,0.6282,38099,2022-06-09
282,0.6331,0.5939,50690319.0623599,0.66276,0.5894,0.6203,58838,2022-06-10
283,0.5938,0.5397,38649127.0132914,0.60624,0.5306,0.5662,48880,2022-06-11
284,0.5402,0.4964,47476954.3038422,0.5463,0.4953,0.5179,56340,2022-06-12
285,0.4962,0.4296,150719716.712873,0.50445,0.40325,0.44,125853,2022-06-13
286,0.4301,0.4149,81583070.4957307,0.4523,0.3951,0.4216,83516,2022-06-14
287,0.4148,0.44019,117924128.43719,0.44019,0.3628,0.3919,98509,2022-06-15
288,0.4393,0.3828,60293249.8393964,0.445,0.3751,0.4018,56509,2022-06-16
289,0.3828,0.3994,47315285.7241887,0.4076,0.3778,0.3952,47930,2022-06-17
290,0.3994,0.3453,74577765.4219936,0.4068,0.3162,0.3556,69696,2022-06-18
291,0.3452,0.3837,58246204.9327214,0.3847,0.3262,0.3513,54359,2022-06-19
292,0.38348,0.4006,61645869.0075114,0.411,0.3584,0.3879,53734,2022-06-20
293,0.4004,0.4197,65467959.3866213,0.4544,0.392,0.4272,55063,2022-06-21
294,0.4197,0.4554,81696174.3784652,0.4712,0.3942,0.4291,68474,2022-06-22
295,0.4555,0.5623,138266378.088894,0.5737,0.45509,0.5095,124384,2022-06-23
296,0.5624,0.6067,103838454.210352,0.6274,0.5617,0.5961,100535,2022-06-24
297,0.6067,0.6007,42876863.4669232,0.6263,0.566,0.5972,51052,2022-06-25
298,0.6009,0.5584,40314178.4900916,0.6268,0.556,0.5919,47364,2022-06-26
299,0.5581,0.5321,57146589.5993298,0.5966,0.5197,0.5532,60568,2022-06-27
300,0.5318,0.5099,67881359.9665581,0.5744,0.5033,0.5303,65464,2022-06-28
301,0.5103,0.4968,76698832.2355578,0.54573,0.4845,0.5144,72986,2022-06-29
302,0.4969,0.4815,98293367.8379637,0.4971,0.4173,0.4523,79342,2022-06-30
303,0.4816,0.4611,75534928.4980742,0.4976,0.449,0.4707,60841,2022-07-01
304,0.4616,0.4922,25956436.9948213,0.4955,0.448,0.4697,31085,2022-07-02
305,0.4927,0.4612,32653707.8537013,0.4942,0.4482,0.468,31371,2022-07-03
306,0.4615,0.4913,32934187.3009244,0.495,0.4508,0.4704,30699,2022-07-04
307,0.4913,0.5124,79835810.4103552,0.5354,0.4854,0.5111,61147,2022-07-05
308,0.5123,0.5253,55741291.6118608,0.53052,0.4918,0.5141,46995,2022-07-06
309,0.5253,0.5626,54327615.1056204,0.5741,0.511,0.5445,46147,2022-07-07
310,0.563,0.6054,74644782.2619191,0.6196,0.555,0.5839,67657,2022-07-08
311,0.6056,0.5897,24444982.3245575,0.6114,0.582,0.5939,28902,2022-07-09
312,0.5895,0.57172,29383459.1181193,0.5901,0.5521,0.5713,29080,2022-07-10
313,0.5713,0.5628,61669492.1866758,0.59796,0.5363,0.568,52864,2022-07-11
314,0.5624,0.5356,58474615.4227412,0.5928,0.5337,0.5684,54983,2022-07-12
315,0.5358,0.6388,97923712.4006842,0.6477,0.5193,0.5682,83850,2022-07-13
316,0.6384,0.709,120822448.449037,0.7183,0.613,0.6574,125697,2022-07-14
317,0.7091,0.7034,91881135.8799747,0.7353,0.6743,0.7029,96596,2022-07-15
318,0.703,0.7292,51657666.7127229,0.744,0.6821,0.7163,55927,2022-07-16
319,0.729,0.7528,82887943.8624424,0.7902,0.7184,0.7588,84520,2022-07-17
320,0.7525,0.9585,179765954.018715,0.9846,0.7451,0.8957,206284,2022-07-18
321,0.9582,0.9257,123380610.58466,0.9795,0.8833,0.922,142841,2022-07-19
322,0.9254,0.832,132992683.255779,0.9528,0.8113,0.8878,139172,2022-07-20
323,0.8319,0.9057,96850050.9064208,0.9291,0.7966,0.8699,117139,2022-07-21
324,0.9053,0.851,69883025.2980305,0.9348,0.8443,0.8898,80789,2022-07-22
325,0.8512,0.8714,50296826.1914562,0.8883,0.8137,0.8469,56641,2022-07-23
326,0.8713,0.8794,48730785.4579929,0.9092,0.8451,0.876,54314,2022-07-24
327,0.87911,0.76879,1367425.31847345,0.88363,0.76874,0.8235,2090,2022-07-25
328,0.77,0.784,70248664.7502719,0.7854,0.7222,0.7537,74570,2022-07-26
329,0.784,0.8975,95254132.3381371,0.8992,0.762,0.8283,106658,2022-07-27
330,0.8969,0.934,123026102.411062,0.9779,0.8461,0.9089,120841,2022-07-28
331,0.9345,0.939,94519486.5168964,0.9937,0.905,0.9493,99422,2022-07-29
332,0.9388,0.9308,52055047.1071337,0.984,0.9142,0.9474,61578,2022-07-30
333,0.9316,0.9288,63371726.704961,1.0166,0.9105,0.959,74331,2022-07-31
334,0.9286,0.8919,66894748.4959404,0.9471,0.878,0.9076,82460,2022-08-01
335,0.8922,0.877,45396716.5665248,0.907,0.8488,0.8772,58187,2022-08-02
336,0.8773,0.8886,35023429.3566388,0.9263,0.8566,0.8997,62454,2022-08-03
337,0.8886,0.8918,25844509.2285541,0.9131,0.8755,0.8943,59136,2022-08-04
338,0.8918,0.9276,30951002.3726619,0.9382,0.889,0.9153,58085,2022-08-05
339,0.9276,0.9078,30219089.5519799,0.9411,0.90234,0.9236,54626,2022-08-06
340,0.908,0.9072,19645197.6372471,0.9254,0.8926,0.9106,37771,2022-08-07
341,0.9072,0.922,26215646.0725383,0.9519,0.9047,0.9311,43460,2022-08-08
342,0.9222,0.8915,28927140.5789945,0.9314,0.8694,0.8971,41266,2022-08-09
343,0.8912,0.9383,35479912.3552658,0.9419,0.8706,0.9138,53386,2022-08-10
344,0.9386,0.9215,25610274.5048383,0.9568,0.916,0.9367,45918,2022-08-11
345,0.9215,0.9354,21274206.2981047,0.9358,0.9062,0.923,49126,2022-08-12
346,0.9354,1.026,59595115.9181793,1.0337,0.92912,0.9978,85274,2022-08-13
347,1.026,1.0013,33453926.6799257,1.055,0.9856,1.0175,60090,2022-08-14
348,1.001,0.9517,49210006.2905501,1.035,0.9311,0.9759,67541,2022-08-15
349,0.9511,0.9345,24021559.4904181,0.968,0.9241,0.9441,47147,2022-08-16
350,0.9344,0.8847,39419632.7656669,0.9643,0.8769,0.9118,54483,2022-08-17
351,0.8849,0.8571,21865382.3480289,0.9094,0.85032,0.8881,47074,2022-08-18
352,0.8572,0.76993,69822961.2662191,0.8576,0.7636,0.7989,114297,2022-08-19
353,0.7693,0.7861,55131315.4072885,0.8168,0.7584,0.7907,82834,2022-08-20
354,0.7861,0.8207,33027892.821328,0.8307,0.7786,0.8041,82893,2022-08-21
355,0.8207,0.8097,25059291.9785292,0.823,0.7685,0.7938,51744,2022-08-22
356,0.8101,0.832,28190875.4997896,0.8371,0.7912,0.8188,45689,2022-08-23
357,0.832,0.8137,25311071.5934651,0.8406,0.8019,0.8201,50441,2022-08-24
358,0.8137,0.819,23082089.4535525,0.83233,0.80513,0.8184,51961,2022-08-25
359,0.8193,0.76596,59997301.7071093,0.8484,0.75448,0.8011,97722,2022-08-26
360,0.7666,0.8062,35361558.99987,0.8147,0.757,0.788,102555,2022-08-27
361,0.806,0.7827,30499418.8462939,0.8337,0.7777,0.8127,68984,2022-08-28
362,0.7826,0.817,35835572.9748232,0.8216,0.7621,0.7918,93212,2022-08-29
363,0.8167,0.81485,34760520.5729804,0.84479,0.7829,0.8122,55706,2022-08-30
364,0.8158,0.8326,30873260.0303986,0.8588,0.8157,0.8327,55102,2022-08-31
365,0.8327,0.8847,43467220.8244775,0.8957,0.8223,0.8535,87645,2022-09-01
366,0.8849,0.8721,40742613.118833,0.91351,0.8629,0.8867,100436,2022-09-02
367,0.8721,0.8893,20498089.4567842,0.89065,0.8665,0.878,68399,2022-09-03
368,0.8893,0.89562,17633584.8245973,0.89877,0.8724,0.8856,57584,2022-09-04
369,0.895,0.882,20438859.4271045,0.9028,0.8622,0.8801,56542,2022-09-05
370,0.8821,0.8162,48396515.1143741,0.9235,0.812,0.8669,93056,2022-09-06
371,0.8157,0.8403,31813934.3558603,0.8515,0.7914,0.8167,76873,2022-09-07
372,0.8404,0.8456,32171922.7224524,0.8499,0.8154,0.8342,51022,2022-09-08
373,0.8457,0.891,27955828.9930282,0.9007,0.8428,0.8784,60667,2022-09-09
374,0.8909,0.906,21940793.2743687,0.9123,0.8785,0.8953,51311,2022-09-10
375,0.9058,0.8937,13542443.8658177,0.9178,0.8761,0.897,43646,2022-09-11
376,0.8938,0.9309,44075778.2577388,0.9403,0.8719,0.9156,81329,2022-09-12
377,0.9306,0.846,57473399.4514612,0.9439,0.8396,0.8859,73251,2022-09-13
378,0.8463,0.8648,31317689.2411299,0.8685,0.8302,0.8527,39163,2022-09-14
379,0.8649,0.8247,32143875.6614073,0.876,0.8171,0.843,43199,2022-09-15
380,0.8248,0.8067,27617474.990604,0.83145,0.7867,0.8086,43188,2022-09-16
381,0.8066,0.8285,8947080.57856182,0.83125,0.805,0.8187,32751,2022-09-17
382,0.8285,0.7533,20114480.2884389,0.8363,0.75,0.7928,45989,2022-09-18
383,0.7533,0.7657,28312877.4416511,0.7759,0.725,0.7506,75497,2022-09-19
384,0.7656,0.7333,30859355.4534123,0.7695,0.73,0.7485,76187,2022-09-20
385,0.7334,0.7006,48733887.1168536,0.7784,0.6901,0.7324,85564,2022-09-21
386,0.7004,0.7519,31198210.0476184,0.7634,0.7001,0.7375,65763,2022-09-22
387,0.7522,0.7783,36599560.7153402,0.78523,0.7227,0.7501,59176,2022-09-23
388,0.7785,0.7527,20255682.6482966,0.7822,0.7498,0.7681,53663,2022-09-24
