PLTR,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
104,25,24.48,74697345,25.59,24.26,24.9644,382882,2021-03-02 05:00:00
105,24.99,23.59,79668687,25.1678,23.43,24.2343,432042,2021-03-03 05:00:00
106,24.85,24.73,162950186,25.56,23.05,24.4129,769421,2021-03-04 05:00:00
107,24.36,23.95,174381736,24.68,20.18,22.7381,865570,2021-03-05 05:00:00
108,23.77,22.52,95233102,24.58,22.4,23.4377,536849,2021-03-08 05:00:00
109,23.38,24.26,100335936,24.74,23.1,23.996,468168,2021-03-09 05:00:00
110,25.03,24.75,104063747,26.24,24.27,25.1997,488594,2021-03-10 05:00:00
111,25.95,26.73,85501492,26.84,25.58,26.3211,418726,2021-03-11 05:00:00
112,25.74,26.92,59498979,26.92,25.18,26.2845,317187,2021-03-12 05:00:00
113,27.35,26.79,57220003,27.47,26.31,26.8644,310954,2021-03-15 04:00:00
114,26.75,25.61,73957859,27.1,25.23,26.055,384692,2021-03-16 04:00:00
115,24.52,25.21,77972696,25.73,24.3,24.9363,403892,2021-03-17 04:00:00
116,24.73,23.98,58035930,25.18,23.78,24.5548,346525,2021-03-18 04:00:00
117,24.01,24.32,58534150,24.57,23.39,24.1761,273002,2021-03-19 04:00:00
118,24.89,24.22,46835129,24.92,23.86,24.3163,252956,2021-03-22 04:00:00
119,24,23.26,50575677,24.105,23.1,23.4798,334404,2021-03-23 04:00:00
120,23.3,21.88,69620721,23.485,21.75,22.5818,428952,2021-03-24 04:00:00
121,21.2,22.58,75396726,22.8,21.05,22.0803,388525,2021-03-25 04:00:00
122,22.63,22.58,58378216,23.05,21.76,22.456,299045,2021-03-26 04:00:00
123,22.48,21.73,58012904,22.5,21.39,21.7858,330798,2021-03-29 04:00:00
124,21.36,22.04,52438410,22.09,20.86,21.5509,260342,2021-03-30 04:00:00
125,22.5,23.29,61894716,23.85,22.38,23.2697,285994,2021-03-31 04:00:00
126,23.95,23.07,52417095,23.95,22.73,23.2147,282072,2021-04-01 04:00:00
127,23.78,23.44,65934658,24.45,23.3401,23.8264,344114,2021-04-05 04:00:00
128,23.55,23.27,42414632,23.61,22.83,23.1329,252123,2021-04-06 04:00:00
129,23,22.9,33116518,23.55,22.81,23.0973,188734,2021-04-07 04:00:00
130,23.2,23.41,36187869,23.6,22.74,23.2124,204303,2021-04-08 04:00:00
131,23.46,24.04,54414587,24.35,23.37,23.931,274750,2021-04-09 04:00:00
132,24.52,23.34,69386462,24.55,22.73,23.3687,403231,2021-04-12 04:00:00
133,23.19,25.42,84404463,25.6585,23.12,24.5101,388987,2021-04-13 04:00:00
134,25.35,23.7,109397156,26.2,23.65,24.7773,514997,2021-04-14 04:00:00
135,24.01,23.15,59365787,24.06,22.69,23.2067,327861,2021-04-15 04:00:00
136,22.86,22.47,47193599,23.26,22.3,22.6818,291104,2021-04-16 04:00:00
137,22.15,21.94,46299107,22.33,21.53,21.859,287579,2021-04-19 04:00:00
138,21.96,21.78,47509531,22.55,21.24,21.7273,259450,2021-04-20 04:00:00
139,21.65,22.63,42784337,22.64,21.43,22.3044,213696,2021-04-21 04:00:00
140,22.94,22.86,51883467,23.51,22.51,23.0498,270104,2021-04-22 04:00:00
141,22.89,23.41,32452811,23.55,22.74,23.3373,172441,2021-04-23 04:00:00
142,23.69,24.11,34085325,24.26,23.46,23.9142,182085,2021-04-26 04:00:00
143,24.17,23.88,27970217,24.26,23.57,23.9538,159571,2021-04-27 04:00:00
144,23.67,23.85,22367601,24.17,23.42,23.8402,125640,2021-04-28 04:00:00
145,23.87,23.37,37007072,24.14,22.81,23.3017,212055,2021-04-29 04:00:00
146,23.18,23.04,25143934,23.55,22.84,23.1158,157278,2021-04-30 04:00:00
147,23.01,22.3,34268890,23.08,22.21,22.4847,225211,2021-05-03 04:00:00
148,21.94,21.64,63968479,22.2,20.87,21.3221,409678,2021-05-04 04:00:00
149,21.81,21.15,39535986,21.94,20.97,21.4446,227186,2021-05-05 04:00:00
150,21.02,20.09,92618718,21.02,19.41,20.067,524582,2021-05-06 04:00:00
151,20.3,19.75,64288761,20.75,19.58,20.1022,337146,2021-05-07 04:00:00
152,19.28,18.47,105708253,19.3,18.18,18.6429,546347,2021-05-10 04:00:00
153,17.2,20.21,205157902,20.3,17.055,19.2672,871050,2021-05-11 04:00:00
154,20,18.89,129539228,20,18.51,19.0566,615369,2021-05-12 04:00:00
155,19.14,18.37,88647412,19.47,17.82,18.6439,425253,2021-05-13 04:00:00
156,18.82,20.08,79975558,20.2,18.53,19.6434,348246,2021-05-14 04:00:00
157,19.73,20.46,50531808,20.49,19.63,20.1766,244666,2021-05-17 04:00:00
158,20.52,21.24,59955562,21.62,20.26,21.1564,291238,2021-05-18 04:00:00
159,20.1,20.67,46058717,21.035,19.94,20.6305,252554,2021-05-19 04:00:00
160,20.75,20.61,46701279,20.81,20.28,20.518,222783,2021-05-20 04:00:00
161,20.84,20.75,35811544,21.16,20.47,20.8612,177542,2021-05-21 04:00:00
162,21.06,21.22,46974997,21.52,20.675,21.1008,218786,2021-05-24 04:00:00
163,21.42,21.48,50375953,22.11,21.28,21.6814,231376,2021-05-25 04:00:00
164,21.58,22.12,43400731,22.24,21.49,22.0199,199416,2021-05-26 04:00:00
165,22.01,22.7,76855155,22.7,21.65,22.3986,231901,2021-05-27 04:00:00
166,23,22.95,112775179,24.75,22.76,23.6412,489835,2021-05-28 04:00:00
167,23.19,23.06,53465569,23.3499,22.36,22.9472,245888,2021-06-01 04:00:00
168,23.02,24.45,86996445,24.84,22.82,24.0152,380374,2021-06-02 04:00:00
169,24.14,23.63,48762057,24.26,23.34,23.8544,251834,2021-06-03 04:00:00
170,23.71,24.03,42865515,24.49,23.5,24.0805,211597,2021-06-04 04:00:00
171,24,24.46,50042601,24.76,23.79,24.4007,244670,2021-06-07 04:00:00
172,24.85,24.38,54068228,25.23,23.93,24.5103,275220,2021-06-08 04:00:00
173,24.45,24.17,36349053,24.74,24.17,24.4605,191145,2021-06-09 04:00:00
174,24,24.14,35901102,24.39,23.44,24.0245,185052,2021-06-10 04:00:00
175,24.12,24.67,33403258,24.71,24.03,24.4782,168013,2021-06-11 04:00:00
176,24.73,25,52163099,25.15,24.47,24.9039,235368,2021-06-14 04:00:00
177,25.03,24.41,47062777,25.55,24.39,24.8848,228415,2021-06-15 04:00:00
178,24.09,24.8,57382668,24.94,23.86,24.6103,239051,2021-06-16 04:00:00
179,24.68,25.45,64694885,25.46,24.55,25.2161,264891,2021-06-17 04:00:00
180,25.59,25.37,66482972,25.94,25.02,25.3596,240670,2021-06-18 04:00:00
181,25.1,25.42,55336374,25.55,24.51,25.2455,215540,2021-06-21 04:00:00
182,25.39,25.4,46553117,25.52,24.96,25.2793,159989,2021-06-22 04:00:00
183,25.46,26.27,53700013,26.35,25.34,26.0393,250970,2021-06-23 04:00:00
184,26.49,26.53,49042923,26.71,26.17,26.5043,235865,2021-06-24 04:00:00
185,26.58,26.78,141168351,27.01,26.245,26.7561,262968,2021-06-25 04:00:00
186,26.98,27.38,42645936,27.5,26.86,27.2495,214509,2021-06-28 04:00:00
187,27.38,26.63,38858737,27.44,26.44,26.7713,205000,2021-06-29 04:00:00
188,26.48,26.36,29399829,26.92,26.21,26.5578,146913,2021-06-30 04:00:00
189,26.1,24.72,55956752,26.13,24.59,25.0999,300397,2021-07-01 04:00:00
190,25,24.44,29979403,25.34,24.33,24.6775,173316,2021-07-02 04:00:00
191,24.6,24.68,28894411,25.2,24.47,24.761,157916,2021-07-06 04:00:00
192,24.23,22.89,67420641,24.26,22.72,23.2186,339568,2021-07-07 04:00:00
193,22.43,23.08,35421100,23.21,22.25,22.8415,203346,2021-07-08 04:00:00
194,22.96,23.29,22926950,23.39,22.76,23.1233,118179,2021-07-09 04:00:00
195,23.26,22.95,23922022,23.495,22.88,23.1019,127006,2021-07-12 04:00:00
196,22.98,22.45,25016631,22.99,22.42,22.6336,137389,2021-07-13 04:00:00
197,22.49,21.56,34072936,22.62,21.51,21.8577,190266,2021-07-14 04:00:00
198,21.72,21.47,32342676,22.055,21.01,21.4997,162440,2021-07-15 04:00:00
199,21.6,21.37,19745398,21.71,21.24,21.4419,107857,2021-07-16 04:00:00
200,20.97,21.54,31019389,21.69,20.55,21.1967,163188,2021-07-19 04:00:00
201,21.63,22.18,23287310,22.35,21.22,21.87,121019,2021-07-20 04:00:00
202,22.27,22.52,20737073,22.68,22.12,22.4673,104125,2021-07-21 04:00:00
203,22.55,22.07,17763644,22.67,21.88,22.1199,94037,2021-07-22 04:00:00
204,22.01,21.81,17830854,22.08,21.51,21.8275,101809,2021-07-23 04:00:00
205,21.8,22.13,16511113,22.3,21.48,21.9816,92969,2021-07-26 04:00:00
206,21.96,21.68,23292433,22.11,21.09,21.4664,127641,2021-07-27 04:00:00
207,21.75,22.56,25276982,22.615,21.69,22.3774,121074,2021-07-28 04:00:00
208,22.78,22.18,19219083,22.85,22.14,22.4212,99957,2021-07-29 04:00:00
209,21.85,21.71,15889153,22.406,21.71,21.97,85224,2021-07-30 04:00:00
210,21.91,22.1,21372877,22.37,21.48,22.0687,120213,2021-08-02 04:00:00
211,22.03,22.24,17040068,22.27,21.71,21.9799,90687,2021-08-03 04:00:00
212,22.2,22.3,15537433,22.54,22.07,22.295,83688,2021-08-04 04:00:00
213,22.22,22.52,18575248,22.77,22.02,22.5106,95345,2021-08-05 04:00:00
214,22.64,21.82,24200671,22.69,21.79,22.0204,135937,2021-08-06 04:00:00
215,21.85,22.93,35611060,23.28,21.8,22.8349,166086,2021-08-09 04:00:00
216,23.01,22.92,25947920,23.52,22.78,23.0529,128642,2021-08-10 04:00:00
217,23.07,22.35,34532770,23.19,22.09,22.4779,170934,2021-08-11 04:00:00
218,24.45,24.89,189542237,25.76,23.585,24.8513,803875,2021-08-12 04:00:00
219,25,24.9,52395086,25.1,24.31,24.8076,247702,2021-08-13 04:00:00
220,24.9,24.5,46189789,24.9,23.77,24.3181,226799,2021-08-16 04:00:00
221,23.9,23.97,35348320,24.59,23.74,24.0794,159961,2021-08-17 04:00:00
222,24.07,25.28,91850280,25.94,23.68,25.2768,362373,2021-08-18 04:00:00
223,25.01,24.16,67605646,25.64,24.14,24.9241,265145,2021-08-19 04:00:00
224,24.22,24.01,52062313,24.48,23.66,23.9833,200919,2021-08-20 04:00:00
225,24.02,24.82,35705261,24.93,23.9,24.607,155780,2021-08-23 04:00:00
226,25,25.1,37227370,25.35,24.76,25.1426,153210,2021-08-24 04:00:00
227,25.12,24.35,54678454,25.19,24.07,24.5692,222463,2021-08-25 04:00:00
228,24.4,24.87,46179423,25.41,24.36,25.0155,200678,2021-08-26 04:00:00
229,25.05,25.71,52255503,26.09,24.91,25.7387,217901,2021-08-27 04:00:00
230,25.74,25.76,44076329,26.6,25.62,26.1513,194772,2021-08-30 04:00:00
231,25.79,26.34,93168646,26.36,25.66,26.2503,186549,2021-08-31 04:00:00
232,26.46,26.2,34417234,26.51,26.03,26.2146,155000,2021-09-01 04:00:00
233,26.21,26.51,38507376,26.87,26.09,26.5716,156215,2021-09-02 04:00:00
234,26.49,26.64,26652612,26.75,26.22,26.5949,119048,2021-09-03 04:00:00
235,26.79,26.7,36433628,26.88,26.2701,26.5567,164485,2021-09-07 04:00:00
236,26.6,25.58,54394364,26.61,24.96,25.5547,238584,2021-09-08 04:00:00
237,25.39,26.13,34162214,26.24,25.29,25.976,144259,2021-09-09 04:00:00
238,26.18,26.28,37307791,26.73,26.17,26.4659,158234,2021-09-10 04:00:00
239,26.15,25.83,42722710,26.239,25.03,25.6047,189164,2021-09-13 04:00:00
240,25.97,26.26,34910131,26.7,25.9,26.3565,149748,2021-09-14 04:00:00
241,26.3,27.08,49963824,27.15,26.03,26.8195,187034,2021-09-15 04:00:00
242,27.2,28.63,109991984,28.79,27.02,28.2536,418732,2021-09-16 04:00:00
243,28.66,28.71,182214590,29.29,28.07,28.7583,413662,2021-09-17 04:00:00
244,27.57,26.55,89413466,28.0999,26.06,27.1438,375137,2021-09-20 04:00:00
245,26.89,26.62,50933596,27.149,26.08,26.6081,191281,2021-09-21 04:00:00
246,26.61,27.43,44308146,27.77,26.5822,27.4158,186663,2021-09-22 04:00:00
247,27.71,28.77,60028602,29.19,27.67,28.6644,261584,2021-09-23 04:00:00
248,28.27,28.56,40309743,28.76,27.9014,28.4081,164684,2021-09-24 04:00:00
249,28.23,27.47,44102849,28.38,27.23,27.5472,188957,2021-09-27 04:00:00
250,27.02,25.34,64206202,27.13,25.21,25.7884,313443,2021-09-28 04:00:00
251,25.61,24.52,46148663,25.7,24.42,24.9379,219700,2021-09-29 04:00:00
252,24.69,24.04,59849663,25.05,23.88,24.282,258998,2021-09-30 04:00:00
253,24.21,24.33,32777971,24.36,23.72,24.1208,150041,2021-10-01 04:00:00
254,24.01,23.17,46789720,24.05,23.02,23.2594,236841,2021-10-04 04:00:00
255,23.21,23.21,55924824,23.88,23.07,24.1101,232371,2021-10-05 04:00:00
256,24.91,23.58,125175676,25.01,23.35,24.0487,502556,2021-10-06 04:00:00
257,23.71,23.73,38873699,24.13,23.54,23.8248,160060,2021-10-07 04:00:00
258,23.86,23.5,40109349,24.0955,23.11,23.4074,170024,2021-10-08 04:00:00
259,23.26,23.53,23971679,23.98,23.26,23.727,107720,2021-10-11 04:00:00
260,23.55,23.69,26280035,23.81,23.29,23.5592,109906,2021-10-12 04:00:00
261,23.83,24.13,28494029,24.31,23.79,24.0674,119083,2021-10-13 04:00:00
262,24.43,24.35,26106710,24.71,24.205,24.4659,110789,2021-10-14 04:00:00
263,24.5,24,24340936,24.52,23.83,24.0983,113101,2021-10-15 04:00:00
264,24,24.26,25609889,24.39,23.92,24.2196,106247,2021-10-18 04:00:00
265,24.5,24.69,29393871,25.2,24.36,24.7383,118084,2021-10-19 04:00:00
266,24.79,24.22,24248046,24.96,24.17,24.375,103152,2021-10-20 04:00:00
267,24.13,24.78,23976568,24.93,24.08,24.6694,101260,2021-10-21 04:00:00
268,24.49,24.43,20166825,24.85,24.25,24.4827,98651,2021-10-22 04:00:00
269,24.5,25.41,33962065,25.54,24.48,25.2416,153228,2021-10-25 04:00:00
270,25.99,25.52,56767030,26.75,25.25,25.8533,231221,2021-10-26 04:00:00
271,25.64,25.06,24157199,25.9,25.02,25.3171,128309,2021-10-27 04:00:00
272,25.3,25.64,21203027,25.795,25.12,25.5023,107866,2021-10-28 04:00:00
273,25.5,25.88,21910308,26.12,25.45,25.8754,108277,2021-10-29 04:00:00
274,26.11,26.56,26670459,26.645,25.8828,26.3194,138124,2021-11-01 04:00:00
275,26.56,25.92,30794632,26.72,25.555,26.032,156915,2021-11-02 04:00:00
276,25.89,26.12,25244192,26.235,25.17,25.8292,131212,2021-11-03 04:00:00
277,26.26,26.47,25029657,26.57,25.87,26.3745,127578,2021-11-04 04:00:00
278,26.45,26,26004970,26.63,25.72,26.0748,140452,2021-11-05 04:00:00
279,26.25,26.75,41359562,27.11,26.12,26.8167,206423,2021-11-08 05:00:00
280,25.9,24.25,117540155,25.98,23.95,24.6054,690865,2021-11-09 05:00:00
281,23.6,22.52,94809499,23.64,22.12,22.934,516891,2021-11-10 05:00:00
282,23.04,22.99,43381487,23.1299,22.665,22.8842,238324,2021-11-11 05:00:00
283,23.02,22.83,53516196,23.225,22.38,22.7114,227211,2021-11-12 05:00:00
284,23,23.41,33225734,23.52,22.95,23.2545,162087,2021-11-15 05:00:00
285,23.29,23.13,31574786,23.29,22.61,22.8832,171578,2021-11-16 05:00:00
286,23.05,22.49,27994121,23.2189,22.4,22.6817,156371,2021-11-17 05:00:00
287,22.5,21.5,51039943,22.55,21.342,21.7148,276195,2021-11-18 05:00:00
288,21.6,21.41,30013125,21.96,21.3,21.5472,163783,2021-11-19 05:00:00
289,21.53,20.65,59867106,21.57,20.18,20.7003,337659,2021-11-22 05:00:00
290,20.59,20.59,44587969,21.05,20.05,20.4383,249307,2021-11-23 05:00:00
291,20.35,21.11,35233903,21.2,20.06,20.8497,171365,2021-11-24 05:00:00
292,20.41,21.03,20691212,21.09,20.3485,20.8405,119529,2021-11-26 05:00:00
293,21.19,21.07,29113989,21.4,20.56,20.9421,160049,2021-11-29 05:00:00
294,20.95,20.65,38196416,21.25,20.11,20.6045,182060,2021-11-30 05:00:00
295,20.53,19.38,48488718,20.89,19.29,19.9374,295524,2021-12-01 05:00:00
296,19.3,19.69,45802940,19.91,19.06,19.4803,265999,2021-12-02 05:00:00
297,19.5,18.98,56039602,19.53,18.4,18.7732,331319,2021-12-03 05:00:00
298,18.54,18.8,56459758,18.97,18.075,18.5816,260542,2021-12-06 05:00:00
299,19.26,19.46,35128988,19.855,19.07,19.5592,174133,2021-12-07 05:00:00
300,19.51,19.82,28425939,19.825,19.03,19.6152,141396,2021-12-08 05:00:00
301,19.95,19.21,30354670,20.15,19.04,19.5206,164354,2021-12-09 05:00:00
302,19.28,18.94,27594490,19.58,18.7,18.9373,162711,2021-12-10 05:00:00
303,18.8,18.4,38376018,19.075,18.17,18.4614,170868,2021-12-13 05:00:00
304,18,18.64,38864751,18.859,17.91,18.4767,179158,2021-12-14 05:00:00
305,18.37,18.86,39361880,18.94,17.995,18.4896,207066,2021-12-15 05:00:00
306,18.96,18.34,33949973,19.12,18.15,18.503,159287,2021-12-16 05:00:00
307,18.03,19.06,44495175,19.1,17.81,18.7527,186909,2021-12-17 05:00:00
308,18.59,17.96,42265899,18.67,17.835,18.1217,203076,2021-12-20 05:00:00
309,18.16,18.9,33878598,18.98,18.1,18.6713,143560,2021-12-21 05:00:00
310,18.65,18.88,33894183,19.45,18.65,18.916,118800,2021-12-22 05:00:00
311,18.85,18.93,24758314,19.135,18.72,18.9358,91197,2021-12-23 05:00:00
312,18.78,18.94,21782025,19.25,18.78,19.0378,106255,2021-12-27 05:00:00
313,18.89,18.57,20518849,19.0701,18.44,18.6514,103376,2021-12-28 05:00:00
314,18.53,18.17,28217548,18.6,17.91,18.1088,132228,2021-12-29 05:00:00
315,18.1,18.69,29285189,18.995,18.07,18.7072,129823,2021-12-30 05:00:00
316,18.61,18.21,23555998,18.92,18.21,18.479,100389,2021-12-31 05:00:00
317,18.36,18.53,34386628,18.5687,17.86,18.2927,153969,2022-01-03 05:00:00
318,18.61,18.17,39643168,18.84,17.79,18.1089,192922,2022-01-04 05:00:00
319,18.03,16.96,58220207,18.5678,16.87,17.5749,286776,2022-01-05 05:00:00
320,16.87,16.74,49737071,17.18,16.055,16.7592,240495,2022-01-06 05:00:00
321,16.7,16.56,37989265,17.33,16.475,16.732,165950,2022-01-07 05:00:00
322,16.19,16.5,74141930,16.57,15.35,15.8802,326154,2022-01-10 05:00:00
323,16.4,16.89,47410086,17.25,16.32,16.934,195208,2022-01-11 05:00:00
324,17.16,16.72,39784185,17.46,16.4,16.849,167562,2022-01-12 05:00:00
325,16.8,16.01,35492186,16.82,15.94,16.2611,152043,2022-01-13 05:00:00
326,15.94,16.01,35424310,16.2485,15.62,15.8923,161283,2022-01-14 05:00:00
327,15.45,14.97,49275074,15.75,14.9201,15.2636,222728,2022-01-18 05:00:00
328,14.9,14.56,48015566,15.25,14.54,14.8364,220776,2022-01-19 05:00:00
329,14.89,14.62,44690391,15.5499,14.57,15.1014,200664,2022-01-20 05:00:00
330,14.25,13.53,73031305,14.478,13.5,13.8647,333607,2022-01-21 05:00:00
331,12.79,13.4,110640165,13.41,11.75,12.536,540651,2022-01-24 05:00:00
332,13.12,13.06,47456624,13.6,12.83,13.1096,218987,2022-01-25 05:00:00
333,13.6,12.75,69949711,13.82,12.68,13.2467,260559,2022-01-26 05:00:00
334,13.01,12.28,52622863,13.06,12.2,12.5571,215641,2022-01-27 05:00:00
335,12.3,12.71,54887541,12.88,11.89,12.4158,221946,2022-01-28 05:00:00
336,12.77,13.71,51039253,13.74,12.76,13.4844,224375,2022-01-31 05:00:00
337,14.23,14.2,69012946,14.37,13.56,14.0918,262414,2022-02-01 05:00:00
338,14.09,13.32,47183312,14.2,13.19,13.4984,213024,2022-02-02 05:00:00
339,12.95,12.45,47171335,13.32,12.42,12.7917,199113,2022-02-03 05:00:00
340,12.47,12.94,38951576,13.09,12.265,12.8189,160988,2022-02-04 05:00:00
341,13.025,12.98,45646074,13.6,12.94,13.1987,164539,2022-02-07 05:00:00
342,12.75,13.15,30065109,13.1885,12.62,12.9779,123495,2022-02-08 05:00:00
343,13.29,13.87,34451922,13.89,13.26,13.6238,134067,2022-02-09 05:00:00
344,13.5,13.56,41998243,14.165,13.37,13.7944,180716,2022-02-10 05:00:00
345,13.45,13.13,41831569,13.92,12.97,13.4177,182066,2022-02-11 05:00:00
