PYPL,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
830,183.18,189.14,12515481,189.29,183.08,186.8262,148805,2021-12-21 05:00:00
831,189.16,191.68,9534314,191.77,188.039,190.5434,126874,2021-12-22 05:00:00
832,192.47,192.01,7758852,192.9561,190.25,191.7053,111604,2021-12-23 05:00:00
833,192.39,192.01,8357284,193.92,191.08,192.0269,114041,2021-12-27 05:00:00
834,192.19,190.1,7974873,194,189.11,191.088,117217,2021-12-28 05:00:00
835,190.03,189.97,7038696,191.27,187.83,189.86,109419,2021-12-29 05:00:00
836,189.61,191.88,9634832,193.95,188.91,191.962,132075,2021-12-30 05:00:00
837,191.45,188.58,7360352,192.23,188.4,189.6844,105882,2021-12-31 05:00:00
838,191.41,194.94,12797801,196,189.95,193.814,181840,2022-01-03 05:00:00
839,196,191.14,14197966,196.0998,188.19,190.9651,188059,2022-01-04 05:00:00
840,189.865,187.16,13227643,194.25,187.15,189.8475,179961,2022-01-05 05:00:00
841,185.52,192.27,14187505,195,185.07,191.6324,203307,2022-01-06 05:00:00
842,190.02,187.6,12577265,193.125,186.3,188.3586,164423,2022-01-07 05:00:00
843,185.75,182.95,14701568,185.75,177.4,181.0662,257342,2022-01-10 05:00:00
844,182.99,191.52,12867650,192.85,182.62,189.7407,187176,2022-01-11 05:00:00
845,189.7,187.2,13588818,191.45,185.28,187.6561,177625,2022-01-12 05:00:00
846,187.78,181.01,12779859,190.84,180.35,184.2151,188074,2022-01-13 05:00:00
847,179.15,178.42,14361332,182,175.4,178.19,202394,2022-01-14 05:00:00
848,176.96,174.46,12735481,179.68,174,175.9343,201701,2022-01-18 05:00:00
849,174.35,173.55,13715748,177.28,172.6,174.816,171059,2022-01-19 05:00:00
850,175.01,173.28,13992537,179.88,173.04,177.0833,172836,2022-01-20 05:00:00
851,171.8,163.54,20050952,172.96,163.3,166.4754,339887,2022-01-21 05:00:00
852,156.11,162.17,23702207,162.4482,152.08,157.1202,352564,2022-01-24 05:00:00
853,159.8,158.2,13168098,160.91,155.27,158.0739,200150,2022-01-25 05:00:00
854,162.09,156.98,15966504,165.33,155.49,160.4039,237366,2022-01-26 05:00:00
855,159.432,158.11,12657007,162.55,156.54,159.0478,183521,2022-01-27 05:00:00
856,158.37,163.52,9861663,163.64,156.79,160.7588,151391,2022-01-28 05:00:00
857,164.44,171.94,14245928,172.16,163.22,169.8453,185695,2022-01-31 05:00:00
858,172.77,175.8,23284402,176.2,170.53,164.8443,353825,2022-02-01 05:00:00
859,139.89,132.57,136263201,139.9,129.01,132.6923,1565322,2022-02-02 05:00:00
860,129.95,124.3,52101230,131.45,123.85,126.1061,629894,2022-02-03 05:00:00
861,124.39,126.08,33095477,126.7,121.4,124.8166,423944,2022-02-04 05:00:00
862,126.58,121.41,30384513,129.42,120.5,124.1053,407589,2022-02-07 05:00:00
863,121.02,120.26,30862685,123.3299,118.55,120.4304,398313,2022-02-08 05:00:00
864,122.21,122.94,29475577,123.9721,119.81,122.3647,352881,2022-02-09 05:00:00
865,121.54,119.02,29952632,125.28,118.48,121.8098,411135,2022-02-10 05:00:00
866,119.65,115.29,24618384,120.89,114.73,117.334,347829,2022-02-11 05:00:00
867,113.62,114.12,22786950,116.63,113,114.592,330289,2022-02-14 05:00:00
868,115.415,115.46,19007632,116.4,114.01,115.1462,229855,2022-02-15 05:00:00
869,114.7,110.54,28938685,114.79,110.38,111.624,368737,2022-02-16 05:00:00
870,109.99,105.2,33772162,111.41,104.99,107.469,391083,2022-02-17 05:00:00
871,106,103.65,28157409,106.741,103.03,104.4743,388161,2022-02-18 05:00:00
872,102.15,103.17,28422164,105.08,101.71,103.5221,412473,2022-02-22 05:00:00
873,105.02,100.72,25262194,105.55,100.595,102.4603,303143,2022-02-23 05:00:00
874,94.74,105.02,35400626,105.26,94.5,100.3003,463473,2022-02-24 05:00:00
875,106.15,110.94,33806875,111.1,104.53,108.4935,449028,2022-02-25 05:00:00
876,110.31,111.93,25719349,113.535,108.93,111.3485,314160,2022-02-28 05:00:00
877,112.73,106.51,19597676,112.75,105.561,107.8475,296328,2022-03-01 05:00:00
878,105.61,106.61,17023538,107.23,103.69,105.8022,246270,2022-03-02 05:00:00
879,107.66,101.34,20293663,107.75,100.86,103.1012,293764,2022-03-03 05:00:00
880,100.24,99.91,20159124,102.39,98.62,100.1997,303050,2022-03-04 05:00:00
881,99.57,93.61,26529924,100.33,93.5,95.7622,360999,2022-03-07 05:00:00
882,93.04,94.9,25130946,98.6,92.25,95.2564,307156,2022-03-08 05:00:00
883,98.12,100.22,20811232,100.73,97.29,99.3076,275531,2022-03-09 05:00:00
884,99.05,98.55,14683698,99.32,96.4,97.9276,238479,2022-03-10 05:00:00
885,99.75,96.57,15141665,99.82,95.52,97.3225,232577,2022-03-11 05:00:00
886,96.045,96.87,20988852,100.64,94.63,97.7578,292632,2022-03-14 04:00:00
887,98.675,100.46,18032858,100.57,96.05,99.1905,215672,2022-03-15 04:00:00
888,102.38,107.92,24840489,107.94,101.89,105.3874,301379,2022-03-16 04:00:00
889,106.56,112.16,21950824,112.18,106.47,110.0456,285771,2022-03-17 04:00:00
890,111.53,118.77,31972825,119.38,110.23,115.9025,325464,2022-03-18 04:00:00
891,117.22,114.65,19888872,117.5,112.5,114.8349,296509,2022-03-21 04:00:00
892,114.65,117.87,16746093,119.35,114.65,117.7124,252806,2022-03-22 04:00:00
893,115.53,114.65,14430567,117.36,114.09,115.322,208364,2022-03-23 04:00:00
894,115.82,116.05,13546673,116.19,113.32,114.9337,178345,2022-03-24 04:00:00
895,116.04,113.76,12378260,116.19,112.09,113.5117,148169,2022-03-25 04:00:00
896,114,116.17,13867983,117.1,112.36,114.9,206348,2022-03-28 04:00:00
897,118.65,121.18,15901007,121.55,116.97,119.8528,204660,2022-03-29 04:00:00
898,122.325,118.49,16513336,122.81,118.03,120.3879,203499,2022-03-30 04:00:00
899,118.105,115.65,13928293,118.89,115.59,116.9642,155698,2022-03-31 04:00:00
900,116,116.67,11037797,118.24,115.04,116.5904,138349,2022-04-01 04:00:00
901,117.06,121.86,15292250,122.32,116.88,120.7943,168880,2022-04-04 04:00:00
902,122.83,117.65,12778748,122.918,117.2025,118.8021,159767,2022-04-05 04:00:00
903,115.26,112.49,16288878,115.52,110.86,112.4239,218992,2022-04-06 04:00:00
904,111.52,113.04,12296329,114.34,110.1,112.1684,189933,2022-04-07 04:00:00
905,112.26,111.21,10521847,113.24,110.25,111.762,143572,2022-04-08 04:00:00
906,109.75,109.81,10706635,111.395,108.44,110.1702,147310,2022-04-11 04:00:00
907,111.64,108.25,12493550,112.74,107.75,109.8846,172396,2022-04-12 04:00:00
908,102.59,105.17,26359266,105.95,102.29,104.3854,273529,2022-04-13 04:00:00
909,105.08,102.31,16125742,105.7,102.06,103.2858,185505,2022-04-14 04:00:00
910,102.05,100.58,15342449,103,99.135,100.6625,231739,2022-04-18 04:00:00
911,100,103.66,12768109,104.86,99.91,103.4189,188834,2022-04-19 04:00:00
912,101.95,94.9,26487031,101.95,94.43,96.2261,347206,2022-04-20 04:00:00
913,96.135,89.4,27204147,97.61,88.81,91.0576,366561,2022-04-21 04:00:00
914,89.295,86.03,21050559,90.25,85.98,87.3124,258976,2022-04-22 04:00:00
915,85.325,87.78,15683356,87.93,84.42,86.9398,190016,2022-04-25 04:00:00
916,86.77,83.7,17205299,86.8652,83.57,84.7257,208160,2022-04-26 04:00:00
917,83.57,82.61,24669832,86.605,82.12,83.5684,276681,2022-04-27 04:00:00
918,85.06,92.09,42836610,93.18,84.37,89.0619,389049,2022-04-28 04:00:00
919,91,87.93,24842396,94.51,87.75,90.0054,224765,2022-04-29 04:00:00
920,87.55,91.53,21340463,92.49,86.82,90.2622,199664,2022-05-02 04:00:00
921,91.48,90.71,15227635,92.25,90.04,90.8908,140322,2022-05-03 04:00:00
922,90.25,92.72,15850562,92.85,87.12,90.003,182392,2022-05-04 04:00:00
923,90.73,85.43,22066474,90.73,84.17,86.1114,228415,2022-05-05 04:00:00
924,85.32,81.68,21369329,85.37,80.9,82.246,220797,2022-05-06 04:00:00
925,79.89,79.53,25513691,82.14,78.85,80.2656,252753,2022-05-09 04:00:00
926,81.71,78.75,21126342,82.27,76.13,78.8046,238231,2022-05-10 04:00:00
927,77.75,75.17,16603740,80.39,75.02,77.0031,199509,2022-05-11 04:00:00
928,73.75,74.29,29360958,76.56,71.8312,74.0499,311025,2022-05-12 04:00:00
929,76.37,78.83,17111400,79.19,76.37,78.1745,185815,2022-05-13 04:00:00
930,78.59,77.65,14753814,79.06,76.1884,77.7596,158552,2022-05-16 04:00:00
931,79.89,79.75,12677442,81.285,77.31,79.0976,149852,2022-05-17 04:00:00
932,78.6,77.18,15955288,79.9383,76.77,77.8454,143478,2022-05-18 04:00:00
933,76.83,81.28,19779340,82.31,76.83,80.7401,189183,2022-05-19 04:00:00
934,83.71,80.54,16887352,83.77,77.56,80.1725,199914,2022-05-20 04:00:00
935,80.44,81.18,12309245,82.06,79.28,80.99,123297,2022-05-23 04:00:00
936,79.89,78.65,13309573,80,77.2,78.4397,146857,2022-05-24 04:00:00
937,77.96,80.12,14075385,80.78,77.25,79.1836,154383,2022-05-25 04:00:00
938,80.37,80.42,21681859,81.3,79.751,80.4095,202882,2022-05-26 04:00:00
939,81.16,85.21,16874070,85.42,80.74,84.1917,175610,2022-05-27 04:00:00
940,84.705,85.21,15499955,86.5915,83.14,85.1032,154609,2022-05-31 04:00:00
941,85.47,82.48,11019066,86.77,81.85,83.5002,137626,2022-06-01 04:00:00
942,82.22,88.32,17219332,88.61,82.22,86.8324,177823,2022-06-02 04:00:00
943,86.68,86.53,11808262,88.1,85.7,86.6986,148055,2022-06-03 04:00:00
944,87.96,86.81,12440493,88.99,86.4,87.267,115052,2022-06-06 04:00:00
945,85.1,88.59,10423760,88.82,84.52,87.3848,112045,2022-06-07 04:00:00
946,88.32,87.51,9129602,89.32,86.89,87.9283,103287,2022-06-08 04:00:00
947,86.81,84.11,11771458,88.13,84.07,85.7868,133779,2022-06-09 04:00:00
948,80.43,79.3,19130861,81.46,78.25,79.3984,214225,2022-06-10 04:00:00
949,76.03,73.72,19674409,78.13,73.46,74.732,241169,2022-06-13 04:00:00
950,74.3,72.46,19289260,75.08,71.455,72.6876,181068,2022-06-14 04:00:00
951,73.47,75.83,16765614,77.1,72.39,74.6536,173918,2022-06-15 04:00:00
952,73.33,71.23,14404309,74.065,70.71,71.4543,172743,2022-06-16 04:00:00
953,71.33,72.9,17231100,73.6599,70.47,72.4554,135813,2022-06-17 04:00:00
954,74.51,72.37,14934769,75,72.28,73.1054,127548,2022-06-21 04:00:00
955,71.87,72.97,13590705,74.575,71.3788,73.2138,115483,2022-06-22 04:00:00
956,73.27,73.81,16986787,74,71.56,73.0917,163055,2022-06-23 04:00:00
957,74.79,77.68,29789042,78.66,74.39,77.5528,181080,2022-06-24 04:00:00
958,77.99,75.94,11657201,78.45,75.32,76.1853,139260,2022-06-27 04:00:00
959,75.68,71.82,15005631,76.92,71.6121,73.0621,153027,2022-06-28 04:00:00
960,71.212,71.47,11344507,72.15,69.7701,71.1246,140800,2022-06-29 04:00:00
961,70.82,69.84,14264683,70.89,67.58,69.4675,161035,2022-06-30 04:00:00
962,69.84,71.4,9704584,71.7,69.66,70.7352,111655,2022-07-01 04:00:00
963,70.18,74.4,12783153,74.485,68.76,72.6782,141280,2022-07-05 04:00:00
964,74.83,73.24,9436619,75.4,72.63,73.4534,107239,2022-07-06 04:00:00
965,73.18,75.04,10739774,75.15,72.77,74.3722,101116,2022-07-07 04:00:00
966,73.12,73.43,11734548,74.76,71.83,73.3907,106973,2022-07-08 04:00:00
967,72.66,70.47,10775733,73.28,70.0698,70.833,106802,2022-07-11 04:00:00
968,70.46,71.43,12244873,72.51,70.46,71.5683,105815,2022-07-12 04:00:00
969,69.22,71.36,12037030,72.07,68.51,70.9366,118527,2022-07-13 04:00:00
970,70.52,69.55,9822455,70.85,68.71,69.5462,114212,2022-07-14 04:00:00
971,70.53,73.91,14155264,74,70.25,72.9165,130508,2022-07-15 04:00:00
972,75.118,74.13,14034655,76.56,73.61,75.0309,124685,2022-07-18 04:00:00
973,75.46,77.74,11531787,77.9,74.32,76.8785,109383,2022-07-19 04:00:00
974,76.88,80.24,13929305,80.31,76.85,79.2548,133955,2022-07-20 04:00:00
975,79.79,82.75,17891449,84.13,79.72,82.1925,177122,2022-07-21 04:00:00
976,82.65,81.05,12379714,84.51,80.35,81.5833,124140,2022-07-22 04:00:00
977,80.85,81.65,11218978,82.28,79.04,81.3618,107292,2022-07-25 04:00:00
978,80.0304,77.04,13230434,80.22,76.71,77.5759,136514,2022-07-26 04:00:00
979,83.1,86.42,30542903,87.02,81.36,84.9365,279532,2022-07-27 04:00:00
980,85.54,85.86,12476467,86.5,83.35,85.2366,143454,2022-07-28 04:00:00
981,86.52,86.53,12115703,87.62,84.82,86.3988,123404,2022-07-29 04:00:00
982,87.05,88.565,11710239,89.21,85.2701,88.1403,140589,2022-08-01 04:00:00
983,87.11,89.63,19673924,90.67,86.91,91.6323,221308,2022-08-02 04:00:00
984,101.14,97.92,53766791,101.9465,97.27,99.2789,449421,2022-08-03 04:00:00
985,97.9,96.98,20145868,98.41,94.47,96.7696,210584,2022-08-04 04:00:00
986,95.24,95.32,12281468,96.99,94.41,95.5364,147405,2022-08-05 04:00:00
987,96.35,96.26,19557490,98.94,95.32,96.902,163784,2022-08-08 04:00:00
988,95.45,94.48,12357235,95.78,93.61,94.4762,137566,2022-08-09 04:00:00
989,98.09,98.91,17077237,99,96.36,98.0282,188430,2022-08-10 04:00:00
990,101.12,99.11,16441158,101.95,98.55,99.9824,174444,2022-08-11 04:00:00
991,100.548,101.1,12320895,101.78,100.01,100.8856,125109,2022-08-12 04:00:00
992,100.72,101.51,9805639,102.22,100.47,101.4575,119337,2022-08-15 04:00:00
993,102.57,102.08,14123794,103.03,100.16,101.8883,147658,2022-08-16 04:00:00
994,100.05,99.42,10651075,101,99.02,99.8571,140794,2022-08-17 04:00:00
995,98.752,99.86,11044504,100.63,97.16,99.169,124726,2022-08-18 04:00:00
996,97.89,96.56,11274736,98.43,95.9,96.8107,141490,2022-08-19 04:00:00
997,94.05,93.58,12384440,95.295,93.13,93.7213,133289,2022-08-22 04:00:00
998,93.03,93.2,11397486,95.29,92.38,93.551,108035,2022-08-23 04:00:00
999,93.12,93.76,8957716,95.77,93.02,94.3412,101684,2022-08-24 04:00:00
1000,94.14,96.72,8169067,96.76,93.95,95.7217,100520,2022-08-25 04:00:00
1001,96.895,92.7,12286548,97.455,92.63,93.8334,137070,2022-08-26 04:00:00
1002,91.025,92.66,11062920,93.97,90.95,92.7752,105341,2022-08-29 04:00:00
1003,93.28,91.8,8773014,94.52,90.75,92.0017,107596,2022-08-30 04:00:00
1004,95.435,93.44,14585798,96.3799,93.23,94.4258,162616,2022-08-31 04:00:00
1005,92.252,92.66,10452119,92.86,89.7937,91.4211,144300,2022-09-01 04:00:00
1006,93.71,91.13,8673540,94.07,90.61,92.0061,120641,2022-09-02 04:00:00
1007,91.16,91.615,9198934,92.2073,89.811,91.3912,119715,2022-09-06 04:00:00
1008,91.88,94.97,9529736,95.555,91.76,93.9809,110990,2022-09-07 04:00:00
1009,93.6,96.17,10113263,96.377,93.37,95.5534,117302,2022-09-08 04:00:00
1010,96.2,96.23,12029623,97.27,95.66,96.3799,142988,2022-09-09 04:00:00
1011,97.28,97.65,11236255,99.3,96.85,97.7964,120399,2022-09-12 04:00:00
1012,94.19,95.01,14972920,97.36,93.8,95.5552,165053,2022-09-13 04:00:00
1013,96.76,97.66,15117188,97.845,95.53,96.8147,167550,2022-09-14 04:00:00
1014,95.1,96.4,15043052,98.98,95.02,97.0808,158359,2022-09-15 04:00:00
1015,94.9,94,17490493,94.95,91.85,93.5597,157393,2022-09-16 04:00:00
1016,93,95.03,10960463,95.145,92.63,94.1654,107408,2022-09-19 04:00:00
1017,92.13,91.63,15905803,93.51,90.395,91.7168,149189,2022-09-20 04:00:00
1018,93.07,91.18,14457878,95.64,91.13,92.8096,165193,2022-09-21 04:00:00
1019,90.855,87.66,12996947,91.5,87.1,88.244,163904,2022-09-22 04:00:00
1020,86.92,86.97,12175885,87.63,85.68,86.5907,148879,2022-09-23 04:00:00
1021,87.065,84.26,16936399,89.08,84.13,85.6053,172643,2022-09-26 04:00:00
1022,85.35,85.75,11627600,87.695,84.58,85.9468,142572,2022-09-27 04:00:00
1023,85.83,91.12,14925948,91.65,85.56,89.1892,151196,2022-09-28 04:00:00
1024,89.67,88.7,10772526,90.5599,87.71,88.9339,130885,2022-09-29 04:00:00
1025,87.95,86.07,10641930,89.52,85.98,87.3312,121637,2022-09-30 04:00:00
1026,87.53,87.18,10416299,88.06,85.445,86.8874,123475,2022-10-03 04:00:00
1027,89.55,92.79,11227829,93,89.5,91.9713,138240,2022-10-04 04:00:00
1028,91.02,93.83,9803544,94.61,90.99,92.9626,108663,2022-10-05 04:00:00
1029,93.22,94.42,8652282,95.57,93.22,94.5716,111968,2022-10-06 04:00:00
1030,92.18,90.17,9229569,92.82,89.685,90.8149,115461,2022-10-07 04:00:00
1031,87.38,84.52,20930470,87.85,84.235,85.2598,210116,2022-10-10 04:00:00
1032,84.09,83.09,16097553,84.82,79.82,82.768,173742,2022-10-11 04:00:00
1033,83.54,83.81,11069268,85.17,82.32,84.0048,114732,2022-10-12 04:00:00
1034,79.352,84.04,15397915,84.785,79.3501,83.0474,165464,2022-10-13 04:00:00
1035,84.26,80.47,11764565,85.52,80.29,81.5826,136726,2022-10-14 04:00:00
1036,82.705,84.66,19583270,84.83,82.63,84.0455,154456,2022-10-17 04:00:00
1037,87.418,85.29,9921587,87.75,84.615,85.8832,109216,2022-10-18 04:00:00
1038,84.36,84.47,8590109,85.76,83.3072,84.4596,88647,2022-10-19 04:00:00
1039,84.68,84.78,10581861,87.6,84,85.7242,110156,2022-10-20 04:00:00
1040,83.624,83.94,14423801,85.13,82.35,83.6663,138745,2022-10-21 04:00:00
1041,84.55,83.32,13298956,84.6,80.86,82.8394,136842,2022-10-24 04:00:00
1042,86.17,89.24,18001395,89.68,85.96,88.4061,192808,2022-10-25 04:00:00
1043,88.1,88.55,12109437,91.34,87.92,89.6061,132997,2022-10-26 04:00:00
1044,88.55,87.35,10785787,89.71,87.1,88.1084,137358,2022-10-27 04:00:00
1045,86.09,86.25,16005726,87.4194,84.19,86.2254,173273,2022-10-28 04:00:00
1046,85.51,83.58,17709487,86.25,82.47,83.7657,166447,2022-10-31 04:00:00
1047,85,83.11,10269668,86.14,83.055,83.9173,127483,2022-11-01 04:00:00
1048,83.11,79.45,13037409,84.22,79.39,81.3934,150730,2022-11-02 04:00:00
1049,78.1501,76.55,26842895,78.72,75.29,74.9907,304467,2022-11-03 04:00:00
1050,75,75.18,41464864,75.31,71.168,73.4829,383378,2022-11-04 04:00:00
1051,76.53,77.66,18061466,78.18,76.12,77.3792,182302,2022-11-07 05:00:00
1052,78.15,81.13,19481300,83.23,78.05,81.1573,212125,2022-11-08 05:00:00
1053,80.02,78.68,14417308,80.25,78.09,78.9816,155319,2022-11-09 05:00:00
1054,84.11,86.8,20122066,86.9,83.11,85.5088,214721,2022-11-10 05:00:00
1055,86.52,91.03,19916726,92,86.46,90.1185,223533,2022-11-11 05:00:00
1056,90.16,89.51,10910626,91.37,88.92,90.1471,125954,2022-11-14 05:00:00
1057,92.49,89.86,14515675,92.62,89.28,90.8083,171053,2022-11-15 05:00:00
1058,89.62,87.04,17049823,89.71,85.48,87.1119,144122,2022-11-16 05:00:00
1059,84.615,85.64,11250077,87.34,83.51,85.5879,116103,2022-11-17 05:00:00
1060,86.86,84.92,9371737,87.28,84.43,85.176,105022,2022-11-18 05:00:00
1061,84.26,80.63,13839650,84.795,80.57,81.4056,144737,2022-11-21 05:00:00
1062,80.14,79.91,17402561,80.16,76.05,78.9176,179309,2022-11-22 05:00:00
1063,79.52,80.75,8851732,80.99,78.735,80.3401,96590,2022-11-23 05:00:00
1064,80.6,80.08,4634524,80.75,79.416,80.0805,53673,2022-11-25 05:00:00
1065,79.93,79.93,11287998,82.92,79.64,80.7019,126075,2022-11-28 05:00:00
1066,79.23,77.64,15491087,80.75,77.26,78.4174,162943,2022-11-29 05:00:00
1067,77.7,78.41,25747321,79.11,75.32,77.4359,222441,2022-11-30 05:00:00
1068,79.11,78.53,15188966,80.7455,78.14,78.7391,162478,2022-12-01 05:00:00
1069,76.82,74.66,24238438,77.06,74.52,75.2807,231398,2022-12-02 05:00:00
1070,74.01,73.62,18317164,75.49,72.825,73.9504,188476,2022-12-05 05:00:00
1071,73.38,72.23,14652966,73.84,71.35,72.1503,173125,2022-12-06 05:00:00
1072,71.68,74.42,24695638,75.34,71.01,73.8199,235601,2022-12-07 05:00:00
1073,75.09,74.22,13151074,75.86,73.79,74.7612,129756,2022-12-08 05:00:00
1074,73.95,73.57,11685646,74.59,73.34,73.9692,114914,2022-12-09 05:00:00
1075,73.135,73.8,13652848,74.065,72.8,73.4577,142316,2022-12-12 05:00:00
1076,77.04,73.7,20016816,77.81,73.1,74.6981,204822,2022-12-13 05:00:00
1077,73.7,72.63,18298756,74.335,71.59,73.1688,175586,2022-12-14 05:00:00
1078,71.29,69.77,17639938,71.66,69.44,70.0135,185935,2022-12-15 05:00:00
1079,69.4,69.26,25735164,70.86,68.45,69.2014,163811,2022-12-16 05:00:00
1080,69.06,68.95,15329986,69.6,67.75,68.8842,139360,2022-12-19 05:00:00
1081,68.385,68.76,9470903,70.13,68.13,68.9039,110307,2022-12-20 05:00:00
1082,68.81,69.21,13861596,70.19,68.07,69.332,124337,2022-12-21 05:00:00
1083,68.54,68.57,16488169,68.818,66.385,67.8465,152363,2022-12-22 05:00:00
1084,68.05,69.03,9990400,69.2499,67.71,68.5742,104354,2022-12-23 05:00:00
1085,68.96,68.33,10323752,69.24,67.68,68.5812,102657,2022-12-27 05:00:00
1086,68.12,67.55,8897589,69.47,67.2917,67.983,107892,2022-12-28 05:00:00
1087,68.39,70.56,13142958,70.74,68.22,70.1201,136607,2022-12-29 05:00:00
1088,69.48,71.22,10093158,71.26,69.06,70.5441,107822,2022-12-30 05:00:00
1089,73.69,74.58,27961016,75.26,73.38,74.4346,228205,2023-01-03 05:00:00
1090,76.11,77.69,19144650,78.48,75.43,77.5036,202778,2023-01-04 05:00:00
1091,77.3,76.27,9872463,77.32,75.65,76.4863,120707,2023-01-05 05:00:00
1092,76.77,76.48,14167910,77.06,73.95,76.0765,146755,2023-01-06 05:00:00
1093,77,77.08,12966060,78.765,76.53,77.5404,152371,2023-01-09 05:00:00
1094,76.9,77.92,10436048,78.02,76.5,77.5728,117882,2023-01-10 05:00:00
1095,78.67,78.54,10640362,79.19,77.82,78.5245,114911,2023-01-11 05:00:00
1096,79.01,79.78,9381907,80.3,77.1,79.2409,120572,2023-01-12 05:00:00
1097,78.525,79.48,8624660,79.809,78.03,79.14,98933,2023-01-13 05:00:00
1098,80.14,80.18,11261761,80.665,78.88,80.0223,108808,2023-01-17 05:00:00
1099,79.8,77.31,13601923,80.75,77.1213,78.099,139572,2023-01-18 05:00:00
1100,76.2605,76.75,10023405,77.42,75.96,76.6563,106992,2023-01-19 05:00:00
1101,77.012,79.09,12193167,79.1,75.9001,78.0704,118413,2023-01-20 05:00:00
1102,77.83,79.5,17407322,79.72,76.66,78.9161,175138,2023-01-23 05:00:00
1103,79.38,79.58,9491264,80.39,78.11,79.485,104433,2023-01-24 05:00:00
1104,78.56,79.1,9463413,79.55,77.3,78.5231,110016,2023-01-25 05:00:00
1105,80.08,80.81,10566025,80.9,78.556,79.9736,123675,2023-01-26 05:00:00
1106,80.56,81.83,10889093,82.5348,80.32,81.6632,116730,2023-01-27 05:00:00
1107,80.87,79.64,10301044,81.3598,79.535,80.2725,120838,2023-01-30 05:00:00
1108,79.7,81.49,15730265,82.47,79.61,81.164,132702,2023-01-31 05:00:00
1109,81.34,82.91,13221624,83.6,79.58,81.7654,141541,2023-02-01 05:00:00
1110,86.72,86.96,16906581,88.625,84.65,86.9295,203367,2023-02-02 05:00:00
1111,85.39,85.52,14786883,87.84,85.2,86.2155,170780,2023-02-03 05:00:00
1112,83.33,82.33,14175936,83.8,82.135,82.7484,166216,2023-02-06 05:00:00
1113,82.06,83.23,13520765,83.67,80.8226,82.3471,158879,2023-02-07 05:00:00
1114,82.35,79.72,13569313,82.61,79.62,80.505,150968,2023-02-08 05:00:00
1115,81.73,78.42,25473867,81.8,78.095,79.4083,247281,2023-02-09 05:00:00
1116,79.37,80.8,37521045,82.85,78.6,80.4835,382048,2023-02-10 05:00:00
1117,80.65,79.45,15898540,80.71,78.44,79.5754,160470,2023-02-13 05:00:00
1118,79,77.26,18794483,79.3727,76.3,77.4104,204744,2023-02-14 05:00:00
1119,76.53,77.91,14511551,78.79,76.05,77.77,160411,2023-02-15 05:00:00
1120,76.87,76.73,11461787,78.72,76.54,77.681,127066,2023-02-16 05:00:00
1121,76.2,74.66,15855721,76.33,73.59,74.5405,166889,2023-02-17 05:00:00
1122,73.71,75.24,14537401,75.57,73.682,75.0539,143680,2023-02-21 05:00:00
1123,75.36,75.48,9526680,76.28,74.885,75.4002,99285,2023-02-22 05:00:00
1124,75.89,75.19,9292018,76.28,73.6259,74.864,103676,2023-02-23 05:00:00
1125,73.5,73.55,12317666,74.03,72.98,73.5506,128616,2023-02-24 05:00:00
1126,74.32,73.77,8579281,74.565,73.46,73.8442,81395,2023-02-27 05:00:00
1127,73.53,73.6,8607417,74.34,73.13,73.7816,79809,2023-02-28 05:00:00
1128,73.63,73.82,7699553,74.22,73.25,73.7808,89543,2023-03-01 05:00:00
1129,72.624,74.1,7736316,74.3699,72.6,73.5232,94532,2023-03-02 05:00:00
1130,74.16,76.29,10040042,76.32,74.09,75.5865,110060,2023-03-03 05:00:00
1131,76.94,76.78,9563057,77.76,76.36,76.91,101030,2023-03-06 05:00:00
1132,76.54,74.91,9680412,77.38,74.79,75.4738,110417,2023-03-07 05:00:00
1133,75.16,75.84,9467869,76.2,74.35,75.504,98059,2023-03-08 05:00:00
1134,76.96,75.93,17398175,79.2651,75.725,77.4966,196834,2023-03-09 05:00:00
1135,75.94,73.43,13123835,75.94,73.1,74.0751,150331,2023-03-10 05:00:00
1136,72.622,72.61,14049002,73.97,71.0856,72.9287,169004,2023-03-13 04:00:00
1137,74.075,73.24,12376519,74.67,72.675,73.4723,118171,2023-03-14 04:00:00
1138,72.11,73.91,10548734,73.94,71.77,72.9613,132360,2023-03-15 04:00:00
1139,73.435,74.35,11652235,74.505,72.52,73.9957,130335,2023-03-16 04:00:00
1140,73.95,72.99,27210436,75.065,72.4783,73.1673,137781,2023-03-17 04:00:00
1141,73,73.21,16888461,74.14,72.02,73.0089,139075,2023-03-20 04:00:00
1142,74.14,76.72,12327575,76.84,74.07,75.8154,129880,2023-03-21 04:00:00
1143,76.86,74.34,11624454,77.115,74.24,75.5654,130061,2023-03-22 04:00:00
1144,72.95,72.56,18567643,74.51,71.71,72.9063,212013,2023-03-23 04:00:00
1145,71.92,73.88,9181929,73.9,71.53,73.0784,109540,2023-03-24 04:00:00
1146,74.815,73.3,11908872,75.17,73.18,73.742,129705,2023-03-27 04:00:00
1147,73.1,72.7,9252414,73.59,71.86,72.5818,102934,2023-03-28 04:00:00
1148,73.21,74.18,8746697,74.3,73,73.9207,90375,2023-03-29 04:00:00
1149,74.93,74.39,8429763,75.18,73.9001,74.4186,75142,2023-03-30 04:00:00
1150,74.51,75.94,8378585,76.03,74.12,75.3399,92494,2023-03-31 04:00:00
1151,75.625,75.29,8911724,75.92,74.705,75.2124,94670,2023-04-03 04:00:00
