SAM,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
137,285.88,286.51,85845,290.64,285.88,287.7572,2786,2019-03-25 04:00:00
138,287.33,292.57,115240,294.6814,284.89,291.1556,2536,2019-03-26 04:00:00
139,291.43,290.92,96763,293.03,283.62,289.4308,2084,2019-03-27 04:00:00
140,292.59,290.95,70667,293.59,287.085,290.8758,1341,2019-03-28 04:00:00
141,292.79,294.73,108673,298,290.6465,294.7528,2055,2019-03-29 04:00:00
142,296,290.03,97369,296,288.45,290.7562,2200,2019-04-01 04:00:00
143,290.13,285.61,181513,291.89,284.47,286.7216,3172,2019-04-02 04:00:00
144,284.7,279.7,163665,289.3,277.68,280.9612,3443,2019-04-03 04:00:00
145,280.47,284,138985,286.62,280.3415,283.2602,2783,2019-04-04 04:00:00
146,270.5,268.33,455690,274.49,260.63,266.8511,6240,2019-04-05 04:00:00
147,268.1,267.81,189384,268.1,261.5,265.3927,3045,2019-04-08 04:00:00
148,266.67,269.34,112367,270.34,266,268.6705,2057,2019-04-09 04:00:00
149,269.39,268.05,119117,274.03,267.83,270.0993,1820,2019-04-10 04:00:00
150,268.19,266.59,161121,271.0709,263.98,265.9615,2471,2019-04-11 04:00:00
151,267.77,261.27,139203,268.88,260.19,262.478,2600,2019-04-12 04:00:00
152,261,264.21,195106,264.65,258.34,262.0156,2746,2019-04-15 04:00:00
153,264.94,268.4,179871,270.56,264.26,268.057,2690,2019-04-16 04:00:00
154,268.6,265.82,170407,270.11,264.99,266.8973,2167,2019-04-17 04:00:00
155,265.82,266.97,132250,270.26,263.36,267.3504,2300,2019-04-18 04:00:00
156,266.08,271.34,175074,273.52,265.9,271.0929,3330,2019-04-22 04:00:00
157,270.31,277.73,239066,281.055,270.31,277.279,3477,2019-04-23 04:00:00
158,280.12,276.43,260433,286.6,276.1,279.1168,3963,2019-04-24 04:00:00
159,300,300,430627,304.68,284.34,297.8179,7342,2019-04-25 04:00:00
160,300.09,304.56,163721,305.81,297.36,303.1634,2953,2019-04-26 04:00:00
161,304.6,304.09,174580,308.03,302.14,304.248,4192,2019-04-29 04:00:00
162,303.46,310.01,143947,310.37,302.55,307.9283,2608,2019-04-30 04:00:00
163,309.82,304.75,171032,310,301.58,305.6698,3475,2019-05-01 04:00:00
164,303.55,317.87,211284,318.1,302.49,313.2113,4318,2019-05-02 04:00:00
165,319.85,328.86,289384,338.7,319.85,332.0655,6233,2019-05-03 04:00:00
166,324.99,328.36,236347,337.58,324.6416,329.8259,4913,2019-05-06 04:00:00
167,328,327.9,151357,328,320.22,325.5861,3127,2019-05-07 04:00:00
168,327.28,334.99,190565,337.76,323.4,332.8045,3652,2019-05-08 04:00:00
169,332.535,332.94,174578,337.68,328.09,333.2724,3661,2019-05-09 04:00:00
170,337,347.83,259659,350.6,337,343.5976,4277,2019-05-10 04:00:00
171,342.87,344.38,375502,347.77,340.9855,344.9282,4703,2019-05-13 04:00:00
172,344.87,347.76,185469,350,342.3321,346.9621,4255,2019-05-14 04:00:00
173,345.1,343.86,160257,353.02,341.51,347.2353,3635,2019-05-15 04:00:00
174,344.56,343.56,217171,348.2627,340.85,343.863,4342,2019-05-16 04:00:00
175,341.12,341.69,124383,345.99,340.3397,342.6601,3206,2019-05-17 04:00:00
176,340.23,347.6,135124,349.99,340,346.9973,3508,2019-05-20 04:00:00
177,349.4,346.56,92440,349.4,341.48,345.6485,2687,2019-05-21 04:00:00
178,345.63,342.61,129877,346.87,341.31,343.3712,2553,2019-05-22 04:00:00
179,340.88,336.94,154332,345.5,335.36,338.0619,3055,2019-05-23 04:00:00
180,338.02,335.43,92642,338.02,330.23,334.5288,2368,2019-05-24 04:00:00
181,335.6,335.8,120823,338.595,331.72,335.8669,2483,2019-05-28 04:00:00
182,333.65,320.53,108305,333.65,318.41,323.501,2761,2019-05-29 04:00:00
183,321.06,317.73,110277,322.7,312.54,317.2477,3033,2019-05-30 04:00:00
184,314.35,314.3,134675,317.74,310.73,314.2593,3218,2019-05-31 04:00:00
185,313.94,315.65,113841,315.82,306,312.1275,3717,2019-06-03 04:00:00
186,316.1,305.76,184060,317.07,303.56,308.2549,3704,2019-06-04 04:00:00
187,306.86,309.88,120809,312.71,305.7,309.3463,3757,2019-06-05 04:00:00
188,309.92,319.69,137346,321.28,307.8,316.4142,3255,2019-06-06 04:00:00
189,322,320.4,82526,328.13,319.94,322.2039,2542,2019-06-07 04:00:00
190,319.84,317.96,82936,322.38,313.95,318.7055,2722,2019-06-10 04:00:00
191,319.39,333.56,256428,335.9377,317.48,329.8578,5967,2019-06-11 04:00:00
192,335.12,338.21,97403,339.79,334.72,337.6277,2596,2019-06-12 04:00:00
193,339.16,341.85,85860,342.4,337.3,339.9753,2632,2019-06-13 04:00:00
194,340.14,339.01,74147,345,332.75,339.1281,2589,2019-06-14 04:00:00
195,338.11,337.56,91905,340.205,331.97,336.3039,2911,2019-06-17 04:00:00
196,338.78,338.39,274468,344.71,336.59,338.8972,2479,2019-06-18 04:00:00
197,338.6,338.34,121706,343.86,332.71,337.7527,2555,2019-06-19 04:00:00
198,340.41,342.75,108970,347.49,337.16,342.2814,2385,2019-06-20 04:00:00
199,340.98,346.34,131452,346.81,338.64,344.5225,2282,2019-06-21 04:00:00
200,344.41,349.25,184749,353.645,344.41,349.2799,4223,2019-06-24 04:00:00
201,350.68,361.19,322089,366.53,350.68,361.3401,5886,2019-06-25 04:00:00
202,362,358.27,156320,366.75,356.02,359.5885,3232,2019-06-26 04:00:00
203,358.37,365.53,111827,365.95,358.37,362.9531,2687,2019-06-27 04:00:00
204,369.08,377.76,258790,379.35,368.5,376.4028,4860,2019-06-28 04:00:00
205,380.9,380.3,200580,386.485,375.7,381.2433,3597,2019-07-01 04:00:00
206,380.76,379.63,119151,384.53,373.82,378.292,3251,2019-07-02 04:00:00
207,382.34,383.38,93668,392.5,378.9861,385.9555,2013,2019-07-03 04:00:00
208,381.9,386.51,78107,388.6,381.27,385.5075,1663,2019-07-05 04:00:00
209,386.27,388.23,98616,390.1675,386.27,388.7551,2428,2019-07-08 04:00:00
210,387.56,381.94,242797,389.97,380.1,382.6578,2896,2019-07-09 04:00:00
211,381.05,384.73,178372,389.905,381.05,385.4173,4854,2019-07-10 04:00:00
212,387.61,382.91,148494,388.82,381.87,384.4172,3745,2019-07-11 04:00:00
213,389.5,396.83,201931,400.1,383.78,394.1658,3689,2019-07-12 04:00:00
214,400.17,386.92,148140,401.05,385.145,390.1266,3936,2019-07-15 04:00:00
215,386.48,391.03,151067,395.15,385,389.7866,4183,2019-07-16 04:00:00
216,391.39,390.47,122442,395.5,390.02,392.579,3165,2019-07-17 04:00:00
217,390.75,389.44,108930,394.72,389.01,391.0212,2436,2019-07-18 04:00:00
218,390.05,387.58,110959,395.52,387.23,390.7127,2356,2019-07-19 04:00:00
219,389.28,393.85,187992,398.05,383.44,392.179,4900,2019-07-22 04:00:00
220,394.7,385.8,164513,398.77,382.96,388.7783,3888,2019-07-23 04:00:00
221,385.53,385.64,141788,392.175,379.53,385.795,3191,2019-07-24 04:00:00
222,385.71,386.36,159839,392.45,380.02,387.3267,2909,2019-07-25 04:00:00
223,391.77,398.5,544962,403.01,390,398.8489,7059,2019-07-26 04:00:00
224,398.5,391.11,346691,400.815,385.02,389.507,5949,2019-07-29 04:00:00
225,389.34,386.69,215246,394.395,380.62,387.2102,3242,2019-07-30 04:00:00
226,387.46,392.32,207760,398.23,384.3422,391.8269,4022,2019-07-31 04:00:00
227,391,383.04,201730,397.94,382.55,386.8571,3352,2019-08-01 04:00:00
228,383.04,383.79,202653,391.93,382.375,384.7751,3611,2019-08-02 04:00:00
229,380.5,373.23,241953,388.21,372.5,377.0596,4279,2019-08-05 04:00:00
230,376.05,389.06,161810,390.18,375.28,385.6814,2412,2019-08-06 04:00:00
231,391.9,394.51,211470,399.025,387.035,394.4743,4018,2019-08-07 04:00:00
232,398.73,406.88,176665,407.16,388.48,401.246,3360,2019-08-08 04:00:00
233,406.75,402.96,239019,411.59,401.725,404.45,3851,2019-08-09 04:00:00
234,400.23,400.88,157210,403.09,392.56,399.6875,2999,2019-08-12 04:00:00
235,401.97,409.7,155400,411.42,400.32,407.1631,3040,2019-08-13 04:00:00
236,405.21,397.81,243062,409.033,396.545,401.5833,3933,2019-08-14 04:00:00
237,401.71,408.55,177968,410,396.2,404.6428,3345,2019-08-15 04:00:00
238,411.59,421.96,141070,423.905,411.21,419.1662,3180,2019-08-16 04:00:00
239,422.7,422.71,192055,431.3,417.32,422.7596,4070,2019-08-19 04:00:00
240,421.97,431.98,185732,436.15,418.26,431.0985,4642,2019-08-20 04:00:00
241,435.01,439.6,140984,440.48,431.87,436.6106,3816,2019-08-21 04:00:00
242,440.37,437.44,138124,442.5,434.78,438.7896,3490,2019-08-22 04:00:00
243,435.9,429.41,140030,437.4495,426.13,430.168,3740,2019-08-23 04:00:00
244,430.29,435.01,204235,435.99,426.83,433.9739,3078,2019-08-26 04:00:00
245,437.82,441.26,184532,444.645,432.14,439.4701,4240,2019-08-27 04:00:00
246,438.87,438.05,179926,439.215,431.61,436.4115,3434,2019-08-28 04:00:00
247,441.19,436.32,159457,443.25,433.68,436.9153,3777,2019-08-29 04:00:00
248,437.48,438.42,228450,439.28,432.49,436.9054,4241,2019-08-30 04:00:00
249,424.74,411.1,475314,424.94,401.49,410.4572,10481,2019-09-03 04:00:00
250,413.17,405.78,187278,418.58,403.23,408.8221,4835,2019-09-04 04:00:00
251,405.7,410.3,225106,411.65,398.685,406.1823,4791,2019-09-05 04:00:00
252,410.55,403.56,194293,419.46,402.025,408.2509,4692,2019-09-06 04:00:00
253,403.2,399.88,156668,405.8,393.62,399.0693,3513,2019-09-09 04:00:00
254,397.11,379,369612,397.575,378.85,382.2945,6974,2019-09-10 04:00:00
255,377.65,390.48,227522,392.83,376.41,387.6291,5255,2019-09-11 04:00:00
256,391.25,392.54,202554,397.87,382.16,391.4487,4828,2019-09-12 04:00:00
257,390.35,389.36,209312,391.5273,382.025,387.2764,4669,2019-09-13 04:00:00
258,390,388.07,188130,392.07,384.22,389.0174,4759,2019-09-16 04:00:00
259,385.9,352,556187,385.9,348.7615,359.1915,9904,2019-09-17 04:00:00
260,352.03,358.05,303321,362.9787,347.86,355.8429,5765,2019-09-18 04:00:00
261,355.7,351.47,226748,360.99,348.3,352.4164,5170,2019-09-19 04:00:00
262,352.2,345.48,322733,356,344.86,349.5098,5846,2019-09-20 04:00:00
263,350.48,355.05,262660,360.18,349.64,356.0531,6313,2019-09-23 04:00:00
264,355.25,340.02,177060,355.68,336.06,342.8321,3869,2019-09-24 04:00:00
265,341,349,211357,349.5,339.3,346.8184,4614,2019-09-25 04:00:00
266,361,363.93,232299,367.2,357.89,363.0825,5418,2019-09-26 04:00:00
267,365.54,352.18,170067,365.54,348.76,353.2891,3892,2019-09-27 04:00:00
268,353.51,364.08,232063,366.31,352.19,362.5779,4021,2019-09-30 04:00:00
269,362.69,370.03,183560,373.36,359.63,368.0197,4154,2019-10-01 04:00:00
270,369.27,368.36,162787,371.08,362.01,368.5954,4102,2019-10-02 04:00:00
271,366,371.11,148607,372.89,361.875,368.6185,3037,2019-10-03 04:00:00
272,375,385.84,171579,386.97,373,380.9004,3998,2019-10-04 04:00:00
273,383.9,374.89,142588,385.66,373.42,377.8379,3579,2019-10-07 04:00:00
274,372.6,371.51,124273,377.48,366.74,371.3026,3003,2019-10-08 04:00:00
275,375.15,382.38,98038,384.935,375,380.8125,2691,2019-10-09 04:00:00
276,381.14,382.13,65992,384.95,378.59,381.7775,1792,2019-10-10 04:00:00
277,400,397.03,237233,405,391.94,399.4763,4850,2019-10-11 04:00:00
278,396.89,390.16,174394,400.865,389.09,392.0885,4615,2019-10-14 04:00:00
279,390.79,387.73,205221,393.5103,386.56,389.8192,4547,2019-10-15 04:00:00
280,387.44,383.5,182118,388.1,379.15,384.471,3925,2019-10-16 04:00:00
281,395.94,402.34,253767,404.4,393.95,400.3628,4594,2019-10-17 04:00:00
282,400,393.56,172155,401.29,390.9,395.6401,3751,2019-10-18 04:00:00
283,394.56,396,203956,398.48,392.2,395.421,3453,2019-10-21 04:00:00
284,397.2,401.18,381461,402.53,392.2464,400.3363,5253,2019-10-22 04:00:00
285,398.27,373.39,219165,399.94,372.2148,381.72,4904,2019-10-23 04:00:00
286,375.36,381.25,131687,382.485,375.36,380.2711,2619,2019-10-24 04:00:00
287,376.25,375.56,207971,381.24,367.32,374.2621,3107,2019-10-25 04:00:00
288,376,375.05,201711,383.72,370.6,377.3815,4616,2019-10-28 04:00:00
289,374.64,373.48,228777,386.5,371.51,378.2135,5114,2019-10-29 04:00:00
290,380.33,371.47,524952,382.865,356,362.9828,7556,2019-10-30 04:00:00
291,370,374.46,192945,377.97,361.95,372.1185,3762,2019-10-31 04:00:00
292,375.78,384.01,157697,385.59,373.43,382.8925,4156,2019-11-01 04:00:00
293,384.92,352.97,324889,385.0035,352.56,358.742,6845,2019-11-04 05:00:00
294,354.32,348.49,224470,358.12,345.2596,349.5422,4926,2019-11-05 05:00:00
295,349.13,356.99,154932,360.48,348.4,356.3955,3615,2019-11-06 05:00:00
296,358.17,356.02,125577,360.7,352.48,357.0378,2987,2019-11-07 05:00:00
297,354.25,361.97,115684,365.335,354.25,361.366,3226,2019-11-08 05:00:00
298,360.39,358.05,132048,360.39,352.575,355.9406,3808,2019-11-11 05:00:00
299,357.86,370.1,120634,371,357.2575,366.543,3157,2019-11-12 05:00:00
300,369.68,366.66,94324,371.08,363.57,368.1968,2608,2019-11-13 05:00:00
301,366.98,362.92,69364,369.2,360.58,363.3867,2111,2019-11-14 05:00:00
302,364.33,366.38,95698,367.15,360.23,365.0004,2927,2019-11-15 05:00:00
303,365.86,367.34,65847,371.92,365.2,368.0437,2081,2019-11-18 05:00:00
304,368.74,377.46,72501,377.78,368.1,375.0177,2144,2019-11-19 05:00:00
305,374.52,381.4,96350,384.705,374.0801,381.0668,2372,2019-11-20 05:00:00
306,381.3,384.73,82929,385.91,373.18,380.7805,2010,2019-11-21 05:00:00
307,385.35,378.39,67615,385.35,375.71,378.4843,1697,2019-11-22 05:00:00
308,378.45,381.79,141861,386.935,378.34,382.7881,2400,2019-11-25 05:00:00
309,381.79,389.14,77282,389.75,381.65,386.7077,1814,2019-11-26 05:00:00
310,390.39,390.61,70033,391.822,387,389.1393,2976,2019-11-27 05:00:00
311,389.61,384.32,55359,390.3146,382.18,385.9646,1049,2019-11-29 05:00:00
312,386.78,373.12,138141,386.78,371.3,375.3045,3546,2019-12-02 05:00:00
313,378.12,383.91,192456,386.975,374.28,380.8616,4460,2019-12-03 05:00:00
314,385,389.23,87896,389.59,383.535,387.5008,2505,2019-12-04 05:00:00
315,389.7,382.82,80994,389.7,376.8,381.3265,2323,2019-12-05 05:00:00
316,382.79,381.06,84366,387.1,378.92,381.7483,2151,2019-12-06 05:00:00
317,378.74,377.53,108191,382.0825,376.96,378.8418,2084,2019-12-09 05:00:00
318,375.79,371.96,108072,377.6489,371.12,373.3053,2373,2019-12-10 05:00:00
319,372.39,376.91,96364,377.28,369,373.7742,2538,2019-12-11 05:00:00
320,374.79,367.69,79808,377.45,366.27,370.2511,2448,2019-12-12 05:00:00
321,368.02,370,85380,370.98,365.33,369.0016,1723,2019-12-13 05:00:00
322,371.5,375.83,94868,378.46,370.01,374.5574,2306,2019-12-16 05:00:00
323,375.98,370.87,112929,376.76,370.16,373.1017,3026,2019-12-17 05:00:00
324,373.54,365.98,113323,374.0193,364.65,366.7875,2416,2019-12-18 05:00:00
325,366.01,367.42,88329,367.92,362.25,365.8081,2541,2019-12-19 05:00:00
326,367,377.69,210480,378.18,365.29,372.1778,3122,2019-12-20 05:00:00
327,378.55,372.91,107928,378.55,370.52,373.0008,2155,2019-12-23 05:00:00
328,373.8,377.51,33394,378.76,373.195,376.9819,896,2019-12-24 05:00:00
329,378,383.86,95517,384.675,378,381.3008,2109,2019-12-26 05:00:00
330,385.26,378.75,64646,385.26,377.86,379.636,1852,2019-12-27 05:00:00
331,378.59,379.59,94731,381.965,374.085,378.7594,2400,2019-12-30 05:00:00
332,378.74,377.85,72335,380.68,375.3,378.1449,2454,2019-12-31 05:00:00
333,379.53,371.12,123090,379.67,366.55,370.5313,3072,2020-01-02 05:00:00
334,366.12,367.7,123850,369.81,363.37,366.6993,2502,2020-01-03 05:00:00
335,365.57,371.57,88635,376.08,365.57,372.4232,2437,2020-01-06 05:00:00
336,369.58,373.88,179260,376.53,369.075,373.8568,3085,2020-01-07 05:00:00
337,373.5,373.38,125933,379.39,371.725,375.0873,2491,2020-01-08 05:00:00
338,373.57,369.48,105240,375.95,369,370.9146,2370,2020-01-09 05:00:00
339,369.83,367.95,112603,370.18,364.67,367.6909,2804,2020-01-10 05:00:00
340,367.96,364.01,109874,367.96,360.6,363.7809,2207,2020-01-13 05:00:00
341,363.76,361.71,140930,364.05,356.46,360.8683,3250,2020-01-14 05:00:00
342,363.44,376.4,177856,376.76,362.08,372.5582,3091,2020-01-15 05:00:00
343,378.12,385.8,177223,389.315,376.31,385.3952,3588,2020-01-16 05:00:00
344,388.9,386.6,97671,388.92,383.01,386.3196,2379,2020-01-17 05:00:00
345,383.44,390.92,115341,391.51,382.09,386.341,2284,2020-01-21 05:00:00
346,392,398.19,187179,400,391.56,398.0442,2674,2020-01-22 05:00:00
347,396.09,393.33,166455,400,392.68,395.3126,2378,2020-01-23 05:00:00
348,395.35,381.67,97195,397.34,380.22,385.6113,2329,2020-01-24 05:00:00
349,377,377.28,82503,382.8,376.09,379.1088,2411,2020-01-27 05:00:00
350,378.65,382,59499,386.63,378.65,383.3127,1966,2020-01-28 05:00:00
351,381.61,373.25,78881,382.67,369.595,374.4793,2324,2020-01-29 05:00:00
352,373.25,362.43,122964,377.8809,359.02,363.6428,3143,2020-01-30 05:00:00
353,361.48,356.38,104903,364,354.43,357.7188,2543,2020-01-31 05:00:00
354,358.81,349.7,177686,361.36,348.644,352.5286,3196,2020-02-03 05:00:00
355,353.65,376.17,183735,377.11,351.95,370.6967,4598,2020-02-04 05:00:00
356,378.5,371.25,97730,380,368.75,372.0527,2853,2020-02-05 05:00:00
357,373.5,366.96,87014,376.16,365.97,369.2476,2105,2020-02-06 05:00:00
358,365.61,363.52,213754,368.78,353.69,362.1111,2710,2020-02-07 05:00:00
359,362.75,373.86,87213,375.24,362.75,370.5998,2027,2020-02-10 05:00:00
360,386.13,399.69,213321,401.92,385,397.4131,3832,2020-02-11 05:00:00
361,402.44,409.5,248813,418.56,401.25,412.8082,5109,2020-02-12 05:00:00
362,408.91,410.3,124710,414.68,401.01,410.2308,2787,2020-02-13 05:00:00
363,411.64,408.91,111783,414.2,407.84,410.8393,3250,2020-02-14 05:00:00
364,411.8,425.98,239296,431.01,409.15,421.7335,6003,2020-02-18 05:00:00
365,427.69,429,299122,433.62,413.33,424.7201,5875,2020-02-19 05:00:00
366,404.3,396.29,607263,416,389.01,400.0167,10453,2020-02-20 05:00:00
367,396.8,396.64,282687,400.74,390,395.7143,4328,2020-02-21 05:00:00
368,383.55,405.1,225063,408.33,376.73,397.8252,5364,2020-02-24 05:00:00
369,408,395.54,255830,408,392.7238,397.8367,4430,2020-02-25 05:00:00
370,393.4,397.76,130091,398.88,391.65,395.9038,3562,2020-02-26 05:00:00
371,389.74,386.47,175626,400.73,385.66,391.7266,4778,2020-02-27 05:00:00
372,375.63,370.79,256339,378.31,360.6333,369.1091,4900,2020-02-28 05:00:00
373,368.34,363.8,179044,373.485,355.04,363.3408,3984,2020-03-02 05:00:00
374,363.73,371.59,294132,379.66,361.88,371.5759,4306,2020-03-03 05:00:00
375,375.52,385.01,155118,385.4,368.5,377.9746,3582,2020-03-04 05:00:00
376,378.02,393.91,200688,402.2,373.66,392.3082,4700,2020-03-05 05:00:00
377,388.91,384.93,163109,394.8,375.25,383.7789,3788,2020-03-06 05:00:00
378,371.51,347.21,207914,371.51,345.9706,355.1263,4477,2020-03-09 04:00:00
379,351.88,366.91,175291,367.14,346.56,360.0363,3381,2020-03-10 04:00:00
380,358.17,341.11,138549,359.8223,335.37,346.4759,3376,2020-03-11 04:00:00
381,315.77,312.67,215952,326.24,298.35,312.6191,4668,2020-03-12 04:00:00
382,325.07,354.95,252752,356.94,300.03,321.2454,3661,2020-03-13 04:00:00
383,319,306.3,266146,324.97,290.02,305.0079,4836,2020-03-16 04:00:00
384,314.12,347.84,207224,349.65,304.04,336.483,4879,2020-03-17 04:00:00
385,325.01,321.72,171090,349.99,312.61,328.8821,3736,2020-03-18 04:00:00
386,318.06,319.08,199562,341.73,310.98,321.6932,4911,2020-03-19 04:00:00
387,318.71,306.46,239802,324.17,300.415,312.6746,4372,2020-03-20 04:00:00
388,306.46,321.93,281594,327.92,296.73,314.0763,5193,2020-03-23 04:00:00
389,332.86,343.91,151689,348,330,339.2152,3257,2020-03-24 04:00:00
390,341.34,343.95,180184,356.74,325.185,341.5399,4156,2020-03-25 04:00:00
391,347.99,354.9,155358,357.98,343.55,351.8353,3049,2020-03-26 04:00:00
392,342.61,354.92,148174,373.19,338.57,360.206,5108,2020-03-27 04:00:00
393,355,364.34,100238,365,346.7,358.7528,2693,2020-03-30 04:00:00
394,361.51,367.56,156131,375.205,359.52,367.7746,3659,2020-03-31 04:00:00
395,356.4,364.39,169974,370.34,349.15,365.5735,4969,2020-04-01 04:00:00
396,358.56,363.83,129716,371.37,351.68,360.4433,3119,2020-04-02 04:00:00
397,362.62,357.44,79328,371.97,349.11,356.0961,2961,2020-04-03 04:00:00
398,368.46,362.54,105070,369.735,357.51,362.5704,3177,2020-04-06 04:00:00
399,369.5,366.32,97134,378.62,362.03,370.1322,2737,2020-04-07 04:00:00
400,371.63,397.12,148578,401.97,365.78,391.9508,3582,2020-04-08 04:00:00
401,398.09,396.64,117965,408.99,388.196,397.4077,3133,2020-04-09 04:00:00
402,389.23,386.34,100720,398.61,383.14,388.5155,2583,2020-04-13 04:00:00
403,393.04,414.55,107944,416.23,393.04,409.9109,3371,2020-04-14 04:00:00
404,406.14,419.15,137499,425,404.9,415.4527,4472,2020-04-15 04:00:00
405,418.25,413.81,135850,430.69,410.02,417.1824,4235,2020-04-16 04:00:00
406,420.97,403.8,142273,422,402.89,409.2554,3037,2020-04-17 04:00:00
407,405.16,413.62,120883,422.0999,400.66,415.5656,3307,2020-04-20 04:00:00
408,406.37,410.56,91104,422.83,405.9,413.5276,2949,2020-04-21 04:00:00
409,421.26,426.33,153129,431.52,410.4603,424.1021,4290,2020-04-22 04:00:00
410,400,434.78,383052,438,394.5,423.809,9381,2020-04-23 04:00:00
411,434.78,438.92,241878,439.42,428.44,434.5642,5313,2020-04-24 04:00:00
412,444,457.1,308981,464.42,436.7,455.3853,6911,2020-04-27 04:00:00
413,463.05,459.14,188626,467.39,454.34,459.5017,5425,2020-04-28 04:00:00
414,462.67,466.58,177150,474.945,457.29,467.0148,4818,2020-04-29 04:00:00
415,458,466.51,142624,471,458,466.7226,3983,2020-04-30 04:00:00
416,459.36,460.96,147569,469.95,456.68,461.6698,3741,2020-05-01 04:00:00
417,454.63,469.64,142309,469.81,452.45,461.8445,3826,2020-05-04 04:00:00
418,469.31,485.5,200373,487.9842,469.27,482.5276,5912,2020-05-05 04:00:00
419,487,486.74,160165,498.3047,483.65,490.0798,5364,2020-05-06 04:00:00
420,493.05,477.36,105045,493.6915,473.78,482.2728,3613,2020-05-07 04:00:00
421,485,482.22,150480,497.335,479.225,486.4953,4334,2020-05-08 04:00:00
422,481.8,481.13,182464,484.155,470.66,478.293,4477,2020-05-11 04:00:00
423,480.75,484.44,123297,497.85,480.75,489.3722,4391,2020-05-12 04:00:00
424,485.24,484.46,93788,486.22,479.25,482.9649,3209,2020-05-13 04:00:00
425,476.97,504,209465,505.5716,476.97,495.8395,6296,2020-05-14 04:00:00
426,502.45,499.95,129169,515.5615,498.15,504.4986,4182,2020-05-15 04:00:00
427,508.27,499.23,136155,523.55,493.66,502.3263,4580,2020-05-18 04:00:00
428,499.37,519.29,116090,526.87,499.37,517.1111,4385,2020-05-19 04:00:00
429,520.01,524.71,91569,529.87,520.01,526.0908,3400,2020-05-20 04:00:00
430,529.99,513.73,122359,533.59,510.1,515.7727,3519,2020-05-21 04:00:00
431,515.77,520.19,59214,520.42,513.21,517.5657,2329,2020-05-22 04:00:00
432,525,528.56,96586,537.605,518.99,529.9337,4109,2020-05-26 04:00:00
433,532.61,537.7,127651,539.08,505.02,522.9573,4151,2020-05-27 04:00:00
434,531.74,542.68,177650,547.99,528.525,541.1599,5545,2020-05-28 04:00:00
435,541.1,564.73,168409,566,540,554.9472,5692,2020-05-29 04:00:00
436,573.35,567.83,173587,587.845,565.3,575.6079,4968,2020-06-01 04:00:00
437,573.67,568.33,123523,581.5,560.09,570.2701,4743,2020-06-02 04:00:00
438,573,555.6,118213,574.9898,553.94,561.0949,4765,2020-06-03 04:00:00
439,551.2,528.07,181572,558.98,528.07,537.524,6185,2020-06-04 04:00:00
440,523.25,522.33,225697,532.45,517.45,523.6709,7148,2020-06-05 04:00:00
441,520.96,515.03,184076,520.96,505.405,513.4256,5943,2020-06-08 04:00:00
442,512.49,533.66,203083,538.415,510.195,529.6735,6243,2020-06-09 04:00:00
443,544.39,523.87,130303,544.39,521.01,529.3686,4604,2020-06-10 04:00:00
444,519,509.21,156157,531.47,508.38,517.337,5573,2020-06-11 04:00:00
445,516.72,515.01,117672,519.24,498.29,511.2033,5012,2020-06-12 04:00:00
446,512.62,552.55,196224,558.03,508,542.6998,6156,2020-06-15 04:00:00
447,563.6,541.97,129957,563.6,535.11,543.6623,4629,2020-06-16 04:00:00
448,540.55,536.78,117988,555.95,534.13,542.0229,3540,2020-06-17 04:00:00
449,537.21,533.9,101367,544.74,533.82,537.0716,3460,2020-06-18 04:00:00
450,539.12,533.82,251071,550.26,530.73,536.6283,3929,2020-06-19 04:00:00
451,531.36,535.93,118534,537.07,520.9,530.8548,4413,2020-06-22 04:00:00
452,540.99,535.85,119540,546.57,531.165,537.5062,5036,2020-06-23 04:00:00
453,529.35,530.47,116356,533.56,521.41,528.0344,4728,2020-06-24 04:00:00
454,526.11,533.26,120187,534.9,519.175,527.1072,4746,2020-06-25 04:00:00
455,536.27,563.83,1038182,570,534.7149,562.5923,7497,2020-06-26 04:00:00
456,561,547.63,107423,563.665,540.2439,548.3816,3785,2020-06-29 04:00:00
457,549.96,536.65,104461,552.96,534.32,540.1841,3595,2020-06-30 04:00:00
458,535.92,555.67,117617,557.89,534.625,548.9701,5486,2020-07-01 04:00:00
459,564.07,559.2,82448,568.93,550.47,556.8978,3740,2020-07-02 04:00:00
460,568,554.88,116911,568.43,551.17,557.4094,4331,2020-07-06 04:00:00
461,550.09,581.66,155241,584.17,550.09,576.6482,5502,2020-07-07 04:00:00
462,582.2,588.16,94705,588.56,578.02,584.2574,3237,2020-07-08 04:00:00
463,589.95,593.63,106939,597.8916,587.75,591.603,4213,2020-07-09 04:00:00
464,593,603.67,121433,603.96,586.28,595.7592,3598,2020-07-10 04:00:00
465,604.52,589.64,174915,607.9821,583.97,591.1201,5695,2020-07-13 04:00:00
466,589.89,622.93,239794,624.66,589.89,612.2548,5876,2020-07-14 04:00:00
467,629.19,641,244862,641.79,618.65,632.7329,6222,2020-07-15 04:00:00
468,641,630.78,112253,643.57,629.36,633.2288,3807,2020-07-16 04:00:00
469,630.73,643.58,94203,645.86,629.83,641.3392,3069,2020-07-17 04:00:00
470,650,650.79,171012,666.1991,641.81,652.2724,6367,2020-07-20 04:00:00
471,652.94,654.3,179327,658.7,648.785,652.8605,5472,2020-07-21 04:00:00
472,655,664.13,102957,665.73,652.1,660.7247,3063,2020-07-22 04:00:00
