XRPUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
123,0.85117,0.85895,14475377.1874512,0.86683,0.83738,0.8509,15148,2022-01-02
124,0.85832,0.83239,31727592.4479687,0.8587,0.8213,0.8398,23040,2022-01-03
125,0.83242,0.8228,46289575.0773889,0.84569,0.81488,0.831,27342,2022-01-04
126,0.82258,0.77279,62491919.4870247,0.837,0.70785,0.7962,40966,2022-01-05
127,0.77207,0.77923,51929961.2807276,0.79081,0.738,0.7611,35307,2022-01-06
128,0.77872,0.76329,63519403.0031893,0.78054,0.72847,0.7564,39730,2022-01-07
129,0.76362,0.74497,32798602.5948634,0.77686,0.72262,0.7541,25208,2022-01-08
130,0.74505,0.75248,19319960.1713519,0.76697,0.73827,0.7529,15935,2022-01-09
131,0.75251,0.74021,51519189.6686145,0.75925,0.69592,0.7336,35295,2022-01-10
132,0.74022,0.77019,39766357.4877775,0.7772,0.73039,0.7489,26908,2022-01-11
133,0.77084,0.79895,46179800.0813206,0.80794,0.75723,0.7813,29092,2022-01-12
134,0.7991,0.76814,35836992.6948882,0.80284,0.7609,0.7834,24718,2022-01-13
135,0.76841,0.77314,54594470.1499644,0.79076,0.75143,0.7702,28116,2022-01-14
136,0.77379,0.77899,14258285.8457522,0.79061,0.76801,0.7799,13725,2022-01-15
137,0.77898,0.77892,14641243.5811583,0.7848,0.76813,0.7777,12819,2022-01-16
138,0.77894,0.76225,33151687.9076464,0.78069,0.74966,0.764,19963,2022-01-17
139,0.76183,0.75131,31518383.9168768,0.76882,0.73579,0.7493,18980,2022-01-18
140,0.75113,0.73794,34797733.1538716,0.7537,0.72344,0.7398,18828,2022-01-19
141,0.73801,0.72051,31638346.515269,0.76291,0.71591,0.7427,19398,2022-01-20
142,0.71969,0.63757,105773189.729167,0.72898,0.61217,0.6693,56008,2022-01-21
143,0.63707,0.59761,95431479.8462795,0.65432,0.54614,0.5949,57014,2022-01-22
144,0.59701,0.62861,40785548.4013019,0.63593,0.59012,0.6109,29118,2022-01-23
145,0.62889,0.61262,100577879.768433,0.62926,0.54889,0.5859,47381,2022-01-24
146,0.6123,0.6181,47451434.8839084,0.625,0.5874,0.6024,26378,2022-01-25
147,0.61864,0.61978,57244370.1656691,0.66,0.60493,0.6291,31068,2022-01-26
148,0.61994,0.60913,38941282.9185856,0.62492,0.58951,0.6043,23949,2022-01-27
149,0.6093,0.61111,42280172.9117039,0.61426,0.59151,0.6023,21670,2022-01-28
150,0.6114,0.61706,20652674.8567757,0.62592,0.60898,0.6161,14890,2022-01-29
151,0.61837,0.6016,18420091.158036,0.62373,0.59753,0.6115,13704,2022-01-30
152,0.60157,0.61781,58296842.2257653,0.6249,0.58033,0.5965,29791,2022-01-31
153,0.61771,0.62824,35856639.3013349,0.63144,0.61142,0.6212,20832,2022-02-01
154,0.62892,0.6015,30407663.6748345,0.63172,0.59437,0.6154,19504,2022-02-02
155,0.60132,0.61014,32751187.1480666,0.61126,0.58921,0.6001,18629,2022-02-03
156,0.61103,0.65614,19034330.8278283,0.65988,0.60475,0.6275,17167,2022-02-04
157,0.65611,0.66636,16226388.9342644,0.6875,0.65069,0.6714,20222,2022-02-05
158,0.66636,0.68373,5422939.07860672,0.6886,0.65921,0.6719,11286,2022-02-06
159,0.68332,0.8323,49971689.187735,0.83997,0.67222,0.7746,46756,2022-02-07
160,0.83253,0.87655,77405421.9113511,0.91522,0.8039,0.8597,69418,2022-02-08
161,0.87718,0.8707,34179603.4865841,0.91697,0.8444,0.8807,45059,2022-02-09
162,0.87169,0.82569,30439259.5245126,0.89881,0.82199,0.8599,32933,2022-02-10
163,0.82657,0.75973,41219662.2652272,0.83435,0.75075,0.7984,34437,2022-02-11
164,0.76005,0.82287,27508025.0435185,0.85284,0.74684,0.8047,30428,2022-02-12
165,0.82277,0.8061,17641016.9767862,0.84808,0.79291,0.8201,23748,2022-02-13
166,0.80656,0.8014,18126552.9009276,0.81387,0.77862,0.7966,22995,2022-02-14
167,0.80178,0.85186,15571325.8967269,0.86,0.79631,0.8311,21068,2022-02-15
168,0.85226,0.83786,17053717.6286753,0.85358,0.80844,0.8311,19988,2022-02-16
169,0.83775,0.7688,27338677.5714984,0.8455,0.75361,0.7944,27204,2022-02-17
170,0.7691,0.78565,24460836.5135683,0.80566,0.75623,0.7799,28078,2022-02-18
171,0.78454,0.822,28762650.0513497,0.85424,0.77039,0.8187,30434,2022-02-19
172,0.82216,0.77802,15784143.0751332,0.8237,0.76515,0.7888,22476,2022-02-20
173,0.77822,0.70234,27444185.7027463,0.80275,0.69653,0.7527,27604,2022-02-21
174,0.70324,0.7219,22717627.826089,0.7276,0.66886,0.6971,23782,2022-02-22
175,0.72219,0.69722,16126874.2758916,0.74495,0.69319,0.7203,17740,2022-02-23
176,0.69777,0.697,49503071.7888218,0.72263,0.62229,0.6593,39492,2022-02-24
177,0.69732,0.77091,32279070.0151547,0.78159,0.68306,0.7187,27707,2022-02-25
178,0.76995,0.75093,25583685.3619943,0.7968,0.74102,0.7672,25932,2022-02-26
179,0.75179,0.72244,20976029.753458,0.76816,0.70415,0.7314,20244,2022-02-27
180,0.72193,0.7822,26831435.2367064,0.79463,0.70833,0.7538,19277,2022-02-28
181,0.78219,0.78466,16696543.3532838,0.80407,0.75692,0.7801,17393,2022-03-01
182,0.78487,0.76961,9396153.21481817,0.7853,0.75619,0.7705,13538,2022-03-02
183,0.76983,0.75282,11236064.5704282,0.79047,0.73414,0.759,12992,2022-03-03
184,0.75179,0.71314,20873415.5231853,0.75558,0.69407,0.7294,17383,2022-03-04
185,0.71314,0.75448,10064344.4454763,0.76963,0.70519,0.744,14781,2022-03-05
186,0.7543,0.7248,13435119.2240994,0.75983,0.72135,0.7407,13855,2022-03-06
187,0.72561,0.72036,14449030.7456172,0.75481,0.70283,0.7298,16608,2022-03-07
188,0.72051,0.72134,13357153.9235162,0.7314,0.71366,0.7231,8516,2022-03-08
189,0.72146,0.76571,14292922.0635822,0.77956,0.72072,0.7517,13198,2022-03-09
190,0.76669,0.73663,22694530.8603927,0.78,0.7229,0.742,14723,2022-03-10
191,0.7366,0.80286,29609393.4790154,0.81482,0.72511,0.7654,19936,2022-03-11
192,0.80336,0.78668,21599319.9812142,0.84941,0.77872,0.8052,24297,2022-03-12
193,0.78621,0.76007,14354282.7152281,0.80551,0.75108,0.7835,13321,2022-03-13
194,0.76031,0.77564,10491059.3721827,0.77872,0.74478,0.7621,12029,2022-03-14
195,0.77576,0.76691,5604332.79376375,0.77778,0.742,0.7603,8363,2022-03-15
196,0.76683,0.79225,15271518.5336597,0.79509,0.75647,0.7745,12759,2022-03-16
197,0.79282,0.79419,6397122.6054049,0.80217,0.78355,0.7924,9040,2022-03-17
198,0.79445,0.7968,8971781.4745799,0.80091,0.77648,0.7892,10314,2022-03-18
199,0.79696,0.81992,8793834.36118549,0.827,0.7914,0.8156,13192,2022-03-19
200,0.81983,0.80453,10245327.9693515,0.82253,0.79151,0.8054,9300,2022-03-20
201,0.80595,0.83794,13667909.1265203,0.8548,0.78758,0.8275,14863,2022-03-21
202,0.83729,0.83699,14903022.4537541,0.86489,0.82742,0.8473,17791,2022-03-22
203,0.83689,0.8379,9836387.41359757,0.84608,0.81691,0.8292,18145,2022-03-23
204,0.83779,0.84305,11636637.8059937,0.85078,0.82675,0.8407,19486,2022-03-24
205,0.84305,0.82451,8479862.95221132,0.84639,0.819,0.8348,14916,2022-03-25
206,0.82458,0.83314,3848126.20424475,0.83538,0.82098,0.8296,8283,2022-03-26
207,0.83314,0.85821,7994051.69074701,0.85821,0.82765,0.8419,14161,2022-03-27
208,0.85788,0.86453,23184032.478051,0.912,0.85157,0.8812,30903,2022-03-28
209,0.86428,0.8579,12971092.6921029,0.8856,0.84194,0.8672,18887,2022-03-29
210,0.85802,0.86112,7251767.31590417,0.87207,0.84542,0.861,16110,2022-03-30
211,0.8611,0.8148,19765697.4146522,0.87404,0.78101,0.8232,27582,2022-03-31
212,0.81523,0.82831,9990479.89128243,0.83463,0.80459,0.8223,16613,2022-04-01
213,0.82827,0.82367,7337082.85708793,0.84999,0.81838,0.8364,16424,2022-04-02
214,0.82453,0.8426,7541392.93479788,0.85186,0.81416,0.8368,12839,2022-04-03
215,0.84276,0.82654,11771442.3615645,0.84291,0.80404,0.8271,17878,2022-04-04
216,0.82651,0.81656,8500747.34737437,0.83643,0.81462,0.8238,13822,2022-04-05
217,0.81656,0.75979,22493260.3332348,0.81843,0.75672,0.7874,27834,2022-04-06
218,0.76003,0.78755,7596810.84268646,0.79138,0.75238,0.7768,14054,2022-04-07
219,0.78737,0.75562,8704418.41412449,0.794,0.74647,0.7689,14964,2022-04-08
220,0.75538,0.76285,3439034.8400002,0.76699,0.75361,0.7606,9249,2022-04-09
221,0.76292,0.75418,4294437.81992621,0.77358,0.75274,0.7634,10516,2022-04-10
222,0.75455,0.69546,20563526.0347427,0.75605,0.68113,0.7173,24549,2022-04-11
223,0.69559,0.71496,12712238.8080544,0.72658,0.69262,0.7096,19189,2022-04-12
224,0.71539,0.72332,8880274.68941279,0.72562,0.70173,0.7176,13629,2022-04-13
225,0.72346,0.72651,8577218.74033281,0.74174,0.70839,0.7255,15491,2022-04-14
226,0.72646,0.78608,18195803.5555954,0.79816,0.72646,0.7744,25401,2022-04-15
227,0.78591,0.78121,5925068.3505206,0.80048,0.76624,0.7811,13040,2022-04-16
228,0.78121,0.75211,6824561.36857126,0.78644,0.74809,0.7712,12386,2022-04-17
229,0.7521,0.76951,10960469.9355339,0.77056,0.72722,0.7474,17148,2022-04-18
230,0.77012,0.77513,7406957.57876383,0.78278,0.75904,0.7696,11414,2022-04-19
231,0.77543,0.7517,9133588.62338397,0.77543,0.7425,0.7577,14061,2022-04-20
232,0.75182,0.73317,9950670.35902261,0.76949,0.71797,0.7442,15765,2022-04-21
233,0.73285,0.71819,7889689.38342148,0.73894,0.7144,0.7266,13556,2022-04-22
234,0.71802,0.7053,5995823.9810352,0.72743,0.70253,0.7122,9709,2022-04-23
235,0.70606,0.69875,5098029.96734025,0.71218,0.695,0.7043,9182,2022-04-24
236,0.69838,0.69368,25820975.8755121,0.7002,0.6458,0.668,23465,2022-04-25
237,0.69369,0.6428,20579749.3294377,0.7068,0.62754,0.6638,21848,2022-04-26
238,0.64254,0.65252,18856811.8486348,0.6629,0.63679,0.6519,15501,2022-04-27
239,0.65227,0.64331,15870214.7473551,0.65779,0.63332,0.6475,14533,2022-04-28
240,0.64318,0.6117,20900783.8572566,0.64682,0.59847,0.6142,18456,2022-04-29
241,0.61201,0.58488,16333485.763104,0.62872,0.56557,0.5972,20202,2022-04-30
242,0.58478,0.60719,10642169.785394,0.6128,0.57581,0.5939,18311,2022-05-01
243,0.60686,0.61459,11174939.7347731,0.63178,0.59849,0.6153,17342,2022-05-02
244,0.61444,0.60511,8698770.66164434,0.62841,0.59616,0.6147,13085,2022-05-03
245,0.60438,0.64604,16170293.4225294,0.65044,0.60437,0.624,17332,2022-05-04
246,0.64624,0.59811,30604145.4483206,0.65806,0.5797,0.6097,26402,2022-05-05
247,0.59835,0.60279,15694230.5958443,0.61655,0.5875,0.6034,22204,2022-05-06
248,0.60239,0.58112,7570946.64993984,0.60487,0.56948,0.5896,15944,2022-05-07
