CELH,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
337,4.27,4.39,353702,4.45,4.26,4.3733,3361,2020-01-08 05:00:00
338,4.45,4.69,425509,4.74,4.3737,4.6016,2438,2020-01-09 05:00:00
339,4.7,4.62,239130,4.89,4.56,4.7096,1804,2020-01-10 05:00:00
340,4.62,4.81,342222,4.87,4.56,4.7504,1819,2020-01-13 05:00:00
341,4.8,4.81,192634,4.868,4.74,4.7867,1449,2020-01-14 05:00:00
342,4.85,4.83,194659,4.89,4.775,4.8177,1627,2020-01-15 05:00:00
343,4.77,5.05,612995,5.07,4.73,4.9552,2950,2020-01-16 05:00:00
344,5.1,5.24,695585,5.3,5.07,5.1837,4039,2020-01-17 05:00:00
345,5.29,5.74,1113224,5.76,5.25,5.5648,6457,2020-01-21 05:00:00
346,5.76,5.765,1255713,6.1,5.66,5.8692,6501,2020-01-22 05:00:00
347,5.77,6,683724,6.08,5.56,5.8186,4770,2020-01-23 05:00:00
348,6.08,6.07,1087759,6.37,6.01,6.1964,3775,2020-01-24 05:00:00
349,6,5.97,369283,6.11,5.8755,5.9774,2872,2020-01-27 05:00:00
350,6,5.75,529180,6.1899,5.64,5.8453,3155,2020-01-28 05:00:00
351,5.73,5.59,500192,5.73,5.41,5.5475,2697,2020-01-29 05:00:00
352,5.56,5.57,138286,5.67,5.4601,5.5442,1131,2020-01-30 05:00:00
353,5.51,5.4,390476,5.55,5.23,5.3429,2183,2020-01-31 05:00:00
354,5.39,5.61,229662,5.67,5.39,5.5757,2014,2020-02-03 05:00:00
355,5.63,5.55,453911,5.68,5.4411,5.548,2174,2020-02-04 05:00:00
356,5.6,5.69,442362,5.82,5.55,5.6719,3156,2020-02-05 05:00:00
357,5.7,5.75,207814,5.83,5.65,5.743,1636,2020-02-06 05:00:00
358,5.75,5.69,170753,5.7746,5.6075,5.679,1850,2020-02-07 05:00:00
359,5.69,5.85,350337,5.9,5.63,5.8159,2016,2020-02-10 05:00:00
360,5.91,5.9,276339,6.03,5.83,5.9272,1740,2020-02-11 05:00:00
361,5.94,6.03,147730,6.1,5.85,6.0106,1456,2020-02-12 05:00:00
362,6.02,5.91,112289,6.09,5.88,5.9499,1189,2020-02-13 05:00:00
363,5.92,6.08,155397,6.1,5.86,6.0013,1320,2020-02-14 05:00:00
364,6.14,6.2,307570,6.29,6.04,6.1725,2706,2020-02-18 05:00:00
365,6.24,6.17,383517,6.45,6.15,6.3138,2507,2020-02-19 05:00:00
366,6.15,6.42,276348,6.47,6.15,6.3208,1902,2020-02-20 05:00:00
367,6.38,6.4,839285,7.1,6.32,6.6617,4788,2020-02-21 05:00:00
368,6.31,6.19,342668,6.315,6.05,6.2102,2445,2020-02-24 05:00:00
369,6.22,5.98,399250,6.31,5.94,6.0376,2441,2020-02-25 05:00:00
370,5.99,6.44,412123,6.47,5.95,6.2665,2310,2020-02-26 05:00:00
371,6.36,6.22,388080,6.37,6.04,6.199,3193,2020-02-27 05:00:00
372,6.06,5.91,692639,6.12,5.44,5.8361,3335,2020-02-28 05:00:00
373,5.96,5.81,275676,5.96,5.6201,5.7895,1533,2020-03-02 05:00:00
374,5.95,6.32,659665,6.35,5.91,6.1611,4240,2020-03-03 05:00:00
375,6.4,6.645,381028,6.8,6.35,6.6021,2780,2020-03-04 05:00:00
376,6.51,6.2,239300,6.56,6.08,6.242,1745,2020-03-05 05:00:00
377,6,6.09,462117,6.24,5.8,6.0165,2712,2020-03-06 05:00:00
378,5.53,5.48,452279,5.9,5.45,5.5573,2468,2020-03-09 04:00:00
379,5.71,5.56,249676,5.78,5.405,5.5908,2535,2020-03-10 04:00:00
380,5.44,5.4,486435,5.59,5.28,5.4438,3235,2020-03-11 04:00:00
381,4.76,5.12,583653,5.25,4.6,4.9881,3757,2020-03-12 04:00:00
382,5.4,5.33,671486,5.41,5.05,5.2501,4552,2020-03-13 04:00:00
383,4.86,3.22,966909,4.88,3.22,4.2271,5044,2020-03-16 04:00:00
384,3.6,4.18,740469,4.441,3.6,4.0166,4395,2020-03-17 04:00:00
385,3.78,3.97,587988,4.02,3.6649,3.8269,3303,2020-03-18 04:00:00
386,3.95,4.17,495801,4.19,3.77,4.0268,2722,2020-03-19 04:00:00
387,4.21,3.86,598721,4.34,3.76,4.0033,3421,2020-03-20 04:00:00
388,3.83,4.24,465912,4.25,3.69,3.9948,2853,2020-03-23 04:00:00
389,4.49,4,618847,4.49,3.91,4.1837,3976,2020-03-24 04:00:00
390,3.98,3.87,405661,4.2194,3.76,3.9266,2169,2020-03-25 04:00:00
391,3.88,4.06,584151,4.14,3.88,4.0015,3669,2020-03-26 04:00:00
392,4,4.1,355753,4.27,3.87,4.0945,2699,2020-03-27 04:00:00
393,4.2,4.11,240892,4.2007,4,4.0684,2070,2020-03-30 04:00:00
394,4.12,4.21,209189,4.24,4.075,4.1566,1905,2020-03-31 04:00:00
395,4.18,3.84,214283,4.18,3.82,3.9331,2293,2020-04-01 04:00:00
396,3.87,3.81,291775,4.08,3.78,3.8928,2535,2020-04-02 04:00:00
397,3.87,3.84,188467,3.97,3.77,3.8446,1708,2020-04-03 04:00:00
398,4.01,4.03,336162,4.09,3.84,3.9797,3253,2020-04-06 04:00:00
399,4.06,4.09,355546,4.22,3.9,4.0323,2317,2020-04-07 04:00:00
400,4.12,4.09,393250,4.28,4.055,4.1685,2084,2020-04-08 04:00:00
401,4.22,4.56,572952,4.6,4.09,4.3587,4161,2020-04-09 04:00:00
402,4.63,4.56,237322,4.7,4.41,4.5201,2324,2020-04-13 04:00:00
403,4.65,4.65,302031,4.9733,4.48,4.6382,2212,2020-04-14 04:00:00
404,4.56,4.26,430151,4.59,4.23,4.3166,2879,2020-04-15 04:00:00
405,4.3,4.19,371672,4.36,4.1,4.1866,2861,2020-04-16 04:00:00
406,4.34,4.41,317956,4.45,4.15,4.3215,2389,2020-04-17 04:00:00
407,4.39,4.39,141784,4.48,4.29,4.4027,1174,2020-04-20 04:00:00
408,4.34,4.35,215325,4.4,4.03,4.26,1562,2020-04-21 04:00:00
409,4.48,4.49,284894,4.66,4.4,4.5344,1861,2020-04-22 04:00:00
410,4.55,4.57,227584,4.71,4.47,4.637,1823,2020-04-23 04:00:00
411,4.58,4.49,229308,4.59,4.46,4.5133,1562,2020-04-24 04:00:00
412,4.57,4.77,278868,4.85,4.5494,4.7503,1860,2020-04-27 04:00:00
413,4.98,4.82,279499,4.98,4.7215,4.8195,1829,2020-04-28 04:00:00
414,4.98,4.94,322048,5.14,4.8997,5.017,2278,2020-04-29 04:00:00
415,5.26,5.02,387273,5.33,4.76,4.98,3183,2020-04-30 04:00:00
416,4.99,4.9,386291,5.05,4.79,4.8868,2949,2020-05-01 04:00:00
417,4.82,4.69,328159,4.98,4.63,4.7726,2754,2020-05-04 04:00:00
418,4.79,4.83,185586,4.9258,4.76,4.8617,2397,2020-05-05 04:00:00
419,4.88,4.58,278767,4.95,4.55,4.6566,2123,2020-05-06 04:00:00
420,4.6,4.54,293593,4.71,4.49,4.5658,2343,2020-05-07 04:00:00
421,4.61,5.09,496109,5.16,4.54,4.9453,3575,2020-05-08 04:00:00
422,5.24,5.47,791560,5.605,4.95,5.3721,5857,2020-05-11 04:00:00
423,6.21,6.33,2562501,7.55,6.055,6.7394,12805,2020-05-12 04:00:00
424,6.35,6,966797,6.5277,5.6,6.0315,7804,2020-05-13 04:00:00
425,6.05,6.44,568007,6.5179,5.67,6.1822,4524,2020-05-14 04:00:00
426,6.37,6.48,452020,6.65,6.3,6.5036,3418,2020-05-15 04:00:00
427,6.65,6.925,588166,7,6.52,6.8138,4056,2020-05-18 04:00:00
428,6.98,7.87,2014668,8.2,6.94,7.5759,11785,2020-05-19 04:00:00
429,7.92,7.96,1407854,8.4,7.73,8.05,9131,2020-05-20 04:00:00
430,8.12,8.39,1334484,9,8.01,8.4272,8830,2020-05-21 04:00:00
431,8.57,8.99,824142,8.99,8.3379,8.7617,6817,2020-05-22 04:00:00
432,9.3,9.245,1679124,10.43,9.2,9.8071,10827,2020-05-26 04:00:00
433,9.31,8.9,792599,9.61,8.81,9.127,6496,2020-05-27 04:00:00
434,8.93,8.69,673267,9.25,8.62,8.8615,5284,2020-05-28 04:00:00
435,8.54,9.27,616688,9.42,8.51,9.116,5198,2020-05-29 04:00:00
436,9.365,8.89,645959,9.669,8.83,9.0633,4461,2020-06-01 04:00:00
437,8.89,8.89,424753,9.08,8.64,8.8724,3824,2020-06-02 04:00:00
438,8.94,8.81,569695,9.0727,8.61,8.8056,4466,2020-06-03 04:00:00
439,8.69,9.18,768548,9.27,8.51,8.9201,5372,2020-06-04 04:00:00
440,9.29,9.67,741392,9.81,9.225,9.5838,6158,2020-06-05 04:00:00
441,9.85,9.55,588982,10.21,9.45,9.726,5583,2020-06-08 04:00:00
442,9.32,9.495,287362,9.58,9.2,9.4356,3694,2020-06-09 04:00:00
443,9.46,9.47,370708,9.55,9.26,9.4085,3635,2020-06-10 04:00:00
444,9.13,8.64,642386,9.25,8.61,8.8628,5704,2020-06-11 04:00:00
445,8.85,9.03,500554,9.47,8.7702,9.0851,4331,2020-06-12 04:00:00
446,8.85,9.6,559478,9.75,8.7623,9.4515,4524,2020-06-15 04:00:00
447,9.56,9.225,486767,9.7,9.0074,9.2946,3257,2020-06-16 04:00:00
448,9.27,9.47,431425,9.65,9.24,9.4969,3433,2020-06-17 04:00:00
449,9.45,10.16,1000631,10.5,9.35,9.9827,7033,2020-06-18 04:00:00
450,10.29,10.16,585692,10.5,9.94,10.1677,3682,2020-06-19 04:00:00
451,10.15,10.14,483273,10.2999,9.78,10.1155,4008,2020-06-22 04:00:00
452,10.275,11.1,967106,11.45,10.16,10.9712,7264,2020-06-23 04:00:00
453,10.81,10.44,831266,11.41,10.29,10.6639,6040,2020-06-24 04:00:00
454,10.45,11.36,553765,11.37,10.3,11.0637,4226,2020-06-25 04:00:00
455,11.41,11.04,1491120,11.98,10.71,11.0748,6004,2020-06-26 04:00:00
456,11.04,11.56,791667,11.64,10.51,11.2959,4970,2020-06-29 04:00:00
457,11.62,11.77,484833,11.83,11.27,11.6645,3715,2020-06-30 04:00:00
458,11.77,11.05,1010914,11.99,10.55,11.1906,7264,2020-07-01 04:00:00
459,11.21,11.14,562754,11.4,10.8,11.1104,5025,2020-07-02 04:00:00
460,11.37,11.32,569105,11.3839,10.88,11.133,5805,2020-07-06 04:00:00
461,11.23,11.83,817036,11.8986,10.76,11.5421,6944,2020-07-07 04:00:00
462,11.89,12.37,1179152,12.72,11.81,12.2841,9529,2020-07-08 04:00:00
463,12.46,12.9,1095365,13.05,12.25,12.7316,8844,2020-07-09 04:00:00
464,12.95,12.93,605697,13.19,12.62,12.9305,5507,2020-07-10 04:00:00
465,13.1,13.42,1066401,13.9,12.92,13.4762,10623,2020-07-13 04:00:00
466,13.42,13.38,956527,13.5604,12.0501,12.9294,8875,2020-07-14 04:00:00
467,13.38,13.76,709461,13.96,13.21,13.7317,5766,2020-07-15 04:00:00
468,13.75,13.85,732432,14.27,13.66,13.9464,6116,2020-07-16 04:00:00
469,13.9,14.36,870907,14.69,13.8101,14.3693,7997,2020-07-17 04:00:00
470,14.06,14.3,807348,14.39,13.58,14.0906,6965,2020-07-20 04:00:00
471,14.51,14.17,592878,14.55,14.1,14.24,6788,2020-07-21 04:00:00
472,14.2,14.6,832188,14.785,14.1594,14.4995,7015,2020-07-22 04:00:00
473,14.6,14.55,467061,14.97,14.31,14.6532,5346,2020-07-23 04:00:00
474,14.35,13.97,546401,14.42,13.2,13.8124,4832,2020-07-24 04:00:00
475,14.08,14.795,527908,14.95,13.8716,14.6,4390,2020-07-27 04:00:00
476,14.92,14.64,756960,15.4698,14.6,15.0675,6488,2020-07-28 04:00:00
477,14.82,15.19,651980,15.42,14.82,15.191,5952,2020-07-29 04:00:00
478,15,14.72,523599,15.02,14.4,14.7327,4652,2020-07-30 04:00:00
479,14.98,14.67,501954,15.06,14.295,14.6202,4546,2020-07-31 04:00:00
480,14.68,14.395,704629,14.84,14.32,14.4707,5878,2020-08-03 04:00:00
481,14.47,14.25,822335,14.64,13.91,14.2146,7695,2020-08-04 04:00:00
482,14.42,15.65,1258079,16.1,14.42,15.5895,10570,2020-08-05 04:00:00
483,18.75,20.83,3927886,21,17.5,19.4783,28882,2020-08-06 04:00:00
484,21,21.2,2176892,22.96,20.1406,21.6753,20744,2020-08-07 04:00:00
485,22.52,19.83,1411357,22.79,19.57,20.7563,14067,2020-08-10 04:00:00
486,19.61,19.85,2417344,20.0028,18.11,19.0915,21910,2020-08-11 04:00:00
487,19.94,20.11,1561476,20.68,19.25,20.1009,13720,2020-08-12 04:00:00
488,20.18,21.45,1194623,22.06,20.105,21.3965,10764,2020-08-13 04:00:00
489,21.35,21.52,471587,21.6,20.88,21.3038,4742,2020-08-14 04:00:00
490,21.63,23.03,951096,23.54,21.63,22.8601,8873,2020-08-17 04:00:00
491,23.25,23.07,878392,23.99,22.02,23.0218,8458,2020-08-18 04:00:00
492,23.25,25.38,1865575,26.76,23.25,25.1968,16168,2020-08-19 04:00:00
493,25.3,22.88,1939353,25.39,22.25,23.3795,17398,2020-08-20 04:00:00
494,22.53,21.295,1229970,22.5452,20.64,21.3934,10847,2020-08-21 04:00:00
495,21.18,21.2,1377522,21.5695,19.64,20.5604,12718,2020-08-24 04:00:00
496,21.27,21.3,587946,21.83,20.96,21.2794,6239,2020-08-25 04:00:00
497,21.32,21.58,558972,22.36,21.21,21.7892,5943,2020-08-26 04:00:00
498,21.46,20.79,598581,21.55,20.23,20.7833,5422,2020-08-27 04:00:00
499,21,20.54,673991,21,20.19,20.4746,7191,2020-08-28 04:00:00
500,20.32,19.42,1195634,20.38,18.26,19.3093,10921,2020-08-31 04:00:00
501,19.29,20.22,549933,20.57,19.1,20.0239,6897,2020-09-01 04:00:00
502,20.47,19.89,611031,20.47,19.45,19.9676,6449,2020-09-02 04:00:00
503,19.76,18.64,533248,19.99,18.615,19.0907,6746,2020-09-03 04:00:00
504,18.75,18.92,866519,19.18,17.34,18.3626,8856,2020-09-04 04:00:00
505,18.35,18.71,551923,19.33,17.95,18.7641,6218,2020-09-08 04:00:00
506,19.49,20.36,732022,21.07,19.26,20.3155,6702,2020-09-09 04:00:00
507,20.49,20.79,665332,21.6,20.43,21.0823,7184,2020-09-10 04:00:00
508,20.92,20.62,475385,21.0644,19.92,20.3999,5536,2020-09-11 04:00:00
509,20.88,21.13,426010,21.435,20.4316,20.8357,5223,2020-09-14 04:00:00
510,21.5,21.86,748237,22.84,21.5,22.1583,8142,2020-09-15 04:00:00
511,21.86,21.2,433447,22.05,21.13,21.3838,6187,2020-09-16 04:00:00
512,20.6,21.94,533040,22.08,20.0351,21.3568,5531,2020-09-17 04:00:00
513,22.18,21.92,1563062,24.2,21.14,22.3795,9787,2020-09-18 04:00:00
514,21.38,21.58,586204,21.9,20.88,21.4719,6701,2020-09-21 04:00:00
515,21.75,20.92,581540,21.92,20.69,21.0287,6545,2020-09-22 04:00:00
516,20.99,19.46,712453,21.53,19.37,20.0639,7909,2020-09-23 04:00:00
517,19.22,19.54,504029,20.18,18.71,19.6509,6147,2020-09-24 04:00:00
518,19.45,19.76,355447,20.09,19.1938,19.7396,4456,2020-09-25 04:00:00
519,20.15,20.25,556469,20.8799,19.94,20.295,6179,2020-09-28 04:00:00
520,20.39,20.83,626594,20.93,19.855,20.4331,7353,2020-09-29 04:00:00
521,20.83,22.71,1018669,22.8,20.77,22.0733,10784,2020-09-30 04:00:00
522,23.02,21.93,4521588,24.34,19.8,21.4955,32140,2020-10-01 04:00:00
523,21.2,23.03,1196759,23.73,20.81,22.7063,10756,2020-10-02 04:00:00
524,23.03,22.62,817470,23.3621,21.95,22.5872,8120,2020-10-05 04:00:00
525,22.58,21.16,1200272,22.6387,20.6,21.3434,11622,2020-10-06 04:00:00
526,21.32,22.02,951756,22.27,20.84,21.6286,9449,2020-10-07 04:00:00
527,22.32,20.48,1153485,22.86,20.19,20.8794,9730,2020-10-08 04:00:00
528,20.71,21.97,2238043,22.5499,19.51,21.1422,15258,2020-10-09 04:00:00
529,22.14,21.43,842866,22.55,20.7,21.2419,6417,2020-10-12 04:00:00
530,21.25,22.88,1629753,22.98,21.25,22.4335,10882,2020-10-13 04:00:00
531,23.25,21.92,2265392,23.94,21.18,22.284,17342,2020-10-14 04:00:00
532,21.58,21.36,734490,21.805,20.72,21.1745,7327,2020-10-15 04:00:00
533,21.35,20.93,611613,21.484,20.91,21.1237,7220,2020-10-16 04:00:00
534,21,21.18,723594,22.04,20.52,21.3546,7811,2020-10-19 04:00:00
535,21.2,21.31,410192,21.82,20.83,21.4139,4599,2020-10-20 04:00:00
536,21.45,21.28,468563,21.6987,20.85,21.2967,4980,2020-10-21 04:00:00
537,21.46,22.99,1754648,23.5932,21.4328,22.7859,13176,2020-10-22 04:00:00
538,23.29,22.03,1322835,24.29,21.23,22.1761,12406,2020-10-23 04:00:00
539,21.85,20.72,1120431,22.075,20.28,20.8945,12098,2020-10-26 04:00:00
540,20.8,21.81,795422,22.17,20.62,21.7278,7635,2020-10-27 04:00:00
541,21.18,21.41,982817,21.95,20.76,21.3749,7354,2020-10-28 04:00:00
542,21.7103,22.3,1235155,23,20.701,21.7632,8549,2020-10-29 04:00:00
543,22,20.11,1232158,22.3,19.8,20.5569,10857,2020-10-30 04:00:00
544,20.44,20.41,656283,20.7696,20,20.3435,6987,2020-11-02 05:00:00
545,20.66,22.09,904856,22.46,20.6,21.85,8919,2020-11-03 05:00:00
546,22.2,23.49,982418,24.1927,22.2,23.5778,8512,2020-11-04 05:00:00
547,24,23.86,1118631,25.205,22.62,23.473,9883,2020-11-05 05:00:00
548,23.78,23.72,642043,24.88,23.5,23.9921,6574,2020-11-06 05:00:00
549,24.5,24.11,1170473,25.76,23.02,24.6361,11375,2020-11-09 05:00:00
550,24.12,23.95,805651,24.49,23.02,23.9025,8025,2020-11-10 05:00:00
551,23.99,24.77,942640,24.8384,23.8,24.4898,8881,2020-11-11 05:00:00
552,27.57,31.96,7001977,32.75,25.5,29.7285,47527,2020-11-12 05:00:00
553,32.09,32.58,2675066,32.7456,30.05,31.4871,21933,2020-11-13 05:00:00
554,32.95,34.09,2082128,35.44,32.1,34.0701,18342,2020-11-16 05:00:00
555,33.64,32.31,2059321,33.64,30.635,32.2479,19447,2020-11-17 05:00:00
556,32.4,31.93,950234,32.95,31.45,32.2097,8611,2020-11-18 05:00:00
557,31.65,34.02,1025757,34.14,31.63,33.2922,10338,2020-11-19 05:00:00
558,34.07,34.16,874076,34.78,32.72,33.7199,8565,2020-11-20 05:00:00
559,34.38,33.7,971449,34.77,33.15,33.7618,9803,2020-11-23 05:00:00
560,33.82,31.18,1677775,33.99,31.01,32.0151,16366,2020-11-24 05:00:00
561,31.5,30.44,1201460,31.7999,30.11,30.6682,11859,2020-11-25 05:00:00
562,31.04,32.69,755581,33.7,30.69,32.7103,7791,2020-11-27 05:00:00
563,33.42,32.25,1560216,33.5,31.57,32.3426,12065,2020-11-30 05:00:00
564,32.6,34.75,2352348,37.3645,31.31,35.1586,19296,2020-12-01 05:00:00
565,34.82,35.51,990399,36.105,33.77,35.0531,10194,2020-12-02 05:00:00
566,35.75,36.22,830513,36.8,34.78,35.9776,8717,2020-12-03 05:00:00
567,36.5,35.6,1035144,37.04,34.14,35.2827,9493,2020-12-04 05:00:00
568,36.26,37.38,929487,38.11,36.24,37.2563,9817,2020-12-07 05:00:00
569,37.29,37.32,636073,38.14,36.2,37.3252,7137,2020-12-08 05:00:00
570,37.26,35.67,1070878,37.33,34.84,35.895,10523,2020-12-09 05:00:00
571,35.42,36.37,522043,36.78,35,36.0906,5798,2020-12-10 05:00:00
572,35.9288,36.38,569653,36.98,35.55,36.2845,6287,2020-12-11 05:00:00
573,36.82,35.66,477220,37.47,35.6,36.3766,5916,2020-12-14 05:00:00
574,36.02,36,701192,36.42,35.4,35.9877,8590,2020-12-15 05:00:00
575,36.01,39.69,1423650,40.24,35.54,38.3914,13186,2020-12-16 05:00:00
576,40.5762,39.88,783335,40.8199,38.43,39.7794,9149,2020-12-17 05:00:00
577,40.18,39.21,1023011,41.54,38.8809,39.8909,8380,2020-12-18 05:00:00
578,38.5199,41.31,777196,41.53,38,40.3384,8019,2020-12-21 05:00:00
579,41.48,41.35,1442621,42.92,40,41.2969,12527,2020-12-22 05:00:00
580,41.5,43,772607,43.26,40.5991,42.1219,8655,2020-12-23 05:00:00
581,43,44.15,811821,44.49,42.9,43.962,7610,2020-12-24 05:00:00
582,45.1,41.88,1030458,45.1,41.42,42.5217,10457,2020-12-28 05:00:00
583,41.83,40.88,989734,42.6885,38.77,40.8823,10064,2020-12-29 05:00:00
584,40.8,44.42,971436,44.93,39.71,43.6215,11518,2020-12-30 05:00:00
585,49.85,50.31,3654619,52.1,48.37,50.3376,36898,2020-12-31 05:00:00
586,52.67,49.54,1820767,52.72,48.48,49.914,21878,2021-01-04 05:00:00
587,48.7755,52.15,2588612,55.79,47.15,52.704,29340,2021-01-05 05:00:00
588,51.96,52.34,7246218,56.87,51.674,52.8948,30982,2021-01-06 05:00:00
589,52.5,56.34,1695620,56.45,50.41,54.1267,19392,2021-01-07 05:00:00
590,56.01,58.54,3798858,58.7646,55.99,58.9059,18750,2021-01-08 05:00:00
591,58.1,57.11,1345695,58.77,55.05,56.9481,15281,2021-01-11 05:00:00
592,56.92,59.31,1104923,59.58,56.12,58.4017,13164,2021-01-12 05:00:00
593,59.56,59.6,1800404,60.33,57.5,58.7403,15591,2021-01-13 05:00:00
594,59.7998,64.815,2399298,66.81,59.63,64.4815,19400,2021-01-14 05:00:00
595,63.99,65.25,1499166,67.72,62.5,64.9507,15343,2021-01-15 05:00:00
596,67.04,69.58,1333132,69.7,63.55,68.2422,16372,2021-01-19 05:00:00
597,69.99,65.58,1727361,70.66,63.64,66.3629,21750,2021-01-20 05:00:00
598,66,63.175,1339092,66.45,61.39,63.2694,14302,2021-01-21 05:00:00
599,62.71,64.68,1039991,66.38,61.7495,64.2018,12306,2021-01-22 05:00:00
600,64.6,62.92,1449458,67.29,60.2,63.157,17600,2021-01-25 05:00:00
601,62.39,64.91,984710,67.18,61.43,64.6701,10673,2021-01-26 05:00:00
602,63.265,56.84,2137402,63.794,55.29,59.5641,23675,2021-01-27 05:00:00
603,59.42,56.06,1390538,59.83,52.5101,55.3786,17664,2021-01-28 05:00:00
604,55.99,53.4,916933,57.3925,52.15,54.4343,13155,2021-01-29 05:00:00
605,53.54,55.9,812873,56.47,52.6628,55.1636,11860,2021-02-01 05:00:00
606,56,57.46,1274845,57.8,54,55.8073,14231,2021-02-02 05:00:00
607,59.17,59.07,931360,60,55.89,58.3315,12399,2021-02-03 05:00:00
608,58.74,59.3,553050,60.1,56.91,58.7422,9084,2021-02-04 05:00:00
609,60.235,63.96,784475,64.39,59.92,62.6017,11027,2021-02-05 05:00:00
610,65.22,64.12,950878,67.55,64,65.4084,13228,2021-02-08 05:00:00
611,63.78,61.84,876744,64.8364,60.58,62.4933,12337,2021-02-09 05:00:00
612,61.4635,60.87,1212365,66.68,60.82,62.924,14105,2021-02-10 05:00:00
613,61.95,64.14,713130,64.24,59.69,62.3012,9167,2021-02-11 05:00:00
614,64.69,61.74,906038,65,61.4773,62.6123,13435,2021-02-12 05:00:00
615,62.97,62.25,881562,63.67,58.38,61.6087,12280,2021-02-16 05:00:00
616,61.5,59.22,874189,62,56.17,58.6606,13098,2021-02-17 05:00:00
617,58.15,58.77,584440,60.5,56.27,58.2521,10553,2021-02-18 05:00:00
618,59.56,60.82,707493,63.98,59.24,61.8568,10492,2021-02-19 05:00:00
619,60.03,61.1,1848246,68.49,59.5,64.124,20313,2021-02-22 05:00:00
620,57.025,55.88,1626961,58.1999,49.02,54.2699,23264,2021-02-23 05:00:00
621,57.33,58.87,767431,59.09,52.5,56.8046,10731,2021-02-24 05:00:00
622,58.5,57.28,820789,61.1,55.64,57.6928,12378,2021-02-25 05:00:00
623,57.25,59.53,918435,61.33,56.34,59.3075,12164,2021-02-26 05:00:00
624,62.8,65.43,1001695,67.2399,62.51,65.2926,15489,2021-03-01 05:00:00
625,65.75,64,1231174,70.5,63.15,66.2796,15144,2021-03-02 05:00:00
626,63.41,57.76,1134077,64.5959,56.75,59.1806,15894,2021-03-03 05:00:00
627,56.77,53.04,1325740,59.77,51.22,53.9634,17757,2021-03-04 05:00:00
628,53.42,51.87,1375216,54,45.97,50.0294,20325,2021-03-05 05:00:00
629,51,55.01,1035085,55.95,50.51,54.3716,12929,2021-03-08 05:00:00
630,57.14,59.74,1154492,60.7399,56.5,58.8961,15660,2021-03-09 05:00:00
631,61.68,60.55,885442,62.72,59.13,60.7606,12908,2021-03-10 05:00:00
632,46.98,47.37,13312100,50,41.71,45.8818,111839,2021-03-11 05:00:00
633,45.56,45.19,2886462,48.3899,44.65,46.4034,33781,2021-03-12 05:00:00
634,45.45,48.6,2332622,49.84,44.76,48.0337,28325,2021-03-15 04:00:00
635,48.55,46.95,1522941,49.3515,45.42,47.1147,19055,2021-03-16 04:00:00
636,45.45,49.94,1835817,50.89,45.07,48.7237,21069,2021-03-17 04:00:00
637,49.1931,45.48,1398772,49.69,45.04,47.2734,17276,2021-03-18 04:00:00
638,45.75,46.23,1529579,47.7,44.5001,46.4152,14664,2021-03-19 04:00:00
639,47.17,48.54,980258,49,46.14,47.9477,12326,2021-03-22 04:00:00
640,48.21,47.82,701393,49.49,47.3614,48.171,11699,2021-03-23 04:00:00
641,48,43.76,810381,48.202,43.6712,45.2254,14305,2021-03-24 04:00:00
642,42.03,44.95,1193704,45.575,41.27,43.9293,12851,2021-03-25 04:00:00
643,45.17,43.49,1116623,45.96,41.05,43.0534,14796,2021-03-26 04:00:00
644,43.21,42.57,542498,44.3,42.28,43.1523,8915,2021-03-29 04:00:00
645,42.57,45.72,1664542,46.53,42.5,45.1988,17498,2021-03-30 04:00:00
646,46.35,48.05,913604,48.64,45.745,47.7028,13192,2021-03-31 04:00:00
647,48.57,49.56,921536,50.36,47.7,49.299,12922,2021-04-01 04:00:00
648,50.37,51.91,783066,52.33,49.7305,51.2358,12339,2021-04-05 04:00:00
649,52.13,52.37,622591,53.4,51.7275,52.6762,10562,2021-04-06 04:00:00
650,51.9,51.76,592334,52.69,50.86,51.7895,9205,2021-04-07 04:00:00
651,52.62,54.6,1629621,54.68,52.2,54.3557,10987,2021-04-08 04:00:00
652,54.33,53.54,687706,54.5,52.24,53.4122,10559,2021-04-09 04:00:00
653,53.55,57.09,962294,57.45,51.81,55.6896,14228,2021-04-12 04:00:00
654,57.88,56.58,1217668,59.89,55.35,56.84,16311,2021-04-13 04:00:00
655,56.47,57.81,484721,58.49,56.02,57.4104,8375,2021-04-14 04:00:00
656,58.82,59.41,658998,60.025,56.4001,58.8445,10039,2021-04-15 04:00:00
657,59.61,60.755,826844,60.88,57.37,59.9366,9022,2021-04-16 04:00:00
658,60.62,57.26,782516,61,56.37,57.6971,10811,2021-04-19 04:00:00
659,57.24,55.41,798353,58.12,53.7,55.2444,10291,2021-04-20 04:00:00
660,55.13,58.07,600204,58.2022,53.51,57.09,10038,2021-04-21 04:00:00
661,58.47,57.13,623724,59.5,55.65,57.7293,8966,2021-04-22 04:00:00
662,57.53,59.63,572916,59.95,56.51,59.0695,9309,2021-04-23 04:00:00
663,59.99,64.75,1094767,64.99,58.45,62.9886,13786,2021-04-26 04:00:00
664,65,62.62,848736,65.92,61.09,62.9242,12320,2021-04-27 04:00:00
665,62.37,61.81,622243,63.23,60.1,61.9648,8820,2021-04-28 04:00:00
666,62.13,56.77,1213129,62.28,55.4771,57.443,15253,2021-04-29 04:00:00
