PEP,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
841,173.91,173.86,4288788,175.6,173.2275,174.1403,56774,2022-01-06 05:00:00
842,174.09,174.08,4916044,174.69,172.61,174.0081,49391,2022-01-07 05:00:00
843,174.4362,174.17,5056068,175.84,173.62,174.4926,64809,2022-01-10 05:00:00
844,173.6841,174.09,6452499,174.23,171.62,173.3023,70458,2022-01-11 05:00:00
845,173.9,173.9,5267988,174.33,172.95,173.7451,59412,2022-01-12 05:00:00
846,173.71,174.18,4310283,174.6861,173.24,174.1089,54051,2022-01-13 05:00:00
847,174.57,175.64,4474579,175.94,173.4,175.1568,53289,2022-01-14 05:00:00
848,173.62,173.96,5790386,174.76,173.15,173.9678,69995,2022-01-18 05:00:00
849,173.96,175.21,6424470,175.96,173.57,175.2409,74906,2022-01-19 05:00:00
850,175.41,173.94,6284161,176.88,173.84,174.926,69637,2022-01-20 05:00:00
851,175.3266,174.22,6753166,177.24,174.11,175.036,87028,2022-01-21 05:00:00
852,175.49,173.33,9272361,176.5,168.96,172.8,117394,2022-01-24 05:00:00
853,172.08,171.34,6536944,172.48,169.74,171.2331,81470,2022-01-25 05:00:00
854,169.36,169.53,6841794,171.81,166.45,170.0347,96603,2022-01-26 05:00:00
855,170.78,169.37,6545927,173.28,168.78,170.3669,86872,2022-01-27 05:00:00
856,168.51,172.67,5796013,172.73,167.21,170.6224,75550,2022-01-28 05:00:00
857,170.77,173.52,5908136,174.11,170.59,172.8975,73990,2022-01-31 05:00:00
858,173.15,172.34,5952749,173.43,169.56,171.8144,71852,2022-02-01 05:00:00
859,172.76,175.47,5766988,175.64,172.57,174.9063,66798,2022-02-02 05:00:00
860,175.27,175.37,4632699,176.66,173.83,175.4488,59602,2022-02-03 05:00:00
861,173.1,172.49,4592442,174.89,171.19,172.8001,64055,2022-02-04 05:00:00
862,172.74,171.81,4813468,172.99,171.21,171.9064,64193,2022-02-07 05:00:00
863,172.63,172.02,3957685,172.64,170.31,171.8596,64429,2022-02-08 05:00:00
864,172.5,171.94,6780166,172.78,171.01,171.7108,77728,2022-02-09 05:00:00
865,168.655,168.37,7899839,171.45,167.3,168.8298,102667,2022-02-10 05:00:00
866,168.06,168.58,7299574,170.31,167.6901,168.8179,84587,2022-02-11 05:00:00
867,169.415,166.7,6822570,169.675,165.1,166.5575,82093,2022-02-14 05:00:00
868,167.217,165.96,4943851,168.25,165.261,166.3365,64265,2022-02-15 05:00:00
869,165.63,166.3,4161755,167.195,164.54,166.1133,60268,2022-02-16 05:00:00
870,166.01,166.75,5156836,167.9523,165,166.6019,64994,2022-02-17 05:00:00
871,167.11,167.71,5181629,168.235,166.22,167.5123,64687,2022-02-18 05:00:00
872,168.57,168.35,7734132,168.94,166.23,167.9155,83285,2022-02-22 05:00:00
873,169.12,166.69,5813018,169.12,166.52,167.5373,71206,2022-02-23 05:00:00
874,165.71,163.79,8888796,166.34,160.285,162.9558,121851,2022-02-24 05:00:00
875,164.42,168.38,6535637,168.46,164.26,166.9327,78038,2022-02-25 05:00:00
876,164.04,163.74,7676988,165.21,161.405,163.2875,95584,2022-02-28 05:00:00
877,163.07,162.27,5108127,164.4,161.3,162.434,75079,2022-03-01 05:00:00
878,162.98,164.52,5452091,165.82,162.49,164.6273,73437,2022-03-02 05:00:00
879,163.97,163.27,5352221,165.19,162.8,163.6945,70457,2022-03-03 05:00:00
880,162,165.75,6341095,166.5,160.92,164.6219,92908,2022-03-04 05:00:00
881,164.07,162.45,6319483,165.15,162.13,162.9623,85988,2022-03-07 05:00:00
882,162.38,157.87,6163724,163.97,157.69,159.4271,93521,2022-03-08 05:00:00
883,159.81,157.4,5764927,160.06,156.4,157.6512,80113,2022-03-09 05:00:00
884,155.79,154.51,5965671,156.25,153.37,154.6174,83996,2022-03-10 05:00:00
885,155.45,153.73,4762675,156.885,153.48,154.793,69967,2022-03-11 05:00:00
886,155.15,155.89,6075566,157.8,154.5,156.2621,70841,2022-03-14 04:00:00
887,157.32,159,6203356,159.5,156.83,158.4504,70443,2022-03-15 04:00:00
888,158.41,159.7,6299191,159.99,157.04,159.0163,81898,2022-03-16 04:00:00
889,159.83,160.94,3587628,161.63,159.3,160.5366,53748,2022-03-17 04:00:00
890,161.38,162.79,12123178,162.93,160.06,162.1895,78784,2022-03-18 04:00:00
891,162.27,162.56,5122570,163.81,161.075,162.2823,68842,2022-03-21 04:00:00
892,162.84,164.34,5779187,164.77,162.23,163.7847,70534,2022-03-22 04:00:00
893,164.248,163.48,4533800,165.275,162.63,163.7861,61082,2022-03-23 04:00:00
894,164.06,164.47,3160320,164.73,163.27,164.157,42290,2022-03-24 04:00:00
895,164.43,165.24,4147791,165.9,164.43,165.0162,48189,2022-03-25 04:00:00
896,165.1,165.73,4308007,165.77,163.71,164.9585,56964,2022-03-28 04:00:00
897,167.29,168.19,4440480,168.58,166.37,167.6514,59096,2022-03-29 04:00:00
898,168.1,167.96,3871556,168.24,166.115,167.6148,47998,2022-03-30 04:00:00
899,168.37,167.38,6076177,169.3,167.27,167.9441,67040,2022-03-31 04:00:00
900,167.89,169.76,3239641,169.93,167.37,168.8415,48700,2022-04-01 04:00:00
901,169.11,169.32,3759985,169.39,167.45,168.9769,51981,2022-04-04 04:00:00
902,168.32,169.5,4425879,171.38,168.32,169.9224,59119,2022-04-05 04:00:00
903,169.92,172.39,4294868,172.7,169.485,171.8883,68760,2022-04-06 04:00:00
904,172.03,172.55,5041686,173.28,170.78,172.3716,62875,2022-04-07 04:00:00
905,172.99,173.13,3883183,173.69,171.59,173.0435,48612,2022-04-08 04:00:00
906,173.61,172.6,3825328,174.97,172.32,173.1939,65183,2022-04-11 04:00:00
907,173.78,173.3,3924333,174.65,172.63,173.5899,54109,2022-04-12 04:00:00
908,173.58,173,4394054,173.82,171.73,172.8537,54963,2022-04-13 04:00:00
909,173.48,171.9,4834298,174.26,171.76,172.4065,55462,2022-04-14 04:00:00
910,171.22,170.42,3086009,172.31,169.96,170.6202,45415,2022-04-18 04:00:00
911,169.84,172.9,3641992,173.165,169.84,172.2157,49570,2022-04-19 04:00:00
912,173.72,175.47,4197764,175.97,173.72,175.1835,60063,2022-04-20 04:00:00
913,175.76,174.84,3701297,177.24,174.65,175.7223,56107,2022-04-21 04:00:00
914,174.99,172.15,5864027,175.27,171.94,173.1777,75509,2022-04-22 04:00:00
915,173.21,173.74,7369911,173.92,171,172.8373,92610,2022-04-25 04:00:00
916,173.97,173.3,7386563,175.3486,172.73,173.9008,97372,2022-04-26 04:00:00
917,173.42,174.85,5180479,176.69,173.19,175.2247,81852,2022-04-27 04:00:00
918,174.53,177.5,5235831,177.62,173.82,176.6641,73410,2022-04-28 04:00:00
919,177.41,171.71,6505570,177.41,171.41,172.842,78961,2022-04-29 04:00:00
920,172.995,167.76,7692131,173.46,165.27,168.3087,104351,2022-05-02 04:00:00
921,169.14,167.99,5564864,169.31,166.58,167.8861,72643,2022-05-03 04:00:00
922,167.61,173.86,6231681,174.12,167.61,172.31,77020,2022-05-04 04:00:00
923,173.1,170.39,6534321,173.32,169.08,170.7885,83303,2022-05-05 04:00:00
924,169.24,170.41,5824752,170.8,168.72,169.9616,78359,2022-05-06 04:00:00
925,169.66,171.7,7269081,172.885,168.76,171.1282,95446,2022-05-09 04:00:00
926,173.12,171.49,5936727,174.54,170.75,171.9507,90599,2022-05-10 04:00:00
927,170.82,170.66,5376851,172.41,169.92,170.9443,78009,2022-05-11 04:00:00
928,171.25,170.4,6473535,171.99,168.16,170.0177,87360,2022-05-12 04:00:00
929,170.7,173.72,4714614,174.16,169.46,172.4959,69091,2022-05-13 04:00:00
930,173.71,175.47,5317216,176.3,173.4201,175.2903,74787,2022-05-16 04:00:00
931,175.31,174.46,5012159,175.68,172.58,174.3096,64915,2022-05-17 04:00:00
932,173.6855,163.65,8875409,173.87,162.92,165.4908,104463,2022-05-18 04:00:00
933,162.5,161.2,6423817,162.78,159.6656,161.1662,90907,2022-05-19 04:00:00
934,162.24,162.21,5768823,163.06,159.62,161.5372,77333,2022-05-20 04:00:00
935,164.21,165.6,4657761,166.95,163.57,165.6046,69409,2022-05-23 04:00:00
936,166.02,167.82,5827782,168.255,165.1555,166.9396,78030,2022-05-24 04:00:00
937,167.85,168.97,5781034,169.49,166.96,168.6543,79961,2022-05-25 04:00:00
938,168.96,170.11,5193863,171.09,168.96,170.1473,64212,2022-05-26 04:00:00
939,171.26,171.77,6713600,171.81,170.2,171.282,77900,2022-05-27 04:00:00
940,170.98,167.75,13609993,170.98,165.37,167.6292,114364,2022-05-31 04:00:00
941,168.18,166.49,5613940,168.38,163.82,165.9873,77558,2022-06-01 04:00:00
942,165.62,166.68,4677458,166.75,162.645,165.428,71719,2022-06-02 04:00:00
943,165.859,164.85,4222131,166.59,164.36,165.0517,55618,2022-06-03 04:00:00
944,166.46,165.54,3447947,167.62,164.725,165.9323,48087,2022-06-06 04:00:00
945,165.68,166.56,4168296,166.86,164.22,166.053,47416,2022-06-07 04:00:00
946,165.74,165.73,2646900,166.81,165.11,165.9082,44064,2022-06-08 04:00:00
947,165.19,162.78,3522973,166.93,162.67,164.2003,52248,2022-06-09 04:00:00
948,160.97,162.52,5204718,163.918,159.45,162.6237,75747,2022-06-10 04:00:00
949,160.53,159.74,6300708,162.87,159.06,160.6329,92519,2022-06-13 04:00:00
950,160,156.12,6159174,160.05,154.8576,156.5385,92557,2022-06-14 04:00:00
951,157.92,157.79,5940075,159.84,155.93,157.9565,90562,2022-06-15 04:00:00
952,156.63,157.03,7207930,158.46,155.11,157.14,89296,2022-06-16 04:00:00
953,157.03,157.06,9881835,158.99,156.165,157.1537,83549,2022-06-17 04:00:00
954,158.17,160.71,4449779,160.96,157.35,159.9704,58751,2022-06-21 04:00:00
955,160.33,162.03,4706643,162.99,159.56,161.8676,63361,2022-06-22 04:00:00
956,163.78,164.1,5810719,165.14,163.15,163.9395,85929,2022-06-23 04:00:00
957,165.64,166.13,5951692,166.19,163.94,165.5649,66289,2022-06-24 04:00:00
958,165.87,166.35,4595815,167.13,165.34,166.2796,56035,2022-06-27 04:00:00
959,167.15,164.01,4329330,168.45,163.85,165.3067,58291,2022-06-28 04:00:00
960,166.06,166.73,3653622,167.56,165.35,166.6753,51916,2022-06-29 04:00:00
961,167.13,166.66,6295089,167.58,165.63,166.5654,71465,2022-06-30 04:00:00
962,166.74,169.39,3918710,169.52,165.76,168.4668,52085,2022-07-01 04:00:00
963,168.63,169.01,4971671,169.39,165.33,168.1213,68559,2022-07-05 04:00:00
964,170,170.7,4209229,171.95,169.48,170.67,68048,2022-07-06 04:00:00
965,169.52,170.36,5113219,171.04,169.38,170.173,68958,2022-07-07 04:00:00
966,170.57,171.88,3483014,172.7,170.55,171.7793,52933,2022-07-08 04:00:00
967,171.41,170.47,4929822,172.8,170.02,170.988,67936,2022-07-11 04:00:00
968,173,169.5,5201629,173.32,168.87,170.6228,76622,2022-07-12 04:00:00
969,168.54,170.1,4533125,171.44,167.98,169.8866,75736,2022-07-13 04:00:00
970,168.29,170.98,4218307,171.1601,167.7,169.9008,59103,2022-07-14 04:00:00
971,171.34,171.12,4659092,172.92,170.02,171.0085,55646,2022-07-15 04:00:00
972,171.15,168.26,3479707,171.24,167.85,169.4521,48704,2022-07-18 04:00:00
973,170.25,170.06,4201588,170.75,168.6262,169.8047,52952,2022-07-19 04:00:00
974,170.05,168.26,3460726,170.57,167.46,168.5139,50948,2022-07-20 04:00:00
975,167.99,168.51,3088309,169.41,167.56,168.3399,47375,2022-07-21 04:00:00
976,169.14,169.61,3757926,170.57,168.49,169.4628,55191,2022-07-22 04:00:00
977,170.31,169.85,3357159,170.86,169.04,169.9608,48914,2022-07-25 04:00:00
978,170.57,171.83,3732349,171.99,169.24,171.067,53802,2022-07-26 04:00:00
979,170.49,171.59,4479030,171.95,169.06,170.9435,62731,2022-07-27 04:00:00
980,171.87,174.84,3134222,175.12,171.19,174.0321,51854,2022-07-28 04:00:00
981,173.66,174.96,4215592,175.48,173.39,174.743,54083,2022-07-29 04:00:00
982,174.55,176.95,4034834,177.69,174.55,176.7921,55206,2022-08-01 04:00:00
983,176.94,175.49,3781152,177.145,175.22,175.834,54953,2022-08-02 04:00:00
984,175.08,176.83,4401333,177.06,174.24,176.2728,57246,2022-08-03 04:00:00
985,176.42,175.87,3822568,176.74,174.575,175.6398,55491,2022-08-04 04:00:00
986,174.39,174.55,3295615,174.7,172.4,173.7498,55812,2022-08-05 04:00:00
987,175.79,173.85,2846584,175.97,173.32,174.2108,45500,2022-08-08 04:00:00
988,174.79,174.5,3228826,175.23,173.9579,174.6125,44949,2022-08-09 04:00:00
989,175.81,175.94,4041101,176.43,174.72,175.7373,49006,2022-08-10 04:00:00
990,176.36,175.04,2743920,177.12,174.67,175.789,44457,2022-08-11 04:00:00
991,175.93,177.33,3756404,177.38,175.38,176.8297,43577,2022-08-12 04:00:00
992,177.77,179.28,3043178,179.36,176.8,178.7719,47301,2022-08-15 04:00:00
993,179.78,180.32,3395730,180.7,178.64,180.0503,55275,2022-08-16 04:00:00
994,180.1,180.22,2666289,181.07,179.72,180.2534,45082,2022-08-17 04:00:00
995,180.82,180.4,3010644,180.93,179.94,180.3865,45762,2022-08-18 04:00:00
996,179.76,180.17,3703971,181.01,179.32,180.1669,48977,2022-08-19 04:00:00
997,180.135,178.45,3384988,180.47,178.02,178.8754,50278,2022-08-22 04:00:00
998,177.82,178.37,2574995,178.86,177.29,178.3008,47878,2022-08-23 04:00:00
999,178.37,179.26,3340557,179.5,178.11,179.0621,36690,2022-08-24 04:00:00
1000,179.03,179.27,3401795,179.35,177.39,178.7157,49788,2022-08-25 04:00:00
1001,179.96,175.04,5246614,179.98,174.67,176.1134,62299,2022-08-26 04:00:00
1002,174.55,174.49,4184510,175.29,173.21,174.5314,53313,2022-08-29 04:00:00
1003,174.34,172.99,4026406,174.685,172.33,173.4166,55195,2022-08-30 04:00:00
1004,173.81,172.27,5597882,174.41,172.2,172.8716,60441,2022-08-31 04:00:00
1005,170.9201,172.85,4846285,172.98,170.24,172.0178,66978,2022-09-01 04:00:00
1006,173.72,170.66,5801495,174.97,169.89,172.1278,68161,2022-09-02 04:00:00
1007,170.98,169.51,4900124,172.59,169.125,170.1184,72278,2022-09-06 04:00:00
1008,170.62,173.25,6074572,173.775,169.93,172.6811,57875,2022-09-07 04:00:00
1009,172.78,172.67,3888130,173.43,170.56,172.339,58112,2022-09-08 04:00:00
1010,172.65,173.22,3662160,174.55,171.67,173.2416,57101,2022-09-09 04:00:00
1011,173.22,173.9,5953266,174.44,172.75,173.7633,62530,2022-09-12 04:00:00
1012,172.5,167.41,6926199,172.83,166.95,168.6865,89042,2022-09-13 04:00:00
1013,168.12,168.68,5156886,169.19,167.57,168.3938,78407,2022-09-14 04:00:00
1014,168.53,165.88,5460988,168.56,165.335,166.1709,75373,2022-09-15 04:00:00
1015,166.36,166.97,12012628,167.17,165.25,166.6214,77614,2022-09-16 04:00:00
1016,167.06,168.73,3720886,168.81,166.5,168.0136,50903,2022-09-19 04:00:00
1017,167.58,168.92,3872155,169.15,166.86,168.2013,54810,2022-09-20 04:00:00
1018,169.88,168.44,5134461,172.03,168.34,170.0579,74317,2022-09-21 04:00:00
1019,168.4,168.6,4290658,169.89,168.05,168.8707,55731,2022-09-22 04:00:00
1020,168.39,168.52,4565224,168.75,166.53,168.0875,70280,2022-09-23 04:00:00
1021,168.33,168.45,5326578,170.01,167.53,168.5459,74014,2022-09-26 04:00:00
1022,168.24,166.01,5400774,170,165.24,166.7907,76365,2022-09-27 04:00:00
1023,166.91,168.67,5480944,169.62,165.24,168.1554,72405,2022-09-28 04:00:00
1024,168.8,166.61,5167730,169.14,165,166.4886,68910,2022-09-29 04:00:00
1025,167.69,163.26,5971934,168.24,163.01,164.4483,73069,2022-09-30 04:00:00
1026,163.52,165.25,5093370,165.69,163.021,164.8723,64002,2022-10-03 04:00:00
1027,167.39,167.11,4596786,168.73,165.55,167.0086,64665,2022-10-04 04:00:00
1028,166.97,166,3538805,167.09,163.73,165.75,55864,2022-10-05 04:00:00
1029,165.785,162.8,4623429,166.02,162.495,163.492,60973,2022-10-06 04:00:00
1030,162.3,161.61,4779170,163.01,160.98,161.696,63985,2022-10-07 04:00:00
1031,161.99,161.82,4839239,163.04,161.19,162.016,60459,2022-10-10 04:00:00
1032,162.24,162.59,5222588,164.27,161.56,163.0135,71382,2022-10-11 04:00:00
1033,168.73,169.39,9795304,170.6993,166.6,169.2581,114379,2022-10-12 04:00:00
1034,167.1,174.61,8412881,175.04,166.82,172.1453,106135,2022-10-13 04:00:00
1035,175.98,170.19,5939034,176.258,169.99,171.3471,84916,2022-10-14 04:00:00
1036,172.27,172.73,6401844,173.59,171.07,172.6126,73683,2022-10-17 04:00:00
1037,174.82,175.06,4547398,176.91,173.41,175.0022,80076,2022-10-18 04:00:00
1038,174.82,173.36,5200248,175.84,172.33,173.613,66620,2022-10-19 04:00:00
1039,174.2,171.46,4313954,174.36,171.11,172.0351,62010,2022-10-20 04:00:00
1040,171.2,173.06,5058500,173.685,170.58,172.4895,68252,2022-10-21 04:00:00
1041,174.81,177.68,5316608,177.98,174.67,177.0134,73734,2022-10-24 04:00:00
1042,178.12,178.27,5220027,178.87,176.61,178.0668,70203,2022-10-25 04:00:00
1043,179.26,179.07,5138962,180.9,178.32,179.4738,79402,2022-10-26 04:00:00
1044,180.37,178.88,5424089,180.93,178.57,179.3045,75014,2022-10-27 04:00:00
1045,179.7,182.23,6715501,182.93,179.48,182.1267,86406,2022-10-28 04:00:00
1046,181.18,181.58,4877164,182.98,180.54,181.7035,67325,2022-10-31 04:00:00
1047,180.94,180.76,4084681,182.8101,179.89,180.7917,61860,2022-11-01 04:00:00
1048,180.78,178.24,4970857,183.58,178.17,179.8604,76321,2022-11-02 04:00:00
1049,176.78,177.78,3753759,178.9034,176.53,177.8494,66149,2022-11-03 04:00:00
1050,177.92,178.78,3922495,179.79,176.53,178.3391,70091,2022-11-04 04:00:00
1051,179.52,180.21,3246087,180.62,178.83,179.9007,56096,2022-11-07 05:00:00
1052,180.44,180.71,3724937,182.11,178.8,180.8968,66881,2022-11-08 05:00:00
1053,179.95,178.55,4723617,181.07,178.4,179.2259,57913,2022-11-09 05:00:00
1054,182.65,181.7,6704136,182.92,178.56,181.0533,88190,2022-11-10 05:00:00
1055,181.13,178.05,7390702,181.69,175.44,177.4854,116507,2022-11-11 05:00:00
1056,178.67,176.73,5633044,179.18,176.5,177.8203,74068,2022-11-14 05:00:00
1057,178.04,177.19,5153752,178.7,175.42,177.0775,74407,2022-11-15 05:00:00
1058,178.3,178.33,4701109,179.63,177.72,178.5053,59775,2022-11-16 05:00:00
1059,177.49,180.03,3921298,180.16,177.43,179.2908,59158,2022-11-17 05:00:00
1060,180.21,181.33,4498176,181.84,180.02,180.9795,57662,2022-11-18 05:00:00
1061,182.27,184.82,4397577,185.13,182.09,184.4073,70418,2022-11-21 05:00:00
1062,185.81,184.84,4109601,186.62,184.37,184.9488,51356,2022-11-22 05:00:00
1063,185,185.08,2511122,186.08,184.5,185.0493,43049,2022-11-23 05:00:00
1064,184.58,184.11,1836993,185,183.94,184.2841,23713,2022-11-25 05:00:00
1065,184.4,183.89,6411433,185.4925,183.51,184.0801,51536,2022-11-28 05:00:00
1066,183.3,182.59,4375521,183.42,181.02,182.306,55015,2022-11-29 05:00:00
1067,181.9,185.51,7915639,185.7,180.24,184.3007,77696,2022-11-30 05:00:00
1068,185.48,185.9,4683431,186.33,184.155,185.5054,61948,2022-12-01 05:00:00
1069,184,185.69,3547756,186.31,183.8394,185.405,60118,2022-12-02 05:00:00
1070,183.43,183.12,4083270,183.94,182.32,183.1736,61289,2022-12-05 05:00:00
1071,183.75,181.63,5835166,184.29,180.695,181.814,65641,2022-12-06 05:00:00
1072,181.81,182.18,4241812,182.45,180.69,181.9473,56357,2022-12-07 05:00:00
1073,181.81,183.78,3800879,183.98,181.26,183.2082,60165,2022-12-08 05:00:00
1074,184.21,183.1,3116234,184.21,183.05,183.3634,41725,2022-12-09 05:00:00
1075,184.18,183.97,4691428,184.18,182.355,183.4562,60578,2022-12-12 05:00:00
1076,186.48,183.87,5634889,186.84,182.94,184.2461,78577,2022-12-13 05:00:00
1077,184.07,183.36,5392483,185.88,182.13,184.173,77616,2022-12-14 05:00:00
1078,181.98,180.25,6128214,182.712,178.39,180.0617,77386,2022-12-15 05:00:00
1079,180.08,180.34,15708093,181.19,178.48,180.1824,81897,2022-12-16 05:00:00
1080,180.86,181.34,4447962,183.47,180.35,181.6441,62055,2022-12-19 05:00:00
1081,181.815,181.23,3249006,182.25,180.64,181.4235,50489,2022-12-20 05:00:00
1082,181.55,182.5,4183789,183.68,181.4,182.7132,54335,2022-12-21 05:00:00
1083,181.86,181.09,4305729,182.05,178.9166,180.7732,59625,2022-12-22 05:00:00
1084,180.91,182.26,2197807,182.55,180.45,181.99,37115,2022-12-23 05:00:00
1085,183.282,183.07,3045045,183.61,182.27,183.0726,41672,2022-12-27 05:00:00
1086,184.1,181.75,2694335,184.5442,181.64,182.489,44130,2022-12-28 05:00:00
1087,181.92,181.98,2549240,182.86,181.89,182.2065,38326,2022-12-29 05:00:00
1088,181.38,180.66,3136222,181.96,179.29,180.4576,47814,2022-12-30 05:00:00
1089,180.59,179.41,5137404,180.75,176.57,178.8188,72566,2023-01-03 05:00:00
1090,179.41,178.97,4771321,180.54,177.55,179.0073,71052,2023-01-04 05:00:00
1091,177.96,177.1,3647074,178.77,176.86,177.4208,57007,2023-01-05 05:00:00
1092,178.81,181.1,3713163,181.83,178.8,180.7595,54344,2023-01-06 05:00:00
1093,180.44,179.33,3319247,182.77,178.81,180.4007,63251,2023-01-09 05:00:00
1094,178.79,177.85,3817303,179.53,177.09,178.0243,54130,2023-01-10 05:00:00
1095,179.39,178.05,4370110,179.71,175.68,177.7021,66143,2023-01-11 05:00:00
1096,177.66,175.78,4246606,178.37,175.32,176.3186,69687,2023-01-12 05:00:00
1097,175.4,175.24,4720397,175.73,174.165,174.9429,75808,2023-01-13 05:00:00
1098,176.15,176.06,5032644,177.5525,175.49,176.2841,68789,2023-01-17 05:00:00
1099,175.24,171.62,5032620,175.7384,171.33,172.4995,73967,2023-01-18 05:00:00
1100,171.28,169.63,4720383,172.17,169.4775,170.3337,70424,2023-01-19 05:00:00
1101,168.945,169.88,5778773,169.89,167.46,168.9538,78189,2023-01-20 05:00:00
1102,170.01,169.12,5440358,170.755,168.715,169.5465,77941,2023-01-23 05:00:00
1103,169.61,170.69,4125624,170.87,168.45,170.1714,62653,2023-01-24 05:00:00
1104,170.34,171.93,3852843,171.98,169.34,170.9499,61359,2023-01-25 05:00:00
1105,171.635,170.22,4558394,171.67,170.04,170.6008,67252,2023-01-26 05:00:00
1106,169.77,169.62,5451407,170.23,168.58,169.3889,65350,2023-01-27 05:00:00
1107,169.78,169.48,5191504,171.455,169.14,169.8575,72367,2023-01-30 05:00:00
1108,170.2,171.02,4665460,171.07,169.32,170.5702,56574,2023-01-31 05:00:00
1109,170.88,171.56,4147699,172.32,169.51,171.0471,62730,2023-02-01 05:00:00
1110,169.46,169.97,5646796,170.56,168.5101,169.6253,89116,2023-02-02 05:00:00
1111,170.955,169.12,5308238,171.29,167.05,168.8329,80493,2023-02-03 05:00:00
1112,169.74,171.82,5640124,172.38,169.59,171.464,92031,2023-02-06 05:00:00
1113,170.29,171.56,6044700,172.03,169.26,170.8689,79795,2023-02-07 05:00:00
1114,171,171.16,5687332,171.33,170.24,170.9415,79629,2023-02-08 05:00:00
1115,175.3199,172.78,9619391,176.49,172.04,173.3512,123822,2023-02-09 05:00:00
1116,173.12,176.2,6176023,176.59,172.65,175.4104,92657,2023-02-10 05:00:00
1117,176.26,177.77,5205130,178.225,176.04,177.5785,68228,2023-02-13 05:00:00
1118,177.1,175.77,5203003,177.245,174.79,175.9404,73162,2023-02-14 05:00:00
1119,175,176.01,4125761,176.05,174.59,175.4333,54453,2023-02-15 05:00:00
1120,174.74,175.51,4973168,176.9,174.54,175.8017,61368,2023-02-16 05:00:00
1121,175.155,176.28,3873139,176.42,174.83,175.8264,53436,2023-02-17 05:00:00
1122,175.58,176.18,5797271,177.41,174.67,176.2064,68500,2023-02-21 05:00:00
1123,176.72,176.12,5299484,177.43,175.77,176.3058,51630,2023-02-22 05:00:00
1124,176.66,176.31,3801421,176.99,174.99,176.1785,52886,2023-02-23 05:00:00
1125,175.46,175.96,2959174,176.33,174.29,175.5186,48767,2023-02-24 05:00:00
1126,176.97,175.91,3208625,177.25,175.65,176.1425,50417,2023-02-27 05:00:00
1127,174.88,173.53,4317286,175.06,173.195,173.7806,63126,2023-02-28 05:00:00
1128,172.32,171.33,5359107,172.46,169.12,170.9083,79724,2023-03-01 05:00:00
1129,170.51,173.32,4476403,173.76,169.78,172.8259,70324,2023-03-02 05:00:00
1130,173,173.15,3627092,173.45,171.33,172.8029,58007,2023-03-03 05:00:00
1131,172.22,173.5,3611369,173.66,172.22,173.1913,62503,2023-03-06 05:00:00
1132,173.67,172.64,4095127,174.255,171.87,172.7472,61568,2023-03-07 05:00:00
1133,172.68,173.11,2920414,173.36,171.78,172.7636,44815,2023-03-08 05:00:00
1134,173.62,171.8,4042139,174.36,171.2,172.466,55507,2023-03-09 05:00:00
1135,172.53,172.03,4129912,174.24,170.96,172.0748,68484,2023-03-10 05:00:00
1136,172.76,173.71,8265278,177.23,172.61,175.0855,95484,2023-03-13 04:00:00
1137,172.49,173.53,6480773,173.81,171.57,172.8559,92381,2023-03-14 04:00:00
1138,173.53,176.63,7099919,176.66,173.185,175.659,91898,2023-03-15 04:00:00
1139,176.61,176.51,4734372,177,175.32,176.385,76531,2023-03-16 04:00:00
1140,176.51,175.13,8854570,176.69,174.23,175.3684,70825,2023-03-17 04:00:00
1141,176.5,177.59,4366983,177.68,175.51,177.1698,65474,2023-03-20 04:00:00
1142,177.66,178.01,3812191,178.17,176.28,177.5769,60201,2023-03-21 04:00:00
1143,177.84,176.51,4380780,179.37,176.42,177.7387,62453,2023-03-22 04:00:00
1144,176.06,175.65,4655692,177.22,175.02,175.9155,61096,2023-03-23 04:00:00
1145,176.53,179.09,3713938,179.34,176.39,178.3063,63247,2023-03-24 04:00:00
1146,179.575,179.49,4078583,180.65,179.31,179.7483,56560,2023-03-27 04:00:00
1147,179.33,179.43,2850005,180.46,179.33,179.7668,48334,2023-03-28 04:00:00
1148,180.65,180.67,4495971,180.91,179.985,180.5776,55674,2023-03-29 04:00:00
1149,181,180.83,2742969,181.33,180.075,180.7187,42328,2023-03-30 04:00:00
1150,182.16,182.3,4480030,182.49,181.32,182.117,57248,2023-03-31 04:00:00
1151,181.9,182.5,3902505,182.76,180.4,182.1729,65561,2023-04-03 04:00:00
1152,182.18,181.85,3306483,183.36,181.1,182.0502,53632,2023-04-04 04:00:00
1153,183.25,183.64,3826373,184.96,183.0604,183.9905,70831,2023-04-05 04:00:00
1154,183.302,184.36,3389758,184.74,183.1,184.1595,54868,2023-04-06 04:00:00
1155,183.83,183.2,2408256,183.895,181.69,182.9294,48650,2023-04-10 04:00:00
1156,183.42,182.92,3586784,183.88,182.76,183.0843,51175,2023-04-11 04:00:00
1157,182.69,182.56,3620885,183.78,182.25,182.7481,49486,2023-04-12 04:00:00
1158,182.62,184.38,4303630,184.61,182.105,183.8538,54935,2023-04-13 04:00:00
1159,183.335,183.51,2573142,184.02,182.9201,183.4198,46702,2023-04-14 04:00:00
1160,184.19,184.45,3224527,184.75,183.4808,184.2785,47998,2023-04-17 04:00:00
1161,184.77,184.83,2438554,185.2199,183.74,184.6397,44856,2023-04-18 04:00:00
