PEP,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
111,113,112.59,6359154,113,111.88,112.5309,56850,2019-02-14 05:00:00
112,115.85,115.91,8889504,116.28,114.11,115.5782,63798,2019-02-15 05:00:00
113,116.8,115.93,5596052,116.97,115.2,115.8609,49735,2019-02-19 05:00:00
114,115.75,115.83,6038940,116.64,115.41,115.8816,45895,2019-02-20 05:00:00
115,115.5,116.1,4825945,116.93,115.47,116.1078,40695,2019-02-21 05:00:00
116,116.11,116.76,4865412,116.77,115.59,116.4421,42258,2019-02-22 05:00:00
117,117.17,116.06,3755910,117.3,115.71,116.2363,35343,2019-02-25 05:00:00
118,116.37,115.97,4074651,116.5,115.43,115.9926,33938,2019-02-26 05:00:00
119,115.54,115.37,4175511,115.7,114.41,115.1188,35311,2019-02-27 05:00:00
120,114.74,115.64,5586296,116.22,114.21,115.567,46359,2019-02-28 05:00:00
121,115.86,116.18,3629189,116.37,115.23,115.8773,32710,2019-03-01 05:00:00
122,116.55,116.17,4383080,116.93,115.5,116.0973,35425,2019-03-04 05:00:00
123,115.98,116.03,3785396,116.82,115.6632,116.1595,32607,2019-03-05 05:00:00
124,115.78,116.66,4770682,116.83,115.58,116.4051,41666,2019-03-06 05:00:00
125,116.21,116.1,4858309,117.33,115.7,116.1261,38879,2019-03-07 05:00:00
126,115.83,115.23,5003286,116.26,114.26,114.9443,46148,2019-03-08 05:00:00
127,115.3,116.59,4821824,116.705,114.98,116.1949,41757,2019-03-11 04:00:00
128,116.75,116.57,4356442,117.21,116.01,116.4544,41644,2019-03-12 04:00:00
129,116.88,116.58,5967706,117.56,116.455,116.8717,41549,2019-03-13 04:00:00
130,116.86,115.5,8986684,116.98,115.45,115.991,57254,2019-03-14 04:00:00
131,115.68,115.66,18194180,116.53,115.37,115.7899,66959,2019-03-15 04:00:00
132,116.17,117.27,9475999,117.3885,116.05,117.1102,49277,2019-03-18 04:00:00
133,117.36,118.09,6751664,118.745,117.25,117.9851,47877,2019-03-19 04:00:00
134,118.07,118.32,5733516,119.48,117.35,118.4296,55223,2019-03-20 04:00:00
135,118.01,119.44,4305586,119.665,118.01,119.2712,39636,2019-03-21 04:00:00
136,119.5,120.72,6668099,121.29,119.4467,120.6648,60329,2019-03-22 04:00:00
137,120.26,120.85,4275527,121.29,120.08,120.8269,46056,2019-03-25 04:00:00
138,121.46,122.02,4583158,122.16,121.26,121.8357,48227,2019-03-26 04:00:00
139,122.46,121.89,5318490,123.19,121.19,121.8777,46606,2019-03-27 04:00:00
140,121.89,121.84,3694740,122.47,121.585,121.8639,27887,2019-03-28 04:00:00
141,122.29,122.55,5758805,122.755,121.27,122.3141,35869,2019-03-29 04:00:00
142,122.59,122,5025662,122.89,121.59,122.1121,40191,2019-04-01 04:00:00
143,121.9,121.68,3242608,122.255,121.56,121.7467,35092,2019-04-02 04:00:00
144,121.68,121.56,4534426,122.23,120.74,121.6079,39612,2019-04-03 04:00:00
145,121.81,121.47,3022470,122.125,121.169,121.6294,31345,2019-04-04 04:00:00
146,121.35,121.62,3971535,121.67,120.82,121.3946,31558,2019-04-05 04:00:00
147,121.72,122,3140147,122.04,121.21,121.8542,28746,2019-04-08 04:00:00
148,121.74,122.17,3864363,122.2,120.85,121.8097,39327,2019-04-09 04:00:00
149,122.35,122.04,2673290,122.7,121.66,122.0582,27585,2019-04-10 04:00:00
150,122.36,121.67,3399742,122.75,121.17,121.7125,35331,2019-04-11 04:00:00
151,121.53,122.23,3501129,122.33,121.15,121.881,33129,2019-04-12 04:00:00
152,122.44,123.66,4419849,124,122.36,123.357,41907,2019-04-15 04:00:00
153,123.22,122.41,5263742,123.82,121.89,122.3745,52685,2019-04-16 04:00:00
154,125,127.01,7318172,127.11,123.84,126.3647,64076,2019-04-17 04:00:00
155,128.23,127.09,6331152,128.26,126.7282,127.3389,52680,2019-04-18 04:00:00
156,126.77,126.44,3707004,127.24,125.88,126.4837,35820,2019-04-22 04:00:00
157,126.68,127.09,4464139,127.54,126.12,126.8744,41071,2019-04-23 04:00:00
158,127.41,126.92,3517173,127.98,126.67,127.0847,32034,2019-04-24 04:00:00
159,125.65,126.13,4433718,126.3999,125.18,125.8672,40949,2019-04-25 04:00:00
160,126.52,126.4,3033876,127.245,126.115,126.5261,31060,2019-04-26 04:00:00
161,126.14,126.69,2793384,126.96,126.02,126.5812,27890,2019-04-29 04:00:00
162,127.05,128.05,4963611,128.39,126.34,127.9219,39349,2019-04-30 04:00:00
163,127.85,127.24,3810811,128,127.01,127.4472,33129,2019-05-01 04:00:00
164,127.24,126.83,2875936,127.55,126.17,126.8062,30304,2019-05-02 04:00:00
165,127.1,127.67,2854949,128.18,126.92,127.6628,26214,2019-05-03 04:00:00
166,127.3,127.27,2883946,127.6253,126.76,127.1816,25617,2019-05-06 04:00:00
167,126.64,125.98,3558887,126.95,125.18,126.0253,36451,2019-05-07 04:00:00
168,125.8,126.02,3844711,126.74,124.95,125.9524,29600,2019-05-08 04:00:00
169,125.77,126.05,3127153,126.54,124.85,125.8882,35534,2019-05-09 04:00:00
170,126.14,128.01,3720445,128.28,125.62,127.1244,43362,2019-05-10 04:00:00
171,127.02,127.16,4297336,127.94,126.63,127.11,47669,2019-05-13 04:00:00
172,127.56,127.41,5150328,128.51,127.285,127.6975,41277,2019-05-14 04:00:00
173,127.1,129.35,3751936,129.87,127.1,129.1759,40300,2019-05-15 04:00:00
174,129.37,130.27,4812909,130.745,128.76,130.2894,37540,2019-05-16 04:00:00
175,129.92,130.51,4011704,130.87,129.65,130.3905,37106,2019-05-17 04:00:00
176,130.04,129.99,3965560,130.45,129.55,130.016,38643,2019-05-20 04:00:00
177,130.58,129.05,4080776,130.58,128.855,129.2114,37939,2019-05-21 04:00:00
178,129.1,130.07,3588006,130.64,128.9483,130.0522,34693,2019-05-22 04:00:00
179,129.6,129.97,3901599,130.9,129.51,130.1327,39864,2019-05-23 04:00:00
180,130.33,129.5,2702733,130.48,128.96,129.6372,31421,2019-05-24 04:00:00
181,129.5,127.63,8805969,129.9,127.36,127.9013,42237,2019-05-28 04:00:00
182,127.58,128.17,5502814,128.31,126.84,127.8408,54723,2019-05-29 04:00:00
183,128.15,128.61,2710688,128.91,127.78,128.3742,30742,2019-05-30 04:00:00
184,128,128,4191171,128.45,126.99,127.9141,38789,2019-05-31 04:00:00
185,127.86,128.98,3588681,129.155,127.49,128.6916,38422,2019-06-03 04:00:00
186,129.75,129.07,4242361,129.81,128.02,128.7374,42426,2019-06-04 04:00:00
187,129.22,131.39,5084169,131.605,128.8625,131.0368,48594,2019-06-05 04:00:00
188,131.08,131.98,5427984,132.2703,130.56,131.8762,41293,2019-06-06 04:00:00
189,132.84,133.47,6332717,134.71,132.59,133.8052,47169,2019-06-07 04:00:00
190,133.18,133.59,2957855,133.68,132.36,133.2528,30783,2019-06-10 04:00:00
191,134.06,133.2,3553620,134.3392,132.69,133.3842,36089,2019-06-11 04:00:00
192,134.01,133.14,3302751,134.44,132.66,133.2505,36442,2019-06-12 04:00:00
193,133.45,132.94,2851536,133.79,131.85,132.6713,28873,2019-06-13 04:00:00
194,133.01,132.73,3291805,133.54,132.555,132.9021,28158,2019-06-14 04:00:00
195,132.72,132.52,2725751,133.235,131.885,132.4344,27898,2019-06-17 04:00:00
196,134.42,132.06,4378222,134.42,131.8625,132.464,42615,2019-06-18 04:00:00
197,132.06,132.85,4349918,133.29,131.33,132.4912,37026,2019-06-19 04:00:00
198,133.87,134.16,3847549,134.45,133.34,134.0239,37538,2019-06-20 04:00:00
199,134.16,133.96,7696290,134.56,133.63,134.042,34881,2019-06-21 04:00:00
200,134.65,134.14,3685771,135.242,133.94,134.2998,33260,2019-06-24 04:00:00
201,133.98,133.81,4176399,134.48,133.54,133.9376,40758,2019-06-25 04:00:00
202,133.06,132.32,6024090,133.77,132.3,132.7832,48866,2019-06-26 04:00:00
203,132.25,131.69,4750934,132.44,131.38,131.7443,41113,2019-06-27 04:00:00
204,132.28,131.13,6318523,132.41,130.76,131.2145,41070,2019-06-28 04:00:00
205,131.99,131.87,3548924,132.29,131.07,131.681,38316,2019-07-01 04:00:00
206,132.09,132.43,3233403,132.65,131.35,132.1325,36034,2019-07-02 04:00:00
207,132.98,133.99,2859168,134.09,132.77,133.7016,28471,2019-07-03 04:00:00
208,132.89,133.02,3356086,133.4899,131.55,132.6281,34724,2019-07-05 04:00:00
209,133.1,132.56,5854533,133.39,132.04,132.6538,54684,2019-07-08 04:00:00
210,133,131.74,8233230,133.4,130.72,131.5959,67612,2019-07-09 04:00:00
211,132.4,134.41,6141500,134.46,131.87,133.5035,54201,2019-07-10 04:00:00
212,134.21,134.35,3944397,134.74,133.35,134.0053,39376,2019-07-11 04:00:00
213,134,133.28,4481150,134.43,132.61,133.4111,42271,2019-07-12 04:00:00
214,133.6,134.15,3077887,134.16,132.55,133.791,32332,2019-07-15 04:00:00
215,134.08,133.8,4019662,135.24,133.05,133.8463,42801,2019-07-16 04:00:00
216,133.92,132.78,4105122,134.28,132.47,133.0388,36020,2019-07-17 04:00:00
217,132.61,132.88,3698643,133.2,131.52,132.39,38802,2019-07-18 04:00:00
218,133.17,130.09,5022155,133.19,130.01,131.0093,49209,2019-07-19 04:00:00
219,130.49,130.28,4412036,130.813,129.63,130.2872,34941,2019-07-22 04:00:00
220,131.13,130.74,4145846,132.24,130.41,130.9867,39538,2019-07-23 04:00:00
221,131.2,129.21,4669749,131.2,128.62,129.3767,42756,2019-07-24 04:00:00
222,128.63,128.99,3335188,129.525,128.39,128.9256,37045,2019-07-25 04:00:00
223,129.44,131.22,4581001,131.42,128.71,130.9049,40030,2019-07-26 04:00:00
224,131.5,131.53,4533441,132.06,131.1755,131.5127,34682,2019-07-29 04:00:00
225,131.34,130.48,3367872,132.08,130.23,130.9727,34671,2019-07-30 04:00:00
226,130.48,127.81,5757555,130.48,126.24,128.496,57020,2019-07-31 04:00:00
227,128.96,127.14,6199379,129.4,126.77,127.984,60693,2019-08-01 04:00:00
228,127.1,127.92,5573328,128.82,126.5049,127.8517,55208,2019-08-02 04:00:00
229,128.35,124.4,6192794,129.15,123.88,125.3057,58944,2019-08-05 04:00:00
230,124.78,126.45,6258660,127,124.38,126.1382,55741,2019-08-06 04:00:00
231,126.4,127.78,6148983,128.34,124.63,127.1655,58489,2019-08-07 04:00:00
232,128.1,129.47,3702122,129.75,127.0005,128.9846,34005,2019-08-08 04:00:00
233,129.71,128.6,2929485,129.74,127.32,128.5282,30547,2019-08-09 04:00:00
234,128.45,128.35,2920857,129.15,127.87,128.4456,28998,2019-08-12 04:00:00
235,128.28,129.93,4168535,130.38,127.94,129.7881,42926,2019-08-13 04:00:00
236,129.52,129.12,6232736,130.53,128.8,129.4061,54450,2019-08-14 04:00:00
237,129.66,130.72,3782454,131.22,129.4,130.5314,44237,2019-08-15 04:00:00
238,131.42,131.76,3609658,132.32,130.64,131.648,30357,2019-08-16 04:00:00
239,132.07,132.57,3101259,132.85,131.94,132.4729,30760,2019-08-19 04:00:00
240,132.8,132.06,3160263,133.1,131.93,132.341,32985,2019-08-20 04:00:00
241,132.91,132.34,2936911,133.64,131.6236,132.229,28395,2019-08-21 04:00:00
242,131.75,132.66,2484691,132.93,131.32,132.4403,24856,2019-08-22 04:00:00
243,132.45,130.27,4239733,133.35,129.54,131.0277,42832,2019-08-23 04:00:00
244,130.82,133.74,3954641,133.75,130.586,132.9063,38294,2019-08-26 04:00:00
245,134.2,134.76,7187846,135.3597,133.68,134.7025,47057,2019-08-27 04:00:00
246,134.5,135.19,3972645,135.34,134.28,134.8782,36886,2019-08-28 04:00:00
247,135.61,136.02,3045711,136.44,134.52,135.8297,32517,2019-08-29 04:00:00
248,136.11,136.73,3743235,137.11,135.76,136.5521,33445,2019-08-30 04:00:00
249,136.35,137.46,2989834,137.67,135.88,137.1144,33554,2019-09-03 04:00:00
250,137.81,139.15,3201744,139.18,137.25,138.5487,35492,2019-09-04 04:00:00
251,138.8,135.98,4994610,138.8,135.55,136.8044,51559,2019-09-05 04:00:00
252,136.93,137.37,3051948,137.42,136.02,136.8426,35377,2019-09-06 04:00:00
253,136.4,136.4,4062076,136.68,135.4275,136.1594,39989,2019-09-09 04:00:00
254,135.74,135.86,4175107,136.515,134.68,135.5142,44813,2019-09-10 04:00:00
255,135.27,136.36,5005115,136.79,134.88,135.9168,54053,2019-09-11 04:00:00
256,136.74,137.29,4146873,138.29,136.74,137.4369,46997,2019-09-12 04:00:00
257,136.08,136.44,4008193,136.95,135.68,136.2838,38234,2019-09-13 04:00:00
258,136.39,134.88,2953553,136.5,134.38,135.0171,30679,2019-09-16 04:00:00
259,134.96,135.7,4026765,136.31,134.51,135.5941,34694,2019-09-17 04:00:00
260,135.81,135.5,2695692,135.9999,134.1,135.3487,31335,2019-09-18 04:00:00
261,135.41,135.48,2830949,135.84,135.08,135.4983,29700,2019-09-19 04:00:00
262,135,134.71,6765445,135.76,134.48,135.0019,39591,2019-09-20 04:00:00
263,134.96,135.44,3501488,135.75,134.96,135.4641,32852,2019-09-23 04:00:00
264,136.25,135.36,4885280,136.445,134.58,135.4907,45242,2019-09-24 04:00:00
265,135.21,135.09,3472062,135.66,134.51,135.1194,36248,2019-09-25 04:00:00
266,135.87,135.72,4479586,136.33,135.01,135.804,39682,2019-09-26 04:00:00
267,136.24,135.6,3559446,136.24,134.67,135.4143,29376,2019-09-27 04:00:00
268,136.07,137.1,3911466,137.73,135.87,137.0488,34323,2019-09-30 04:00:00
269,136.93,137.37,3712057,137.94,136.09,137.1565,43404,2019-10-01 04:00:00
270,136.89,133.94,5804773,137.38,133.485,134.495,58252,2019-10-02 04:00:00
271,138.44,137.93,9742607,139.75,136.5,138.3386,78770,2019-10-03 04:00:00
272,137.84,140.28,5319752,140.45,137.62,139.6025,53927,2019-10-04 04:00:00
273,139.29,138.34,4377580,139.61,137.97,138.8263,45053,2019-10-07 04:00:00
274,137.65,137.24,4848087,138.45,137.08,137.5783,44806,2019-10-08 04:00:00
275,137.32,137.85,3089472,138.17,136.83,137.5463,30812,2019-10-09 04:00:00
276,137.11,137.89,2303335,138.25,136.64,137.7351,26353,2019-10-10 04:00:00
277,138.08,137.64,2779534,138.7,137.09,137.8818,31047,2019-10-11 04:00:00
278,137.84,137.45,2386269,138.3,137.24,137.6042,26157,2019-10-14 04:00:00
279,137.48,136.33,3395335,137.945,136.16,136.564,34342,2019-10-15 04:00:00
280,136.14,136.42,2812979,136.49,135.5756,136.2215,30447,2019-10-16 04:00:00
281,137.07,136.96,2457795,137.6153,136.6,137.1013,24977,2019-10-17 04:00:00
282,137.27,136.25,3630795,137.37,136.23,136.6637,30728,2019-10-18 04:00:00
283,136.34,136.12,3170699,136.74,135.66,136.1923,26886,2019-10-21 04:00:00
284,136.65,136.66,3395610,137.35,136.31,136.7599,30252,2019-10-22 04:00:00
285,136.61,137.45,2332068,137.5,136.61,137.1454,24819,2019-10-23 04:00:00
286,137.7,137.89,2311103,138.11,136.79,137.7673,24443,2019-10-24 04:00:00
287,137.78,136.64,2520038,137.92,136.23,136.681,25779,2019-10-25 04:00:00
288,136.55,136.57,3212595,137.55,136.15,136.6761,30105,2019-10-28 04:00:00
289,136.83,136.08,2550254,137.12,135.94,136.3701,26847,2019-10-29 04:00:00
290,135.86,136.9,2653724,137.285,135.41,136.7093,30167,2019-10-30 04:00:00
291,136.8,137.17,4492250,137.53,136.1,136.9012,27863,2019-10-31 04:00:00
292,137.55,136.93,3054900,138.34,136.7,137.2623,32315,2019-11-01 04:00:00
293,136.8,135.16,3202380,137.1,134.73,135.5979,32445,2019-11-04 05:00:00
294,134.83,134.01,4300812,135.1001,132.6,134.0226,45455,2019-11-05 05:00:00
295,134.5,134.44,3645614,134.88,133.55,134.2843,34070,2019-11-06 05:00:00
296,134.41,133.32,3338757,134.5,133.12,133.5098,32801,2019-11-07 05:00:00
297,133.29,133.13,2603954,134.13,132.57,133.051,27563,2019-11-08 05:00:00
298,133.03,132.39,2227544,133.03,131.965,132.4039,28598,2019-11-11 05:00:00
299,132.68,131.98,3246698,132.68,131.59,131.9892,27716,2019-11-12 05:00:00
300,132.63,133.29,3194724,133.57,132.01,133.1198,30066,2019-11-13 05:00:00
301,133.6,133.33,2142100,133.91,132.73,133.3218,25400,2019-11-14 05:00:00
302,133.66,133.81,3648701,133.92,132.8,133.4895,28784,2019-11-15 05:00:00
303,134,134.06,3619873,135.69,133.91,134.5583,35240,2019-11-18 05:00:00
304,134.65,134.57,3019092,135.06,134.0692,134.5401,27088,2019-11-19 05:00:00
305,134.31,133.74,3047718,135.2,133.4,134.0375,29900,2019-11-20 05:00:00
306,133.43,133.91,3391228,134.21,133.086,133.725,33431,2019-11-21 05:00:00
307,133.92,134.07,3014865,134.53,133.02,133.9137,25451,2019-11-22 05:00:00
308,134.66,133.83,3612786,134.78,133.2101,133.7752,31133,2019-11-25 05:00:00
309,134.29,135.7,4947826,135.865,133.8703,135.4226,32691,2019-11-26 05:00:00
310,135.7,135.91,2476283,136.52,135.33,135.9801,23489,2019-11-27 05:00:00
311,136.06,135.83,2978437,136.42,135.26,135.8003,18072,2019-11-29 05:00:00
312,136.65,135.88,3866346,136.65,134.44,135.3922,36581,2019-12-02 05:00:00
313,136.66,135.46,5119578,136.66,134.32,135.2733,43965,2019-12-03 05:00:00
314,134.95,137.3,4228878,137.37,134.54,136.7046,43278,2019-12-04 05:00:00
315,136.19,136.34,3351990,136.54,135.27,136.0253,33040,2019-12-05 05:00:00
316,136.67,137.36,3216924,137.69,136.3397,137.3123,31269,2019-12-06 05:00:00
317,137.15,137.16,3927667,138.04,137,137.3982,32217,2019-12-09 05:00:00
318,137.61,136.27,2940212,137.61,136.17,136.5609,32630,2019-12-10 05:00:00
319,137.05,137.1,3339278,137.54,136.32,137.0041,26730,2019-12-11 05:00:00
320,136.8,137.18,3502138,137.9,136.75,137.2707,34088,2019-12-12 05:00:00
321,136.93,137.94,3558062,138.25,136.19,137.5095,34939,2019-12-13 05:00:00
322,136.95,137.06,4701155,137.52,136.16,136.9912,36914,2019-12-16 05:00:00
323,137.05,136.17,5491845,137.44,135.685,136.2454,38770,2019-12-17 05:00:00
324,137.05,135.97,5370538,137.3,135.625,136.0169,37909,2019-12-18 05:00:00
325,136.22,136.47,3921726,136.74,135.95,136.3747,23543,2019-12-19 05:00:00
326,137.41,137.92,10311283,138.13,135.16,137.7181,39976,2019-12-20 05:00:00
327,137.69,137.04,2992896,138.13,136.84,137.3301,24829,2019-12-23 05:00:00
328,137.09,136.89,1220629,137.38,136.27,136.8396,13852,2019-12-24 05:00:00
329,136.86,136.69,2935081,137.34,136.1,136.668,19220,2019-12-26 05:00:00
330,136.88,137.54,2554025,137.58,136.63,137.3225,22831,2019-12-27 05:00:00
331,136.7,136.81,3024941,137.97,136.48,136.8746,23681,2019-12-30 05:00:00
332,136.69,136.67,3229369,137.2625,136.03,136.5479,27258,2019-12-31 05:00:00
333,136.87,135.82,3596407,137.23,135.14,135.8716,37378,2020-01-02 05:00:00
334,135.46,135.63,4000070,136.79,135.125,135.7897,37311,2020-01-03 05:00:00
335,135.3,136.15,4085432,136.32,135.2012,135.9629,34736,2020-01-06 05:00:00
336,136,134.01,5722453,136.07,133.95,134.3225,43487,2020-01-07 05:00:00
337,134.46,134.7,3681357,135.36,134.07,134.7147,31338,2020-01-08 05:00:00
338,135.29,134.79,3954737,135.38,134.53,134.8284,29302,2020-01-09 05:00:00
339,135.17,134.53,3100675,135.42,134.39,134.8364,30724,2020-01-10 05:00:00
340,134.65,136.53,5127511,136.59,134.63,136.1926,36842,2020-01-13 05:00:00
341,136.18,136.85,4161493,136.94,135.695,136.6768,34186,2020-01-14 05:00:00
342,137.04,139.2,5002877,139.25,136.8,138.7591,39693,2020-01-15 05:00:00
343,139.35,139.61,4977937,140.16,138.91,139.5438,38357,2020-01-16 05:00:00
344,140.1,141.26,6909002,141.32,139.9,140.979,45240,2020-01-17 05:00:00
345,140.61,141.86,4439998,142.12,140.34,141.5881,40342,2020-01-21 05:00:00
346,141.81,143.38,5366139,143.57,141.72,143.0775,43699,2020-01-22 05:00:00
347,143.09,143.65,3916109,143.85,142.37,143.2798,35546,2020-01-23 05:00:00
348,143.83,142.915,2791516,144.15,142.45,143.0298,30822,2020-01-24 05:00:00
349,141.65,142.14,3895268,143.36,141.05,142.3954,36187,2020-01-27 05:00:00
350,142.13,142.44,2908401,142.92,141.76,142.5084,29802,2020-01-28 05:00:00
351,142,141.73,3263305,142.45,141.17,141.8764,30975,2020-01-29 05:00:00
352,142.32,143.83,4058489,143.96,141.52,143.2161,37811,2020-01-30 05:00:00
353,143.81,142.02,4753380,144.65,141.575,142.286,45172,2020-01-31 05:00:00
354,142.77,142.51,3978171,143.075,141.84,142.441,38130,2020-02-03 05:00:00
355,143.2,143.22,3494609,144.06,142.1,143.3663,36375,2020-02-04 05:00:00
356,143.68,144.3,3504869,144.59,143.43,144.1468,36120,2020-02-05 05:00:00
357,144.64,144.33,3571487,145.2977,144.0702,144.4845,34080,2020-02-06 05:00:00
358,144.26,145.37,3138839,145.72,143.83,145.1249,37506,2020-02-07 05:00:00
359,145.93,145.66,3775732,146.42,145.13,145.706,34762,2020-02-10 05:00:00
360,146.21,146.08,3870894,146.36,144.87,145.824,40923,2020-02-11 05:00:00
361,146.68,146.08,4217415,146.74,145.35,145.997,44228,2020-02-12 05:00:00
362,145.25,146.47,5041366,147.13,143.52,145.6908,50731,2020-02-13 05:00:00
363,146.57,146.99,3555977,147.15,145.94,146.6173,32930,2020-02-14 05:00:00
364,147.11,145.6,4938697,147.2,145.4,145.8644,37070,2020-02-18 05:00:00
365,145.62,145.53,2978831,146.48,145.49,145.721,30414,2020-02-19 05:00:00
366,145.77,145.16,2806193,145.8,143.95,144.8533,33305,2020-02-20 05:00:00
367,145.06,145.85,4271865,145.92,144.805,145.5382,34857,2020-02-21 05:00:00
368,145.86,142.64,5027743,147.15,142.56,143.7728,55093,2020-02-24 05:00:00
369,142.59,141.1,7586027,144.38,140.57,141.9234,65722,2020-02-25 05:00:00
370,142.435,141.98,6159262,143.75,141.16,142.186,60579,2020-02-26 05:00:00
371,141.41,136.37,8604968,143.14,136.31,138.8184,89429,2020-02-27 05:00:00
372,133.24,132.03,14169964,133.75,128.35,131.1847,157006,2020-02-28 05:00:00
373,132,137.58,8504547,137.77,131.72,135.5504,90098,2020-03-02 05:00:00
374,137.19,135.58,8728649,139.67,134.74,136.755,97312,2020-03-03 05:00:00
375,136.19,142.39,7635948,142.71,136.05,140.5151,74825,2020-03-04 05:00:00
376,138.81,138.1,6579119,141.42,136.67,138.1329,67630,2020-03-05 05:00:00
377,131.56,137.26,6755028,138.17,131.4532,135.6624,83279,2020-03-06 05:00:00
378,130.18,130.16,8716252,133.35,128.18,130.8673,108373,2020-03-09 04:00:00
379,132.05,134.14,8258624,134.57,126.86,131.3189,100770,2020-03-10 04:00:00
380,130.58,129.75,7468850,132.54,127.63,130.1503,89634,2020-03-11 04:00:00
381,122.1,115.34,12808252,125,113.59,118.9944,136272,2020-03-12 04:00:00
382,120.68,127.45,12007673,127.59,115.07,120.9516,133255,2020-03-13 04:00:00
383,114.69,113.09,10733314,123.82,112,117.5932,114645,2020-03-16 04:00:00
384,116.7,127.72,14242319,127.86,116.39,123.229,158401,2020-03-17 04:00:00
385,120.84,120.92,15250774,127.72,113.7701,119.8292,161666,2020-03-18 04:00:00
386,121.43,117.34,9393486,122.09,116.06,118.2242,97426,2020-03-19 04:00:00
387,118.24,103.93,13093153,118.45,101.42,109.9408,119463,2020-03-20 04:00:00
388,106,105.18,13926832,112.87,102.87,106.3933,134667,2020-03-23 04:00:00
389,109.93,113.84,11446957,114.43,109.365,112.4958,103281,2020-03-24 04:00:00
390,112.74,112.5,9485483,116.36,111.04,113.555,95009,2020-03-25 04:00:00
391,112.71,120.26,10377946,121.8,112.58,117.819,94773,2020-03-26 04:00:00
392,118.57,120.46,9852459,124.65,117.99,120.9613,102278,2020-03-27 04:00:00
393,121.61,125.48,6917153,125.84,121.51,123.9614,69072,2020-03-30 04:00:00
394,124.94,120.1,7093100,125.695,119.5267,122.0218,74720,2020-03-31 04:00:00
395,117.27,118.12,6872957,122.3,115.665,118.9256,71916,2020-04-01 04:00:00
396,117.215,123.86,6181755,125.177,116.48,122.4769,65836,2020-04-02 04:00:00
397,123.19,124.59,5552050,125.37,122.44,124.0719,56391,2020-04-03 04:00:00
398,128.66,131.16,8242235,132.13,125.29,129.7636,77493,2020-04-06 04:00:00
399,132.71,130.48,6254249,135.08,130.29,132.4466,73984,2020-04-07 04:00:00
400,129.64,132.61,5241109,133.295,129.13,131.7489,61141,2020-04-08 04:00:00
401,132.09,133.63,5502555,135.08,131.51,133.6593,68372,2020-04-09 04:00:00
402,131.69,130.89,3785013,133.3499,129.43,130.8718,43490,2020-04-13 04:00:00
403,133.22,138.4,6278696,138.63,132.35,136.8367,65509,2020-04-14 04:00:00
404,137.14,135.03,5773136,137.56,133.7,135.1965,62339,2020-04-15 04:00:00
405,136.9662,135.64,4563973,136.9662,133.85,135.419,46213,2020-04-16 04:00:00
406,137.73,137.55,4866512,138,134.91,136.824,48101,2020-04-17 04:00:00
407,136.9355,134.55,3995378,137.38,134.51,135.7815,48383,2020-04-20 04:00:00
408,132.14,130.94,4359534,132.94,130.59,131.5067,53926,2020-04-21 04:00:00
409,132.44,132.62,4085122,133.67,131.22,132.4295,42661,2020-04-22 04:00:00
410,132.5,130.26,5527717,134.14,130.03,131.5023,48104,2020-04-23 04:00:00
411,130.87,134.36,4065533,134.82,130.65,133.4586,41509,2020-04-24 04:00:00
412,134.42,134.46,4009205,135.21,133.89,134.5437,46559,2020-04-27 04:00:00
413,136.78,136.32,6674220,137.68,134.66,136.2042,63703,2020-04-28 04:00:00
414,136.77,133.36,6706841,136.98,132.9,133.959,76031,2020-04-29 04:00:00
415,132.41,132.29,6782989,133.17,130.42,132.1998,65143,2020-04-30 04:00:00
416,131.12,130.14,4488160,132.225,129.52,130.3694,49381,2020-05-01 04:00:00
417,130.17,130.92,5245315,131.35,129.325,130.414,58115,2020-05-04 04:00:00
418,131.64,131.67,3580084,133.33,130.77,132.1627,45672,2020-05-05 04:00:00
419,131.58,130.78,4192492,132.23,130.69,131.1885,40471,2020-05-06 04:00:00
420,131.55,131.55,5529573,132,130.12,131.148,57856,2020-05-07 04:00:00
421,133.07,134.23,4209378,135.16,132.46,134.2137,48170,2020-05-08 04:00:00
422,133.43,134.38,3591078,136.2,133.17,134.7563,40736,2020-05-11 04:00:00
423,134.755,132.94,3914614,136.38,132.86,134.4446,49136,2020-05-12 04:00:00
424,133.18,132.96,5168826,134.47,131.45,132.7878,61723,2020-05-13 04:00:00
425,132.71,133.08,5522343,133.56,130.15,132.2635,68466,2020-05-14 04:00:00
426,133.77,135.95,20338620,137.66,132.787,135.6834,117242,2020-05-15 04:00:00
427,136.85,135.52,8480600,137.99,135.06,135.7969,75995,2020-05-18 04:00:00
428,134.43,131.73,6640343,134.76,131.4,132.5746,78449,2020-05-19 04:00:00
429,132.54,131.26,8213135,132.6841,130.34,131.1383,88867,2020-05-20 04:00:00
430,130.98,130.21,4886277,131.44,129.61,130.2981,56293,2020-05-21 04:00:00
431,129.61,130.48,3429228,130.63,129.17,130.0317,50384,2020-05-22 04:00:00
432,131.94,129.75,5579269,132.05,129.4,130.496,64832,2020-05-26 04:00:00
433,129.72,130.81,5686547,130.84,128.58,130.0721,63311,2020-05-27 04:00:00
434,131.21,132.29,4976408,132.73,130.11,132.0572,59353,2020-05-28 04:00:00
435,132.01,131.55,13338796,132.24,130.32,131.4222,82821,2020-05-29 04:00:00
