MNST,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
413,30.635,30.07,5729306,30.7425,29.645,30.1525,28376,2020-04-28 04:00:00
414,30.165,31.07,5699468,31.265,29.985,30.9256,26811,2020-04-29 04:00:00
415,31.17,30.905,7046258,31.35,30.5675,30.8529,29159,2020-04-30 04:00:00
416,30.63,29.76,3565130,30.73,29.585,29.8942,20222,2020-05-01 04:00:00
417,29.62,29.605,3832274,29.79,29.365,29.5607,21871,2020-05-04 04:00:00
418,29.745,30.325,5550082,30.88,29.61,30.4882,24749,2020-05-05 04:00:00
419,30.56,30.65,3470880,30.88,30.25,30.6417,19599,2020-05-06 04:00:00
420,30.875,31.045,4428918,31.55,30.825,31.2258,25982,2020-05-07 04:00:00
421,31.69,32.89,6549544,33.375,31.69,32.8673,32405,2020-05-08 04:00:00
422,32.375,33.2,4109884,33.525,32.375,33.1391,23532,2020-05-11 04:00:00
423,33.035,33.095,6303470,33.6075,33.035,33.2638,33012,2020-05-12 04:00:00
424,32.86,32.585,3903758,33.36,32.29,32.6756,25736,2020-05-13 04:00:00
425,32.355,32.495,4096168,32.595,31.95,32.3326,24519,2020-05-14 04:00:00
426,32.47,33.005,8997740,33.1725,32.17,32.9653,26176,2020-05-15 04:00:00
427,33.775,33.31,4412630,33.905,33.11,33.3566,23032,2020-05-18 04:00:00
428,33.43,33.575,4210512,33.8725,33.25,33.6453,23443,2020-05-19 04:00:00
429,33.86,34.705,5147440,34.775,33.86,34.4982,26289,2020-05-20 04:00:00
430,34.59,34.18,3731088,34.6925,34.04,34.2916,22704,2020-05-21 04:00:00
431,33.945,34.355,3404566,34.42,33.89,34.2113,20299,2020-05-22 04:00:00
432,35.125,34.505,5809366,35.325,34.365,34.6784,27943,2020-05-26 04:00:00
433,34.69,35.3,4044466,35.33,34.4951,35.0045,21669,2020-05-27 04:00:00
434,35.555,35.435,6135726,35.82,34.86,35.3728,26373,2020-05-28 04:00:00
435,35.395,35.955,6229074,36.085,34.92,35.762,25221,2020-05-29 04:00:00
436,36.405,36.295,3539636,36.715,36.015,36.361,22632,2020-06-01 04:00:00
437,36.31,36.04,4813446,36.5,35.745,36.0292,22940,2020-06-02 04:00:00
438,36.305,36.255,3567442,36.53,36.03,36.2667,22705,2020-06-03 04:00:00
439,36.17,35.46,5904152,36.555,35.145,35.6877,30739,2020-06-04 04:00:00
440,35.76,36.115,5504820,36.155,35.245,35.9571,25719,2020-06-05 04:00:00
441,35.705,35.2,4955030,36.055,35.085,35.319,23885,2020-06-08 04:00:00
442,34.99,35.215,3340806,35.42,34.79,35.2072,19575,2020-06-09 04:00:00
443,35.36,35.22,2929596,35.495,35.005,35.2534,19407,2020-06-10 04:00:00
444,34.885,33.9,4785440,35.19,33.765,34.1599,27514,2020-06-11 04:00:00
445,34.385,34.15,4212200,34.645,33.895,34.197,23309,2020-06-12 04:00:00
446,33.595,34.4,3371144,34.43,33.31,33.9601,21109,2020-06-15 04:00:00
447,35.215,34.75,3311078,35.25,34.235,34.7375,21637,2020-06-16 04:00:00
448,34.975,34.77,3109292,35.23,34.665,34.9404,17000,2020-06-17 04:00:00
449,34.755,34.855,3172726,35.05,34.6,34.8227,15559,2020-06-18 04:00:00
450,35.345,35.04,8663612,35.475,34.715,35.0817,24672,2020-06-19 04:00:00
451,34.77,35.135,3254632,35.43,34.72,35.1358,18386,2020-06-22 04:00:00
452,35.43,35.09,2900052,35.52,34.995,35.2657,19030,2020-06-23 04:00:00
453,34.775,34.035,4316962,35.065,33.935,34.2126,22382,2020-06-24 04:00:00
454,34.04,34.53,3490358,34.57,33.685,34.3484,19113,2020-06-25 04:00:00
455,34.6,33.95,4092040,34.6885,33.845,34.1079,18648,2020-06-26 04:00:00
456,34.195,34.555,3238344,34.63,33.965,34.4427,20089,2020-06-29 04:00:00
457,34.545,34.66,3857348,34.755,34.29,34.5406,19551,2020-06-30 04:00:00
458,34.665,34.515,2202438,34.985,34.42,34.5956,15559,2020-07-01 04:00:00
459,34.81,34.63,2826656,34.97,34.55,34.7029,17214,2020-07-02 04:00:00
460,35.135,35.655,5203988,35.675,34.985,35.4312,25571,2020-07-06 04:00:00
461,35.4,35.85,5078948,36.4625,35.325,36.0345,28521,2020-07-07 04:00:00
462,36.055,35.88,3343026,36.41,35.61,35.9577,19999,2020-07-08 04:00:00
463,35.825,35.525,3051148,36.02,35.26,35.5847,17846,2020-07-09 04:00:00
464,35.54,35.825,2373526,35.835,35.055,35.6011,15254,2020-07-10 04:00:00
465,36.245,35.275,5254612,36.245,35.12,35.5087,25401,2020-07-13 04:00:00
466,34.885,35.815,4129744,35.875,34.77,35.5677,26401,2020-07-14 04:00:00
467,35.935,36.095,4421658,36.295,35.5,36.0105,22360,2020-07-15 04:00:00
468,35.895,36.31,2986802,36.32,35.805,36.1672,17746,2020-07-16 04:00:00
469,36.65,37.11,11530646,37.31,36.2125,37.0027,36667,2020-07-17 04:00:00
470,37.25,36.935,3709522,37.475,36.795,37.0495,20829,2020-07-20 04:00:00
471,37.25,37.5,5121032,37.88,37.175,37.5314,26699,2020-07-21 04:00:00
472,37.705,37.865,4240820,38.045,37.67,37.8442,19489,2020-07-22 04:00:00
473,38.08,37.465,4396780,38.25,37.4,37.7013,19978,2020-07-23 04:00:00
474,37.53,37.44,3172338,37.745,37.295,37.4923,16967,2020-07-24 04:00:00
475,37.645,38.215,4054056,38.365,37.635,38.0756,20136,2020-07-27 04:00:00
476,38.465,38.095,3481968,38.51,37.965,38.1881,19776,2020-07-28 04:00:00
477,38.11,38.655,2977918,38.755,37.905,38.4941,17741,2020-07-29 04:00:00
478,38.365,38.91,4318712,39,38.0072,38.7404,23758,2020-07-30 04:00:00
479,38.88,39.24,4205424,39.24,38.405,38.8566,23162,2020-07-31 04:00:00
480,39.345,38.92,3148198,39.395,38.575,38.9669,18675,2020-08-03 04:00:00
481,38.74,39.005,4988618,39.125,38.605,38.9252,28663,2020-08-04 04:00:00
482,41.015,41.55,7059390,41.98,40.655,41.2826,37175,2020-08-05 04:00:00
483,41.49,41.755,4367708,41.9125,41.31,41.7113,25461,2020-08-06 04:00:00
484,41.475,41.595,3649178,41.92,41.21,41.5636,21784,2020-08-07 04:00:00
485,41.595,41,2531722,41.68,40.7881,41.0611,18836,2020-08-10 04:00:00
486,41.14,40.3,4647616,41.22,40.075,40.5138,27650,2020-08-11 04:00:00
487,40.62,41.325,4070318,41.535,40.62,41.3529,21560,2020-08-12 04:00:00
488,41.5,41.91,4395658,41.9875,41.395,41.7606,21912,2020-08-13 04:00:00
489,41.745,41.66,2771530,41.94,41.44,41.7373,15902,2020-08-14 04:00:00
490,41.67,41.725,5217930,41.955,41.6425,41.7492,14266,2020-08-17 04:00:00
491,41.72,41.49,2744774,41.915,41.3,41.46,17109,2020-08-18 04:00:00
492,41.39,41.335,2463312,41.79,41.175,41.4257,15077,2020-08-19 04:00:00
493,41.095,41.505,2238690,41.59,40.955,41.4612,16354,2020-08-20 04:00:00
494,41.38,41.365,2961832,41.5125,40.91,41.3307,14009,2020-08-21 04:00:00
495,41.49,41.845,2881146,41.85,41.27,41.654,15907,2020-08-24 04:00:00
496,42.025,41.985,2635632,42.28,41.595,41.912,15013,2020-08-25 04:00:00
497,41.85,41.985,2942746,42.045,41.51,41.9414,16374,2020-08-26 04:00:00
498,42,41.67,2683488,42.095,41.395,41.734,15103,2020-08-27 04:00:00
499,41.875,42.27,3333720,42.32,41.53,42.1508,18133,2020-08-28 04:00:00
500,42.21,41.93,5575222,42.485,41.62,41.8993,27309,2020-08-31 04:00:00
501,41.89,42.42,4303528,42.43,41.735,42.2664,20656,2020-09-01 04:00:00
502,42.5,43.265,5143040,43.525,42.4725,43.2098,26246,2020-09-02 04:00:00
503,43.39,41.35,5403470,43.405,40.985,41.6888,31755,2020-09-03 04:00:00
504,41.58,41.135,5602300,41.88,40.4825,41.0487,28171,2020-09-04 04:00:00
505,40.9,40.05,5340090,40.985,39.825,40.1604,29674,2020-09-08 04:00:00
506,40.275,41.37,7744820,41.675,40.275,41.3291,27882,2020-09-09 04:00:00
507,41.22,40.89,4664468,41.595,40.535,41.0347,26851,2020-09-10 04:00:00
508,41.025,40.67,3004056,41.162,40.21,40.6926,19967,2020-09-11 04:00:00
509,41.055,41.445,3683386,41.66,41.055,41.3793,20930,2020-09-14 04:00:00
510,41.62,41.57,3090266,41.965,41.21,41.5551,17452,2020-09-15 04:00:00
511,41.6869,40.935,2866092,42,40.935,41.3513,18274,2020-09-16 04:00:00
512,40.395,40.355,4069064,40.72,39.83,40.2848,25070,2020-09-17 04:00:00
513,40.405,39.495,8863668,40.475,39.055,39.6572,27828,2020-09-18 04:00:00
514,39.205,39.19,4194354,39.25,38.535,38.915,29332,2020-09-21 04:00:00
515,39.1,39.615,2659224,39.77,38.955,39.5162,16206,2020-09-22 04:00:00
516,39.425,38.895,2850376,39.62,38.715,39.1516,17975,2020-09-23 04:00:00
517,38.725,39,2472390,39.51,38.44,39.1053,16199,2020-09-24 04:00:00
518,38.725,39.395,3153842,39.515,38.54,39.2322,17794,2020-09-25 04:00:00
519,39.955,40.255,4542726,40.365,39.72,40.0986,24943,2020-09-28 04:00:00
520,40.445,39.895,2938630,40.54,39.795,40.0487,18082,2020-09-29 04:00:00
521,40.165,40.1,6780550,40.53,39.82,40.1572,25814,2020-09-30 04:00:00
522,40.525,40.74,9398270,40.88,40.12,40.6576,31080,2020-10-01 04:00:00
523,40.165,39.775,4004100,40.415,39.36,39.8514,25043,2020-10-02 04:00:00
524,39.855,39.335,4563190,40.06,39.01,39.2862,23765,2020-10-05 04:00:00
525,39.315,38.815,3674640,39.685,38.675,39.0713,22331,2020-10-06 04:00:00
526,38.94,39.38,3296198,39.495,38.815,39.287,20120,2020-10-07 04:00:00
527,39.595,39.585,2904394,39.675,39.3,39.5159,16071,2020-10-08 04:00:00
528,39.745,40.475,5007636,40.6,39.685,40.3313,28497,2020-10-09 04:00:00
529,41.015,41.39,6679940,41.695,40.78,41.304,35376,2020-10-12 04:00:00
530,41.83,41.745,5849996,42.23,41.4125,41.7413,30314,2020-10-13 04:00:00
531,41.895,41.4,3780492,42.17,41.085,41.5317,21258,2020-10-14 04:00:00
532,40.915,40.695,4388546,41.2475,40.54,40.7686,29988,2020-10-15 04:00:00
533,40.865,40.38,9510086,41.32,40.35,40.5538,35010,2020-10-16 04:00:00
534,40.23,40.005,4373546,40.785,39.815,40.1424,28314,2020-10-19 04:00:00
535,40.25,40.1,3429448,40.53,39.96,40.2397,24357,2020-10-20 04:00:00
536,39.935,40.045,2382618,40.34,39.705,40.0684,15580,2020-10-21 04:00:00
537,40.21,40.28,2338972,40.39,39.6685,40.1472,15154,2020-10-22 04:00:00
538,40.43,40.195,2807396,40.645,40.025,40.2381,16557,2020-10-23 04:00:00
539,39.6725,39.425,3101630,40.135,39.035,39.3703,20780,2020-10-26 04:00:00
540,39.895,40.195,3812734,40.54,39.665,40.1742,23651,2020-10-27 04:00:00
541,39.355,38.685,4345196,39.57,38.6225,38.8371,22987,2020-10-28 04:00:00
542,38.535,38.77,3060640,39.255,38.27,38.8473,18405,2020-10-29 04:00:00
543,38.415,38.285,6512058,38.61,37.725,38.2704,25171,2020-10-30 04:00:00
544,38.92,38.96,3053858,39.175,38.4608,38.8147,21971,2020-11-02 05:00:00
545,40.175,39.76,11307526,40.265,39.025,39.5283,33043,2020-11-03 05:00:00
546,40.45,41.36,5447236,41.71,40.2025,41.2399,27803,2020-11-04 05:00:00
547,42.02,41.84,5788346,42.345,41.32,41.7385,32341,2020-11-05 05:00:00
548,42.245,41.63,4282780,42.29,41.32,41.6894,23286,2020-11-06 05:00:00
549,43.905,40.675,6738220,44.2025,40.45,41.4901,34114,2020-11-09 05:00:00
550,40.48,40.79,5245430,41.38,40.255,40.8204,25633,2020-11-10 05:00:00
551,40.875,42.25,4652090,42.39,40.7625,41.9996,24425,2020-11-11 05:00:00
552,42.25,41.48,2897138,42.395,41.195,41.5767,23086,2020-11-12 05:00:00
553,41.715,42.01,3730582,42.06,41.44,41.8964,15959,2020-11-13 05:00:00
554,41.99,41.79,4823160,42.665,41.61,41.9213,24843,2020-11-16 05:00:00
555,42.42,42.77,4410486,42.935,41.9875,42.627,28092,2020-11-17 05:00:00
556,42.465,42.11,3784360,43.015,42.06,42.35,19869,2020-11-18 05:00:00
557,41.69,41.865,3605964,42.095,41.425,41.8531,23165,2020-11-19 05:00:00
558,41.805,41.76,3064574,42.195,41.72,41.8484,17419,2020-11-20 05:00:00
559,41.965,42.035,4277038,42.355,41.635,42.0156,27166,2020-11-23 05:00:00
560,42.15,42.095,2868954,42.495,41.755,42.0737,17739,2020-11-24 05:00:00
561,42.285,42.04,1889012,42.47,41.92,42.0681,13931,2020-11-25 05:00:00
562,42.24,42.075,2232314,42.57,41.95,42.1924,11513,2020-11-27 05:00:00
563,42.1,42.39,5308972,42.425,41.64,42.1981,22416,2020-11-30 05:00:00
564,42.74,43.34,4998320,43.5125,42.49,43.2407,24817,2020-12-01 05:00:00
565,43.92,43.13,3482392,44.23,42.91,43.2573,21581,2020-12-02 05:00:00
