FIZZ,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
760,53.26,52.29,708134,55.44,51.75,53.2101,12426,2021-09-13 04:00:00
761,52.13,50.95,450679,52.14,50.45,50.9032,8724,2021-09-14 04:00:00
762,50.81,51.53,715247,52.26,50,51.5477,8342,2021-09-15 04:00:00
763,51.37,51.82,285792,51.93,49.94,51.2322,5594,2021-09-16 04:00:00
764,52.24,52.22,639804,52.86,51.33,52.2646,7328,2021-09-17 04:00:00
765,51.87,51.97,422954,52.75,49.09,52.1345,6878,2021-09-20 04:00:00
766,52.05,53.78,316041,54.205,52.05,53.5281,6497,2021-09-21 04:00:00
767,53.71,53.05,349363,54.47,52.46,52.9845,5410,2021-09-22 04:00:00
768,53.44,51.77,274092,53.95,51.67,52.3537,6269,2021-09-23 04:00:00
769,51.82,51.96,218960,52.86,51.81,52.1125,3973,2021-09-24 04:00:00
770,52.1,52.1,270290,52.96,51.5075,52.0073,5238,2021-09-27 04:00:00
771,51.68,52.17,277705,52.72,51.16,52.0358,6515,2021-09-28 04:00:00
772,52.41,52.53,147344,53.31,52.32,52.6941,4342,2021-09-29 04:00:00
773,52.48,52.49,376281,54.12,51.81,52.9348,6291,2021-09-30 04:00:00
774,52.61,52.98,271938,53.76,52.36,53.1467,5762,2021-10-01 04:00:00
775,53.09,52.81,184899,53.23,52.4902,52.862,5439,2021-10-04 04:00:00
776,52.88,54.31,278542,54.38,52.88,53.9297,5468,2021-10-05 04:00:00
777,54.07,54.85,296629,55.08,53.7,54.4347,5198,2021-10-06 04:00:00
778,55.04,55.52,301256,55.8,54.4504,55.2981,5982,2021-10-07 04:00:00
779,55.62,54.9,278876,55.76,54.2,55.0008,4854,2021-10-08 04:00:00
780,55.35,54.93,138943,55.6,54.42,54.993,2462,2021-10-11 04:00:00
781,54.97,54.9,227583,55.75,54.59,55.0325,3293,2021-10-12 04:00:00
782,55.12,55.89,198393,56.13,54.52,55.6674,3995,2021-10-13 04:00:00
783,56.65,56.87,204735,56.99,56.14,56.6363,4156,2021-10-14 04:00:00
784,57.19,55.18,260211,57.19,55.17,55.8191,5028,2021-10-15 04:00:00
785,55,56.72,222204,56.805,54.37,56.2856,4594,2021-10-18 04:00:00
786,56.89,56.85,128870,56.95,55.85,56.5937,4411,2021-10-19 04:00:00
787,57.06,56.53,142706,57.81,56.0214,56.9372,3228,2021-10-20 04:00:00
788,56.4,56.27,110242,56.63,56.02,56.301,2240,2021-10-21 04:00:00
789,56.55,56.92,129636,57.02,56.16,56.6319,2715,2021-10-22 04:00:00
790,57.17,57.87,177243,57.89,56.96,57.4819,4317,2021-10-25 04:00:00
791,57.84,56.93,162748,57.94,56.92,57.2017,4195,2021-10-26 04:00:00
792,56.76,56.17,131445,57.11,55.55,56.0823,3540,2021-10-27 04:00:00
793,56.72,56.05,157592,57.24,55.66,56.0835,3536,2021-10-28 04:00:00
794,55.89,56.4,164936,57.02,55.89,56.4207,3544,2021-10-29 04:00:00
795,55.83,56.99,173864,57.37,55.39,56.9218,3730,2021-11-01 04:00:00
796,57.33,59.38,256675,59.55,56.8874,58.7816,5214,2021-11-02 04:00:00
797,59.67,61.62,580734,64.67,59.5,62.2658,10663,2021-11-03 04:00:00
798,61.9,60.56,236791,62.18,60.18,60.8534,5331,2021-11-04 04:00:00
799,60.97,62.28,218397,62.54,60.97,61.9641,5605,2021-11-05 04:00:00
800,62.33,61.15,155756,62.99,61.03,61.5859,4579,2021-11-08 05:00:00
801,61.1,61.92,150788,62.3,60.7788,61.7975,4157,2021-11-09 05:00:00
802,61.54,60.55,237423,63.03,60.52,61.2898,4519,2021-11-10 05:00:00
803,60.55,62.83,192884,62.94,60.47,62.0774,4684,2021-11-11 05:00:00
804,63.13,62.75,152523,63.79,62.625,63.0344,3095,2021-11-12 05:00:00
805,62.35,63.25,141956,63.33,62.08,63.0488,3752,2021-11-15 05:00:00
806,63.3,62.43,203583,64.34,62.21,62.9505,6214,2021-11-16 05:00:00
807,62.21,61.87,176921,63.09,61.54,62.0331,4852,2021-11-17 05:00:00
808,62.13,60.01,221983,62.13,59.92,60.5116,6115,2021-11-18 05:00:00
809,60.22,60.09,183794,60.88,59.62,60.2204,4800,2021-11-19 05:00:00
810,60.16,59.98,188005,61.13,59.51,60.2245,4555,2021-11-22 05:00:00
811,59.91,57.77,261730,60.295,56.95,57.9784,5104,2021-11-23 05:00:00
812,57.68,56.85,177484,57.68,56.29,56.8644,4193,2021-11-24 05:00:00
813,56.1,56.05,171256,56.62,55.52,56.0571,3787,2021-11-26 05:00:00
814,56.69,54.34,199690,56.69,54.15,54.8435,5009,2021-11-29 05:00:00
815,54.24,51.94,400351,54.24,51.73,52.5443,7874,2021-11-30 05:00:00
816,53.19,51.31,314549,53.19,50.85,51.8363,7017,2021-12-01 05:00:00
817,51.24,51.12,234576,51.795,50.46,51.2938,5447,2021-12-02 05:00:00
818,53.05,51.78,265751,53.77,51.45,51.9653,7389,2021-12-03 05:00:00
819,51.81,51.54,294528,52.4761,51.3,51.7509,7677,2021-12-06 05:00:00
820,52.08,53.16,328793,54.13,51.65,53.0633,6283,2021-12-07 05:00:00
821,53.2,52.54,340866,53.429,51.66,52.4761,5539,2021-12-08 05:00:00
822,52.23,51.52,381144,53.24,50.93,51.8302,7715,2021-12-09 05:00:00
823,47.22,48.26,1367608,48.4,41.6206,45.7137,19249,2021-12-10 05:00:00
824,48.25,46.73,767644,48.52,45.92,46.8787,11414,2021-12-13 05:00:00
825,46.53,45.52,456240,46.725,45.3135,45.7347,8227,2021-12-14 05:00:00
826,45.67,46.03,270188,46.365,45.13,45.8182,5610,2021-12-15 05:00:00
827,46.27,46.04,259940,47.09,45.69,46.1795,5616,2021-12-16 05:00:00
828,46.25,46.85,876764,47.7,45.73,46.7658,7609,2021-12-17 05:00:00
