NVDA,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
537,135.225,133.61,29047944,136.1175,132.3175,133.8775,143481,2020-10-22 04:00:00
538,134.5,135.9025,23348428,135.9325,132.9125,134.7862,111026,2020-10-23 04:00:00
539,134.27,131.4125,33689432,136.9279,130.385,132.5283,179872,2020-10-26 04:00:00
540,133.06,133.9675,25051968,134.42,131.915,133.3803,109950,2020-10-27 04:00:00
541,131.98,126.27,37651808,132.6,126.09,128.3834,215693,2020-10-28 04:00:00
542,128.385,130.24,32008184,131.9275,127.5,130.0878,141285,2020-10-29 04:00:00
543,128.5,125.34,41739600,129.3638,123,125.0373,225671,2020-10-30 04:00:00
544,126.5775,125.8075,29965264,128.3666,123.95,125.996,139712,2020-11-02 05:00:00
545,127.085,130.195,27289368,131.05,126.0275,129.3622,126328,2020-11-03 05:00:00
546,133.8925,137.9425,41022928,138.275,133.3688,136.4601,193753,2020-11-04 05:00:00
547,141.625,141.6,31902832,143.39,139.91,141.5576,156833,2020-11-05 05:00:00
548,141.0975,145.62,38334860,145.8875,138.95,143.4693,167898,2020-11-06 05:00:00
549,145.525,136.3075,58297788,146.915,136.1075,141.5799,264038,2020-11-09 05:00:00
550,136.065,127.7,64406720,136.065,126.2825,129.553,318488,2020-11-10 05:00:00
551,130.5375,134.18,40474344,134.3488,129.4825,132.5377,176907,2020-11-11 05:00:00
552,134.7892,134.5675,36663500,137.66,133.16,135.462,157990,2020-11-12 05:00:00
553,136.2728,132.97,34676232,136.6875,130.5925,133.0672,161559,2020-11-13 05:00:00
554,131.725,135.1525,41377480,136.495,131.56,134.6897,165791,2020-11-16 05:00:00
555,135.525,134.2225,31196636,135.9625,133.0387,134.2897,150742,2020-11-17 05:00:00
556,134.6525,134.2875,50996532,136.0575,131.85,134.0265,242625,2020-11-18 05:00:00
557,132.1275,134.4025,55493420,134.875,131,133.1654,273734,2020-11-19 05:00:00
558,134.54,130.8775,33708980,134.945,130.65,132.468,197336,2020-11-20 05:00:00
559,131.7113,131.4,36100220,133.825,130.155,131.6094,179880,2020-11-23 05:00:00
560,131.425,129.5775,34569996,131.62,128.85,129.8108,205406,2020-11-24 05:00:00
561,130.325,132.3475,25991640,132.6939,130.2,131.8846,144816,2020-11-25 05:00:00
562,133.75,132.6125,16727520,134.075,131.7055,132.9988,95406,2020-11-27 05:00:00
563,132.65,134.015,28695200,134.125,129.7235,132.6383,157460,2020-11-30 05:00:00
564,134.9225,133.9,29757128,135.2875,132.2825,134.0213,154818,2020-12-01 05:00:00
565,133.505,135.445,28316920,136.7344,132.3425,135.2125,138783,2020-12-02 05:00:00
566,135.875,133.96,19952064,136.6,133.29,134.4767,123961,2020-12-03 05:00:00
567,134.485,135.5825,20224340,135.6,133.8869,135.0027,105304,2020-12-04 05:00:00
568,136.0125,136.0675,22324012,137.3125,135,136.1038,113022,2020-12-07 05:00:00
569,135.85,133.5,27192088,135.9875,132.815,133.9589,147129,2020-12-08 05:00:00
570,133.005,129.3075,38530120,134.14,128.6824,131.0065,219773,2020-12-09 05:00:00
571,128.69,129.7225,20776472,130.6875,128.4938,129.7377,124842,2020-12-10 05:00:00
572,129.6725,130.1325,20926564,130.2,128.23,129.4327,118921,2020-12-11 05:00:00
573,130.8788,133.0875,27015788,133.8875,130.775,132.623,133785,2020-12-14 05:00:00
574,134.3975,133.605,19148592,134.64,131.8675,133.1712,102848,2020-12-15 05:00:00
575,134.225,132.425,22311468,134.3725,132.125,132.7024,110539,2020-12-16 05:00:00
576,133.6675,133.4125,23138388,133.795,131.785,133.0015,108787,2020-12-17 05:00:00
577,133.79,132.72,34183664,134.05,130.705,132.466,127545,2020-12-18 05:00:00
578,130.7475,133.3225,30212816,133.7,129.675,132.1354,139209,2020-12-21 05:00:00
579,133.1925,132.7825,18631488,133.3725,130.5388,132.255,112738,2020-12-22 05:00:00
580,132.56,130.0925,17914276,132.75,130.05,130.9524,108178,2020-12-23 05:00:00
581,130.3725,129.9375,9788352,131.325,129.3875,130.1728,65316,2020-12-24 05:00:00
582,130.625,129,21256564,130.625,127.6318,129.0884,128634,2020-12-28 05:00:00
583,129.25,129.4325,17037216,130.725,128.4225,129.4909,100194,2020-12-29 05:00:00
584,129.9031,131.4575,22539716,132.1375,128.9675,130.7343,120660,2020-12-30 05:00:00
585,131.365,130.55,19242440,131.5113,129.15,130.2855,97584,2020-12-31 05:00:00
586,131.0425,131.135,56064180,136.525,129.625,132.684,248451,2021-01-04 05:00:00
587,130.9975,134.0475,32275992,134.435,130.87,133.3812,139711,2021-01-05 05:00:00
588,132.225,126.145,58009300,132.45,125.86,129.2466,319135,2021-01-06 05:00:00
589,129.675,133.44,46148148,133.7775,128.865,131.942,212255,2021-01-07 05:00:00
590,133.625,132.7675,29252860,134.21,130.42,132.1986,159775,2021-01-08 05:00:00
591,134.1875,136.215,51902880,139.61,133.625,137.5214,260352,2021-01-11 05:00:00
592,137.525,134.8475,29147772,137.545,133.45,135.1852,156296,2021-01-12 05:00:00
593,134.8997,135.3175,21002844,136.25,133.85,135.1628,109320,2021-01-13 05:00:00
594,135.75,132.0025,28312028,135.9975,131.805,133.4148,148260,2021-01-14 05:00:00
595,132.28,128.595,27717328,133.2525,128.485,129.9766,162218,2021-01-15 05:00:00
596,130.1625,130.2525,22618688,130.9398,128.44,129.7834,126122,2021-01-19 05:00:00
597,131.1175,133.6575,25857088,134.305,130.5675,133.0839,128366,2021-01-20 05:00:00
598,134.1861,138.675,33833960,139.9936,132.53,136.6232,176882,2021-01-21 05:00:00
599,137.4009,137.125,24681856,138.4173,136.2725,137.3508,126239,2021-01-22 05:00:00
600,137.8175,136.5325,25085376,138.285,132.3648,135.8611,154350,2021-01-25 05:00:00
601,135.8044,134.3525,16398040,136.4475,133.875,134.9586,98427,2021-01-26 05:00:00
602,132.3,129.1775,36955284,132.3275,127.9375,129.8747,235941,2021-01-27 05:00:00
603,129.9625,130.51,22831596,133.3975,129.605,131.3551,145286,2021-01-28 05:00:00
604,130.75,129.8975,27138404,133.3475,129.1151,130.5891,167051,2021-01-29 05:00:00
605,130.5334,132.37,21720432,132.7075,129.0275,131.4479,132035,2021-02-01 05:00:00
606,133.9875,135.5675,22043828,135.72,132.855,134.5329,130079,2021-02-02 05:00:00
607,136.36,135.305,24336128,139.3175,135.165,136.8434,146998,2021-02-03 05:00:00
608,135.31,136.6425,19898848,136.735,133.3786,135.4274,104511,2021-02-04 05:00:00
609,137.25,135.91,16915364,137.3725,135.4575,136.0248,88704,2021-02-05 05:00:00
610,137.2722,144.3875,43446484,144.7375,137.2722,142.3873,240644,2021-02-08 05:00:00
611,143.4063,142.6325,28756012,145.8325,142.225,143.7797,160095,2021-02-09 05:00:00
612,144.6325,147.6425,48471232,149.05,143.4138,146.8193,247307,2021-02-10 05:00:00
613,149.8025,152.5075,45073572,152.7225,149.25,151.4688,240506,2021-02-11 05:00:00
614,150.5,149.6125,37475748,152.9114,147.75,150.4228,191592,2021-02-12 05:00:00
615,150.6425,153.3025,32195952,153.725,149.5,152.1842,176562,2021-02-16 05:00:00
616,151.71,149.06,27369828,152.2352,147.8,149.4907,160782,2021-02-17 05:00:00
617,147.29,148.29,23408080,148.7325,145.75,147.4022,141249,2021-02-18 05:00:00
618,150.245,149.265,27172412,151.77,148.467,149.8942,134849,2021-02-19 05:00:00
619,147.7475,143.5575,32588556,151.3325,143.25,146.9365,190067,2021-02-22 05:00:00
620,140.7525,141.42,39022932,142.3875,133.895,138.8023,271874,2021-02-23 05:00:00
621,141.2275,144.99,44822308,145.0675,137.56,142.8629,243437,2021-02-24 05:00:00
622,140.4542,133.075,80835604,143.7475,132.1625,136.6204,491322,2021-02-25 05:00:00
623,137.525,137.145,50093040,138.545,133.61,136.857,278162,2021-02-26 05:00:00
624,138.75,138.4175,35316700,139.25,135.5325,137.1921,206080,2021-03-01 05:00:00
625,139,134.0625,26411412,139.205,133.96,136.1715,167280,2021-03-02 05:00:00
626,134.2625,128.0475,37759028,134.515,127.9875,130.0062,287640,2021-03-03 05:00:00
627,128.0075,123.7025,57329896,129.75,120.8375,124.5798,397127,2021-03-04 05:00:00
628,125.5,124.615,54283884,125.5,116.7925,121.9668,372750,2021-03-05 05:00:00
629,124.5,115.9325,54235168,124.7125,115.665,119.102,363950,2021-03-08 05:00:00
630,121.3025,125.2025,49580152,126.1675,120.5925,123.9708,266825,2021-03-09 05:00:00
631,128.405,124.6825,38288056,129.8,124.575,126.6996,206747,2021-03-10 05:00:00
632,129.5,129.935,29991428,130.4625,127.345,129.4268,178000,2021-03-11 05:00:00
633,126.4825,128.56,24396396,128.8875,125.9,127.8625,141654,2021-03-12 05:00:00
634,128.6475,131.9125,22252044,132.0675,127.6713,130.5512,136811,2021-03-15 04:00:00
635,133.565,132.9125,27212960,135.125,131.1675,133.5283,147621,2021-03-16 04:00:00
636,130.3975,133.4125,24366580,134.5325,129.895,132.2081,140768,2021-03-17 04:00:00
637,131.365,127.225,29418808,131.84,127.1704,129.2453,183218,2021-03-18 04:00:00
638,127.5,128.4575,29920696,129.215,126.125,128.1179,144288,2021-03-19 04:00:00
639,129.1275,131.8625,29780308,133.945,129.0675,132.1156,156738,2021-03-22 04:00:00
640,132.5425,130.7075,22204608,133.445,130.2125,131.8766,136285,2021-03-23 04:00:00
641,131.5125,126.43,24583852,131.5913,126.3675,128.6557,153593,2021-03-24 04:00:00
642,124.995,125.3525,29514456,127.1475,122.72,124.8678,201278,2021-03-25 04:00:00
643,125.545,128.3925,36396896,128.5625,123.735,126.1306,185160,2021-03-26 04:00:00
644,128.2025,129.4825,27317588,130.625,127,128.9524,155112,2021-03-29 04:00:00
645,128.4195,128.7175,20020248,129.7525,127.05,128.5262,118025,2021-03-30 04:00:00
646,130.155,133.4825,31477752,134.705,129.825,133.2495,160470,2021-03-31 04:00:00
647,135.7225,138.1175,30796260,138.7,135.1125,137.3306,178497,2021-04-01 04:00:00
648,138.675,139.875,25413140,140.1396,137.33,139.0991,136580,2021-04-05 04:00:00
649,139.9968,138.615,19174596,140.5413,137.7362,139.1914,107251,2021-04-06 04:00:00
650,138.8075,141.435,25128436,142.435,137.115,140.6926,133517,2021-04-07 04:00:00
651,142.5275,143.17,24441492,144.715,142.4894,143.4485,133982,2021-04-08 04:00:00
652,142.14,144,19517088,144.08,141.75,143.2737,97078,2021-04-09 04:00:00
653,142.8975,152.09,86932200,153.525,141.3925,149.3983,389498,2021-04-12 04:00:00
654,152.315,156.795,67621188,157,151.2575,155.0891,318192,2021-04-13 04:00:00
655,156.25,152.77,38550192,157.2046,152.275,154.5743,209317,2021-04-14 04:00:00
656,156.625,161.3725,59848068,162.1415,156.315,160.2701,307749,2021-04-15 04:00:00
657,160.5309,159.125,33520756,161.6575,158.6525,159.7178,173695,2021-04-16 04:00:00
658,155.3654,153.6175,40241808,158.075,152.33,154.6744,221143,2021-04-19 04:00:00
659,153.2325,151.7125,33389304,154.97,149.63,151.7125,185859,2021-04-20 04:00:00
660,151.1875,153.605,21677704,153.625,151.0225,152.6489,122942,2021-04-21 04:00:00
661,153.75,148.5025,27778628,154.3857,147.835,150.3585,176153,2021-04-22 04:00:00
662,149.3436,152.6525,22777220,153.3488,149.0025,151.8173,128406,2021-04-23 04:00:00
663,151.8505,154.78,19772908,154.79,151.25,153.4517,109580,2021-04-26 04:00:00
664,155.785,153.8175,16457300,156.705,153.545,154.4177,102504,2021-04-27 04:00:00
665,153.645,152.7675,20941620,155.3225,152.1552,153.3681,115219,2021-04-28 04:00:00
666,154,153.2475,17301648,154.365,150.715,152.5244,117227,2021-04-29 04:00:00
667,151.745,150.095,20191008,153.65,149.97,151.1484,113412,2021-04-30 04:00:00
668,151.25,148.3675,20391184,152.4675,147.875,149.2958,131821,2021-05-03 04:00:00
669,146.3725,143.5125,40532480,146.375,140.1025,142.5269,240615,2021-05-04 04:00:00
670,147.09,144.585,29202304,148.135,143.875,146.099,164006,2021-05-05 04:00:00
671,144.9525,145.23,19338092,145.7125,142.1809,144.1238,122188,2021-05-06 04:00:00
672,148.0825,148.1225,22932732,149.7075,146.7171,148.2804,128334,2021-05-07 04:00:00
673,147.8725,142.6575,26863980,148.06,142.5,143.8093,160398,2021-05-10 04:00:00
674,138.25,143.0625,28558536,143.5475,137.5,141.1821,199413,2021-05-11 04:00:00
675,140.095,137.585,30330932,142.6025,137.0925,138.8177,193320,2021-05-12 04:00:00
676,140.3375,136.6525,28572748,140.8075,134.59,137.5225,170199,2021-05-13 04:00:00
677,138.9,142.43,25711900,143.2811,137.485,141.3365,152040,2021-05-14 04:00:00
678,141.57,141.655,21672084,141.6925,138.535,140.3337,124115,2021-05-17 04:00:00
679,142.67,140.1575,18625424,144.0425,140.04,141.9642,109147,2021-05-18 04:00:00
680,135.665,140.6575,34399936,140.795,135.4325,138.553,184579,2021-05-19 04:00:00
681,143.025,146.125,32159192,146.8379,142.705,145.4178,192748,2021-05-20 04:00:00
682,151.6375,149.9175,67299200,152.22,148.6939,150.3741,368812,2021-05-21 04:00:00
683,152.125,156.12,55481620,157.45,151.76,155.5349,321369,2021-05-24 04:00:00
684,157.66,156.4775,43420688,158.185,154.825,156.2248,238330,2021-05-25 04:00:00
685,157.3425,157,37043864,157.9375,155.8625,156.6508,239664,2021-05-26 04:00:00
686,156.9975,154.88,57847520,157.5,154.6,155.706,306195,2021-05-27 04:00:00
687,155.01,162.445,64253560,162.7748,155.01,160.7926,381545,2021-05-28 04:00:00
688,162.7,162.645,47280300,163.8813,159.0325,161.5926,266765,2021-06-01 04:00:00
689,162.5225,167.7825,59380756,169.1887,162.355,166.8704,337829,2021-06-02 04:00:00
690,167.0075,169.6975,58000680,172.59,165.83,169.7834,320882,2021-06-03 04:00:00
691,171.125,175.7825,60632028,176.61,170.955,175.1196,332764,2021-06-04 04:00:00
692,175.7114,176.19,57201492,178.125,171.9275,175.06,311325,2021-06-07 04:00:00
693,175.2725,174.57,32384676,176.2159,172.51,174.2261,202454,2021-06-08 04:00:00
694,175.1575,173.5825,38163008,175.75,172.5575,174.1057,190435,2021-06-09 04:00:00
695,173.5,174.25,28777044,174.92,171.76,173.8297,180357,2021-06-10 04:00:00
696,174.795,178.2525,41517864,179.3923,174.4375,177.6428,244393,2021-06-11 04:00:00
697,179.06,180.1875,32127028,180.395,176.6275,178.9562,203209,2021-06-14 04:00:00
698,179.15,177.885,24303044,180.1625,177.2795,178.6775,153669,2021-06-15 04:00:00
699,177.9075,178.1025,30712260,179.5468,175.8442,178.0592,179899,2021-06-16 04:00:00
700,177.7457,186.5725,80963568,188.35,177.5625,185.6054,375324,2021-06-17 04:00:00
701,187.84,186.3875,96885428,193.75,185.84,189.824,487963,2021-06-18 04:00:00
702,184.3525,184.2725,67023036,185.365,178.2265,181.6915,352579,2021-06-21 04:00:00
703,184.715,188.8675,57014556,189.6375,183.8587,187.5503,278330,2021-06-22 04:00:00
704,190.0775,190.5725,33221304,191.5275,189.0775,190.5644,196572,2021-06-23 04:00:00
705,192.2775,192.055,32092240,194.2,190.8825,192.6086,198152,2021-06-24 04:00:00
706,192.805,190.31,27836592,193.455,188.9438,190.4721,176504,2021-06-25 04:00:00
707,193.6125,199.85,49543656,200.7875,193.19,198.7517,286743,2021-06-28 04:00:00
708,198.825,200.2675,36763384,200.9875,196.5688,198.8286,240001,2021-06-29 04:00:00
709,199.9913,200.025,32656616,201.625,198.6375,200.0155,192750,2021-06-30 04:00:00
710,201.25,202.12,48013496,204.56,200.19,202.299,287825,2021-07-01 04:00:00
711,204.4013,204.87,34339668,205.0525,202.8775,204.0459,214640,2021-07-02 04:00:00
712,207.375,206.985,44668892,208.42,203.5025,206.6157,266974,2021-07-06 04:00:00
713,208.535,203.7175,41842724,208.75,203.3205,204.9745,253606,2021-07-07 04:00:00
714,198.565,199.0275,50329924,201.33,197.0075,199.1005,347220,2021-07-08 04:00:00
715,199.625,200.5025,29619068,200.8013,197.5425,199.325,202957,2021-07-09 04:00:00
716,202.4,205.125,32198476,205.3275,201.8775,203.814,211975,2021-07-12 04:00:00
717,204.005,202.5,29070632,204.6125,201.14,203.0901,187253,2021-07-13 04:00:00
718,203.5775,198.415,38009920,204.1775,197.5275,199.9294,234104,2021-07-14 04:00:00
719,198.1175,189.6625,55056452,198.47,188.585,191.9773,384019,2021-07-15 04:00:00
720,190.305,181.61,68822264,191.5711,180.73,184.8878,435643,2021-07-16 04:00:00
721,179.1525,187.7975,74905816,190.42,178.655,186.3995,462970,2021-07-19 04:00:00
722,187.3,186.12,42688654,188.38,181.64,185.0057,665272,2021-07-20 04:00:00
723,188.82,194.1,37101736,195.27,187.42,192.4914,477891,2021-07-21 04:00:00
724,196.42,195.94,32382595,198.87,192.76,195.2839,395149,2021-07-22 04:00:00
725,196.5635,195.58,19567198,197,192.5,194.6176,267224,2021-07-23 04:00:00
726,193.11,192.94,20394316,194.42,189.14,192.3744,290156,2021-07-26 04:00:00
727,192.65,192.08,24886258,196.22,187.41,190.9913,342414,2021-07-27 04:00:00
728,193.192,195.03,20219115,196.46,189.95,194.3867,248924,2021-07-28 04:00:00
729,195.19,196.62,19078088,198.53,193.2803,197.0035,232382,2021-07-29 04:00:00
730,194.18,194.99,18349746,196.3,192.63,194.5656,221596,2021-07-30 04:00:00
731,197,197.5,21714793,199.61,193.61,197.3819,272457,2021-08-02 04:00:00
732,197.4,198.15,30181074,202.22,192.2,197.4827,360238,2021-08-03 04:00:00
733,199.9,202.74,23130939,203.18,198.28,201.3277,303959,2021-08-04 04:00:00
734,205,206.37,21128287,207.33,203.42,205.7013,288609,2021-08-05 04:00:00
735,205.24,203.66,17810461,205.7,202.1,204.1787,218498,2021-08-06 04:00:00
736,204.46,202.95,14644310,205.0799,201.43,203.3649,197621,2021-08-09 04:00:00
737,203.22,199.36,17923778,204.3,198.3454,200.6161,239515,2021-08-10 04:00:00
738,200.43,196.99,18592484,200.49,194.3,196.9303,270245,2021-08-11 04:00:00
739,198.7,199.05,15186155,200.2899,196.2,198.7386,207809,2021-08-12 04:00:00
740,199.05,201.88,18306286,202.1381,198.51,200.7023,194753,2021-08-13 04:00:00
741,201.35,199.5,21115280,202.87,194.53,198.1002,263027,2021-08-16 04:00:00
742,196.85,194.58,20441895,197.7,192.67,194.7025,275621,2021-08-17 04:00:00
743,195,190.4,28591348,196.3365,190,193.1448,328620,2021-08-18 04:00:00
744,194.94,197.98,75455477,204.95,187.62,197.8137,700169,2021-08-19 04:00:00
745,199.91,208.16,66942631,208.6506,199.33,205.1553,575909,2021-08-20 04:00:00
746,209.71,219.58,57580658,219.97,209.5,216.8491,559162,2021-08-23 04:00:00
747,217.53,217.93,29729892,219.59,215.35,217.8336,365714,2021-08-24 04:00:00
748,217.37,222.13,34695104,224.7,217.22,222.7887,403539,2021-08-25 04:00:00
749,222,220.68,23794042,223.4,217.9,220.8407,261080,2021-08-26 04:00:00
750,221.84,226.36,30463719,227.22,221.67,225.0005,332136,2021-08-27 04:00:00
751,228.2997,226.88,26257990,230.43,225.51,227.5209,346849,2021-08-30 04:00:00
752,226.95,223.85,25984968,226.95,221.2,223.8245,298561,2021-08-31 04:00:00
753,224.85,224.41,20164795,226.97,223.565,225.105,267370,2021-09-01 04:00:00
754,225.18,223.96,18810957,225.9299,222.945,224.3431,242172,2021-09-02 04:00:00
755,223.25,228.43,28083198,229.86,222,227.6902,303457,2021-09-03 04:00:00
756,228.33,226.62,20010285,228.99,225.224,226.69,282153,2021-09-07 04:00:00
757,225.13,223.39,25409821,226.1,219.77,222.5692,323135,2021-09-08 04:00:00
758,223.12,221.77,19685601,225.38,221.31,223.0825,255118,2021-09-09 04:00:00
759,223.4831,224.78,24837574,226.26,222.7,224.7374,308606,2021-09-10 04:00:00
760,226.84,221.52,30099643,229.64,218.58,221.1073,392191,2021-09-13 04:00:00
761,222.75,222.42,20247198,224.1,220.86,222.6001,253851,2021-09-14 04:00:00
762,223.09,223.41,16888796,223.6699,219.66,221.6792,233146,2021-09-15 04:00:00
763,221.8345,222.42,15603344,222.77,219.27,221.1032,206277,2021-09-16 04:00:00
764,223,219,29450284,223.21,218.3,220.2597,247228,2021-09-17 04:00:00
765,211.46,211.13,34944045,214.33,206.62,210.2718,500533,2021-09-20 04:00:00
766,214.165,212.46,20468810,214.25,209.5,212.4155,271953,2021-09-21 04:00:00
767,213.655,219.41,26872556,219.6,211.96,217.1001,309083,2021-09-22 04:00:00
768,221.4,224.82,24790491,225.345,218.9,223.3782,307951,2021-09-23 04:00:00
769,220.7,220.81,21765545,221.49,218.61,220.2027,278639,2021-09-24 04:00:00
770,217.1035,216.6,24521514,217.99,213.25,215.9019,305290,2021-09-27 04:00:00
771,212.135,206.99,34306895,214.19,206.51,208.5703,499213,2021-09-28 04:00:00
772,209.395,205.17,21839363,210.17,204.67,207.0408,330728,2021-09-29 04:00:00
773,207.684,207.16,22408570,210.66,206.88,208.413,309315,2021-09-30 04:00:00
774,207.5,207.42,24089696,208.59,202.03,205.2651,309951,2021-10-01 04:00:00
775,205.04,197.32,34563497,205.4179,195.55,198.2016,577850,2021-10-04 04:00:00
776,199.5,204.51,27928165,206.48,198.54,203.7871,342061,2021-10-05 04:00:00
777,201.2,207,29720175,207.2,200.8,205.2271,303788,2021-10-06 04:00:00
778,210.92,210.75,25691893,213.22,209.72,211.5082,297614,2021-10-07 04:00:00
779,211.01,208.31,15324730,212.06,207.75,209.5426,205198,2021-10-08 04:00:00
780,205.75,206.95,16338754,210.63,205.11,208.5965,193920,2021-10-11 04:00:00
781,208.275,206.71,16202954,210.57,205.28,207.4779,208156,2021-10-12 04:00:00
782,209.18,209.39,17265188,209.9,207.13,208.7033,227908,2021-10-13 04:00:00
783,212.88,217.46,24358881,217.55,211.2201,215.3607,297971,2021-10-14 04:00:00
784,218.1,218.62,22109401,219.31,216.62,218.214,256832,2021-10-15 04:00:00
785,217.49,222.22,18949356,222.91,216.44,221.1787,237365,2021-10-18 04:00:00
786,222.76,222.9,16136929,223.79,220.37,222.4279,204629,2021-10-19 04:00:00
787,223.045,221.03,14627594,224.33,219.82,221.883,206699,2021-10-20 04:00:00
788,220.97,226.92,18759032,227.11,220.83,225.0571,222100,2021-10-21 04:00:00
789,228.23,227.26,24934379,231.3,225.61,228.243,315482,2021-10-22 04:00:00
790,229.73,231.66,22902983,233.5499,227.7,230.8808,285800,2021-10-25 04:00:00
791,239.89,247.17,48583385,252.59,239.24,247.2036,612818,2021-10-26 04:00:00
792,244.74,244.51,24598399,250.9,242.8201,247.0335,340964,2021-10-27 04:00:00
793,248.78,249.41,23420431,249.5,245.23,247.6093,285445,2021-10-28 04:00:00
794,250.005,255.67,29250284,257.09,250,254.5433,373036,2021-10-29 04:00:00
795,256.49,258.27,26568256,258.94,252.27,256.7118,370125,2021-11-01 04:00:00
796,258.22,264.01,29411239,266.78,258,263.0081,382509,2021-11-02 04:00:00
797,266.7,265.98,23991033,267.84,262.35,264.7091,311276,2021-11-03 04:00:00
798,272.29,298.01,115330295,313.65,271.18,294.8862,1277707,2021-11-04 04:00:00
799,301.87,297.52,85109014,314,294.1,304.5735,1046559,2021-11-05 04:00:00
800,301.49,308.04,50304913,311,299.07,306.4512,629647,2021-11-08 05:00:00
801,322.82,306.57,64647621,323.1,299.64,310.7142,873107,2021-11-09 05:00:00
802,293.56,294.59,63360249,308.5,287.78,297.8235,797033,2021-11-10 05:00:00
803,304.68,303.9,33217211,305.9,297.7701,302.1882,437878,2021-11-11 05:00:00
804,300.1,303.9,41305428,306.8,296.3,302.3968,485766,2021-11-12 05:00:00
805,305.52,300.25,38490900,306.44,292.47,298.6675,529302,2021-11-15 05:00:00
806,297.59,302.03,26448367,303.9,297.0587,300.6269,380712,2021-11-16 05:00:00
807,304.18,292.61,42850799,305.09,288,296.5563,704248,2021-11-17 05:00:00
808,323.67,316.75,78171075,327.6,313.21,319.9792,1040094,2021-11-18 05:00:00
809,322.43,329.85,53386665,330.88,319.05,326.9167,700715,2021-11-19 05:00:00
810,335.17,319.56,75333524,346.47,319,331.9149,966658,2021-11-22 05:00:00
811,315.35,317.46,53091270,323.6,308.8,315.1414,686592,2021-11-23 05:00:00
812,314.61,326.74,43516226,328.55,309.28,321.688,580932,2021-11-24 05:00:00
813,326,315.03,28306886,327.1,313.5,318.4502,463715,2021-11-26 05:00:00
814,323.66,333.76,45496398,334.12,320.36,328.1011,585597,2021-11-29 05:00:00
815,331.69,326.76,62206647,333.53,318.6401,325.6744,768934,2021-11-30 05:00:00
816,332.1947,314.35,48580204,332.8934,313.8,324.5611,656203,2021-12-01 05:00:00
817,312.14,321.26,47289033,324.7799,310.25,319.7899,600648,2021-12-02 05:00:00
818,320,306.93,54432505,321.29,301.3,306.9438,871691,2021-12-03 05:00:00
819,298.8,300.37,65893845,302.41,280.38,293.3645,956873,2021-12-06 05:00:00
820,309.57,324.27,59305348,324.49,306.51,317.8194,724066,2021-12-07 05:00:00
821,319.99,318.26,47538645,322.9,314.2101,318.7979,605987,2021-12-08 05:00:00
822,317.34,304.9,48850716,322.05,304.28,311.5274,624166,2021-12-09 05:00:00
823,311.5,301.98,48882509,313.05,298.61,302.9636,622703,2021-12-10 05:00:00
824,302.49,281.61,59827670,302.94,281.16,290.5867,825531,2021-12-13 05:00:00
825,276.99,283.37,66703537,286.78,272.5,279.966,816291,2021-12-14 05:00:00
826,284,304.59,69829688,305,278.38,290.7433,844140,2021-12-15 05:00:00
827,311.52,283.87,70736595,311.6,280.93,290.6543,1045379,2021-12-16 05:00:00
828,279.85,278.01,71662239,289.22,277.6,281.6221,755845,2021-12-17 05:00:00
829,273.05,277.19,46184676,281.44,271.45,275.7703,673856,2021-12-20 05:00:00
830,283.74,290.75,52438494,291.2,274.01,284.1813,694153,2021-12-21 05:00:00
831,288.91,294,39518438,295.55,284.49,291.5437,528708,2021-12-22 05:00:00
832,297.55,296.4,34252174,300.59,294.3101,297.3798,493093,2021-12-23 05:00:00
833,296.6,309.45,40368587,310.865,296.4,307.2269,594623,2021-12-27 05:00:00
834,313.12,303.22,41899120,313.3,300.1181,304.6235,629323,2021-12-28 05:00:00
835,302.725,300.01,34313928,305.48,293.66,298.6315,495859,2021-12-29 05:00:00
836,298.27,295.86,30886422,304.57,295.4,300.5143,408147,2021-12-30 05:00:00
837,296.74,294.11,26652991,300.3,293.3057,295.7364,361184,2021-12-31 05:00:00
838,298.15,301.21,39240294,307.11,297.85,302.2089,585469,2022-01-03 05:00:00
839,302.77,292.9,52715440,304.68,283.49,290.8154,894297,2022-01-04 05:00:00
840,289.49,276.04,49806388,294.16,275.33,282.8943,836624,2022-01-05 05:00:00
841,276.4,281.78,45418636,284.3799,270.65,279.5098,725603,2022-01-06 05:00:00
842,281.41,272.47,40993851,284.22,270.57,275.1844,639610,2022-01-07 05:00:00
843,265.81,274,59461560,274.69,256.4384,263.8937,991811,2022-01-10 05:00:00
844,273.225,278.17,40408929,280.65,268.39,275.4607,572165,2022-01-11 05:00:00
845,280.665,279.99,38341346,285.95,276.08,280.7656,562208,2022-01-12 05:00:00
846,283.79,265.75,53857879,284.8,264.98,271.4338,845316,2022-01-13 05:00:00
847,263,269.42,39583233,271.969,262.1001,267.8048,620045,2022-01-14 05:00:00
848,262.6,259.03,42530617,266.38,257.7,261.2819,672210,2022-01-18 05:00:00
849,260.79,250.67,48831451,265.4317,250.52,256.1988,738208,2022-01-19 05:00:00
850,253.04,241.5,43518073,255.7904,240.78,249.4445,742834,2022-01-20 05:00:00
851,235.07,233.74,71895784,248.23,232.63,238.1255,1074672,2022-01-21 05:00:00
852,223.3,233.72,91581063,233.8,208.88,221.4189,1421722,2022-01-24 05:00:00
853,225.46,223.24,66458403,229.43,220,224.3052,990557,2022-01-25 05:00:00
