LTCUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
693,89.45,90.61,147722.829897413,91.257,88.53,89.6644,52128,2023-07-26
694,90.61,90.59,122305.16205981,92.07,89.6,90.7912,44556,2023-07-27
695,90.58,91.46,110253.085017981,92.125,90.5,91.2414,41440,2023-07-28
696,91.45,94.34,128518.568571021,95.058,90.84,92.3618,42851,2023-07-29
697,94.515,94.03,532638.107688661,99.6,90.99,94.3959,92126,2023-07-30
698,94.09,92.28,288528.72104118,95.17,91.08,93.0042,60116,2023-07-31
699,92.26,93.89,406605.311519018,94.462,87.92,92.0205,95571,2023-08-01
700,93.9,87.52,452249.672969057,94.663,85.78,89.5037,78163,2023-08-02
701,87.49,82.49,322333.851877258,88.454,80.52,85.5808,62857,2023-08-03
702,82.561,82.07,371348.731564571,83.923,80.46,82.3304,61929,2023-08-04
703,82.09,83.06,120686.17639738,83.439,81.23,82.4244,34266,2023-08-05
704,83.04,82.45,99740.0088435602,83.487,81.6,82.7118,30390,2023-08-06
705,82.44,82.41,180548.600113073,83.439,78.85,81.7072,39224,2023-08-07
706,82.38,83.85,264000.414003668,85.457,81.68,83.5113,45888,2023-08-08
707,83.85,84.03,153754.302607521,84.69,83.15,83.7556,34028,2023-08-09
708,84.02,83.06,93274.8683861002,84.439,82.56,83.5342,30376,2023-08-10
709,83.06,83.5,123354.09413879,83.69,82.55,83.0278,35610,2023-08-11
710,83.5,83.42,52069.9705597593,83.99,83.22,83.5786,25434,2023-08-12
711,83.44,81.94,86889.7970471097,83.842,81.01,82.7867,29178,2023-08-13
712,81.85,82.03,101925.07870906,83.116,81.43,82.1721,30052,2023-08-14
713,82.05,79.17,233178.693926807,82.234,76.94,79.8227,48053,2023-08-15
714,79.18,74.47,365931.192393499,79.581,72.72,76.3892,69484,2023-08-16
715,74.48,64.78,546493.361574552,75.844,53.703,70.0982,94764,2023-08-17
716,64.8,63.96,387110.247567318,66.221,63.15,64.7034,72336,2023-08-18
717,63.94,64.16,179635.067306288,64.99,63.49,64.0735,40863,2023-08-19
718,64.17,65.26,163476.748672578,65.941,63.97,64.6561,34102,2023-08-20
719,65.26,66.99,301834.495003509,67.288,64.33,66.0081,53431,2023-08-21
720,67.01,64.8,351689.890982487,67.425,62.01,65.0298,50898,2023-08-22
721,64.77,65.62,197435.201712021,66.796,64.03,65.4676,36054,2023-08-23
722,65.683,64.86,120275.001481471,65.916,63.86,64.9438,28517,2023-08-24
723,64.86,65.08,154900.991157649,65.47,63.52,64.6032,34709,2023-08-25
724,65.1,64.99,67907.5735098603,65.647,64.85,65.1658,23713,2023-08-26
725,64.98,65.38,73328.3481067601,66.007,64.81,65.2912,23080,2023-08-27
726,65.38,65.46,123716.27741517,65.785,63.93,64.8974,30612,2023-08-28
727,65.46,68.86,359783.502498016,70.7,64.56,68.207,57488,2023-08-29
728,68.88,67.67,156592.662848426,69.038,66.52,67.5226,34207,2023-08-30
729,67.64,63.89,209314.056460269,68.38,63.22,65.8696,49797,2023-08-31
