DOGEUSD,open_price,close_price,trading_volume,highest_price,lowest_price,volume_weighted_avg_price,transaction_amt,date_time
361,0.06351,0.06178,205798704.171927,0.064351,0.0613,0.0634,39688,2022-08-28
362,0.06178,0.06392,184660564.495012,0.064127,0.06086,0.0624,39114,2022-08-29
363,0.063912,0.06157,182628893.170075,0.064543,0.06007,0.0624,35524,2022-08-30
364,0.06156,0.06133,200526491.364587,0.063545,0.06072,0.0622,40895,2022-08-31
365,0.06133,0.06238,190197111.565965,0.062698,0.05988,0.0612,38853,2022-09-01
366,0.06238,0.06167,160020556.959816,0.062899,0.0607,0.0619,36234,2022-09-02
367,0.06164,0.06273,196445486.211232,0.064111,0.061128,0.0624,32806,2022-09-03
368,0.06273,0.06322,155493346.125796,0.063924,0.061822,0.063,29311,2022-09-04
369,0.063261,0.06275,150453155.613868,0.063757,0.06088,0.0622,26491,2022-09-05
370,0.06273,0.0589,365866575.440036,0.065497,0.057969,0.0617,60117,2022-09-06
371,0.05886,0.06098,205906662.186842,0.06155,0.057365,0.0597,35587,2022-09-07
372,0.06099,0.06098,142000390.282333,0.0614342,0.05964,0.0606,28218,2022-09-08
373,0.061,0.06388,318796411.204718,0.06493,0.06089,0.0632,49658,2022-09-09
374,0.06388,0.0647,278436294.470251,0.06557,0.063135,0.0642,44886,2022-09-10
375,0.06472,0.06371,203177908.288896,0.0653502,0.0626,0.064,39116,2022-09-11
376,0.06373,0.06397,196620708.585871,0.065456,0.06261,0.0638,36824,2022-09-12
377,0.06395,0.05967,299553244.019288,0.06419,0.059216,0.0613,44214,2022-09-13
378,0.05968,0.06117,282999277.046601,0.06156,0.059152,0.0607,39387,2022-09-14
379,0.06117,0.05865,276651960.518437,0.06124,0.058491,0.06,41992,2022-09-15
380,0.05866,0.06049,266608497.433912,0.06055,0.058138,0.0595,38131,2022-09-16
381,0.06052,0.06218,215686196.189071,0.06251,0.06022,0.0612,31973,2022-09-17
382,0.06218,0.05743,173671905.112692,0.062247,0.0562061,0.0594,31680,2022-09-18
383,0.05745,0.05856,221874123.630478,0.058861,0.055868,0.0574,36025,2022-09-19
384,0.05853,0.05843,315867187.824554,0.060648,0.05759,0.0587,43351,2022-09-20
385,0.05841,0.05718,433379044.236019,0.06094,0.05607,0.0586,56223,2022-09-21
386,0.05717,0.0596,267483735.480379,0.06011,0.05684,0.0586,36545,2022-09-22
387,0.05958,0.06335,575416699.525024,0.064328,0.0591,0.0617,76429,2022-09-23
388,0.06332,0.06308,507810116.921359,0.068343,0.06224,0.0657,76409,2022-09-24
389,0.06308,0.06119,221505621.068553,0.063954,0.060034,0.0623,42245,2022-09-25
390,0.06117,0.06114,201356280.398021,0.062322,0.05978,0.0609,36777,2022-09-26
391,0.06114,0.0605,287025943.749754,0.0631,0.05975,0.0618,42166,2022-09-27
392,0.0605,0.06049,156534753.588523,0.061209,0.05849,0.06,29695,2022-09-28
393,0.06049,0.06087,109165539.703587,0.06115,0.059268,0.0602,23113,2022-09-29
394,0.060945,0.06169,230018531.433216,0.062317,0.05959,0.0608,36845,2022-09-30
395,0.0617,0.0606082,246971703.693271,0.063202,0.060241,0.0615,40378,2022-10-01
396,0.0606,0.05926,125499148.08215,0.060991,0.0588,0.0599,24773,2022-10-02
397,0.05928,0.06032,146299228.417982,0.060635,0.058783,0.0599,29849,2022-10-03
398,0.06032,0.06586,550399712.406425,0.0665,0.05993,0.0639,74690,2022-10-04
399,0.06586,0.06478,443070701.878525,0.066969,0.062635,0.0646,64546,2022-10-05
400,0.0648,0.06345,339693689.19774,0.066902,0.0627,0.0647,50487,2022-10-06
401,0.06344,0.06237,256227120.562125,0.06388,0.061284,0.0625,42710,2022-10-07
402,0.06239,0.06165,104514757.678198,0.062689,0.061185,0.0621,27758,2022-10-08
403,0.06163,0.06211,100148951.690158,0.062407,0.061157,0.0618,24556,2022-10-09
404,0.062101,0.0594,229251480.207765,0.06252,0.059128,0.0606,39573,2022-10-10
405,0.05939,0.06024,243027123.960088,0.060889,0.0573899,0.0593,39193,2022-10-11
406,0.06024,0.05981,117893375.609543,0.06099,0.05926,0.0601,25051,2022-10-12
407,0.05979,0.05967,324211836.447565,0.0604,0.055005,0.0578,48136,2022-10-13
408,0.05963,0.05867,219412776.42212,0.06104,0.05793,0.0597,30837,2022-10-14
409,0.05863,0.0586,100425880.471097,0.0598,0.057963,0.0588,20392,2022-10-15
410,0.0586,0.05891,68461262.04387,0.059511,0.05846,0.059,16243,2022-10-16
411,0.05887,0.06,90529987.9321006,0.060199,0.0585367,0.0595,18770,2022-10-17
412,0.05997,0.05975,154522908.763603,0.06118,0.05853,0.0596,29248,2022-10-18
413,0.05975,0.05869,231451831.307184,0.0608,0.05821,0.0594,41202,2022-10-19
414,0.05869,0.0594107,322700728.950402,0.060392,0.05824,0.0596,46379,2022-10-20
415,0.05945,0.05933,151105337.025338,0.059517,0.05714,0.0586,32560,2022-10-21
416,0.05934,0.05971,99343274.3250694,0.059962,0.0590791,0.0595,22803,2022-10-22
417,0.0597,0.06036,130224106.831868,0.0606823,0.058665,0.0597,24373,2022-10-23
418,0.06038,0.05946,187252424.659479,0.060956,0.05867,0.0596,29938,2022-10-24
419,0.05943,0.06305,378426011.357715,0.065,0.05915,0.0618,49139,2022-10-25
420,0.06306,0.0727943,739171847.718395,0.0737,0.06261,0.0687,115817,2022-10-26
421,0.07268,0.07688,1399686657.32926,0.08557,0.07174,0.0781,207235,2022-10-27
422,0.07689,0.08387,1533055729.71253,0.08857,0.0725,0.081,239114,2022-10-28
423,0.0839,0.12182,3703053083.06684,0.15198,0.08268,0.1189,569614,2022-10-29
424,0.1217,0.11779,2301865043.7654,0.1437,0.1111001,0.1242,367153,2022-10-30
425,0.11781,0.12685,2118943801.13809,0.13169,0.11388,0.1228,316982,2022-10-31
426,0.12688,0.14219,2870749578.77523,0.160943,0.12435,0.1409,494661,2022-11-01
427,0.14223,0.1276,2286028622.8524,0.14805,0.113,0.1345,391249,2022-11-02
428,0.12764,0.12261,1379356788.15521,0.13717,0.119488,0.1301,276319,2022-11-03
429,0.12256,0.12616,1758377106.79729,0.12926,0.1153888,0.1222,308920,2022-11-04
430,0.12613,0.12448,935962307.55207,0.13592,0.12,0.1283,196433,2022-11-05
431,0.1245,0.11479,637099141.604204,0.1279262,0.11194,0.1212,170980,2022-11-06
432,0.11479,0.11128,801315344.097255,0.11922,0.106943,0.115,181952,2022-11-07
433,0.11128,0.08833,1953256024.29724,0.113,0.0768725,0.0973,303163,2022-11-08
434,0.08827,0.07446,1700865188.78196,0.09257,0.0699909,0.0827,253742,2022-11-09
435,0.07445,0.08957,1369689660.54619,0.094085,0.07292,0.0848,193252,2022-11-10
436,0.08955,0.08488,823639737.73311,0.093394,0.07981,0.0849,140803,2022-11-11
437,0.08491,0.08805,986565678.434653,0.0950576,0.07828,0.0882,182420,2022-11-12
438,0.08802,0.08483,629965712.533854,0.091667,0.08261,0.087,114958,2022-11-13
439,0.08484,0.0858,738015926.155367,0.091525,0.0790757,0.0849,140205,2022-11-14
440,0.085931,0.08695,503222120.492215,0.089808,0.08469,0.0869,89190,2022-11-15
441,0.08696,0.08543,372407412.036073,0.091217,0.0832865,0.0866,71163,2022-11-16
442,0.0854,0.08457,311179099.745757,0.087319,0.0824,0.0848,52266,2022-11-17
443,0.08457,0.08462,216789564.521383,0.086732,0.08349,0.0849,42132,2022-11-18
444,0.08462,0.0844,143607548.313284,0.085031,0.0829104,0.084,36681,2022-11-19
445,0.08442,0.07692,372303317.843232,0.085821,0.07623,0.0809,59854,2022-11-20
446,0.07694,0.07458,550590015.493552,0.077419,0.07117,0.0749,83227,2022-11-21
447,0.07459,0.07863,510013987.031929,0.079603,0.0729444,0.0763,70389,2022-11-22
448,0.07864,0.08187,450920032.05768,0.083476,0.07768,0.0807,80527,2022-11-23
449,0.08187,0.08138,237496272.69068,0.0845215,0.0803497,0.0819,56663,2022-11-24
450,0.08139,0.08947,774071249.445114,0.09179,0.08046,0.0868,121174,2022-11-25
451,0.08944,0.08887,667531859.814646,0.0960955,0.08707,0.0921,120243,2022-11-26
452,0.08885,0.09861,1288592667.14812,0.10811,0.0887408,0.1006,198787,2022-11-27
453,0.09863,0.09506,964514132.7172,0.099761,0.09053,0.0951,157350,2022-11-28
454,0.09505,0.10142,957259180.742147,0.10578,0.09357,0.1015,142820,2022-11-29
455,0.10143,0.10676,1060614275.2581,0.11003,0.09937,0.1055,172651,2022-11-30
456,0.10672,0.1017486,576049856.223249,0.1077876,0.10019,0.1033,116251,2022-12-01
457,0.10172,0.10213,516933757.73207,0.10364,0.0958121,0.0995,97084,2022-12-02
458,0.10216,0.09969,466971718.263491,0.10317,0.0979854,0.1007,93084,2022-12-03
459,0.0997218,0.1041,442274615.017588,0.10578,0.09954,0.1033,108063,2022-12-04
460,0.10408,0.10149,616852653.792332,0.1118,0.09909,0.1044,125714,2022-12-05
461,0.1015,0.1002,381132000.831488,0.1028068,0.098,0.1004,92916,2022-12-06
462,0.1002,0.09575,408468042.636762,0.10128,0.092806,0.0966,98420,2022-12-07
463,0.09575,0.0985,293216542.991789,0.099279,0.0946009,0.0969,64511,2022-12-08
464,0.09849,0.0967,265734958.518711,0.099514,0.0949976,0.0973,56164,2022-12-09
465,0.09669,0.09629,184871546.870169,0.097467,0.096027,0.0967,40036,2022-12-10
466,0.09628,0.09264,214309653.795103,0.097327,0.0915359,0.0952,46728,2022-12-11
467,0.09264,0.09029,760292585.811459,0.093065,0.0842,0.0886,114479,2022-12-12
468,0.09031,0.09103,648724159.195132,0.0959,0.086951,0.0909,98257,2022-12-13
469,0.09101,0.088281,536001078.121027,0.092632,0.0865002,0.0901,75507,2022-12-14
470,0.08829,0.08486,406948467.042814,0.088848,0.08405,0.0866,61369,2022-12-15
471,0.08482,0.07579,927847108.824943,0.086937,0.07395,0.0807,112827,2022-12-16
472,0.07575,0.07923,673522906.918914,0.07965,0.07555,0.0773,82848,2022-12-17
473,0.0792428,0.07845,323452625.025626,0.080143,0.0773841,0.0788,42864,2022-12-18
474,0.078526,0.07136,906909962.265697,0.079555,0.0698146,0.0751,106387,2022-12-19
475,0.07135,0.07484,501188849.581227,0.075668,0.07107,0.074,68102,2022-12-20
476,0.07484,0.07371,507742172.076423,0.075078,0.07135,0.0732,67480,2022-12-21
477,0.07368,0.07685,643362546.993868,0.0778458,0.07326,0.0756,83005,2022-12-22
478,0.07684,0.0772,461405812.612558,0.0795987,0.0760001,0.0776,68595,2022-12-23
479,0.07718,0.0775,188315681.329175,0.078191,0.07663,0.0773,31108,2022-12-24
480,0.07749,0.076064,434020321.197857,0.077743,0.07314,0.0755,57620,2022-12-25
481,0.0761,0.07566,206316560.407715,0.076686,0.0741394,0.0756,34241,2022-12-26
482,0.07568,0.07365,311938126.783467,0.076231,0.07255,0.0743,41404,2022-12-27
483,0.07369,0.07036,713327705.890921,0.073917,0.0691706,0.0713,81120,2022-12-28
484,0.07036,0.07088,349215001.750299,0.071634,0.06922,0.0706,47071,2022-12-29
485,0.07088,0.06837,577436504.332301,0.071492,0.06576,0.0682,73023,2022-12-30
486,0.06837,0.07019,412963820.207947,0.07141,0.0679,0.07,44432,2022-12-31
487,0.0702,0.0702,247442800.836322,0.070936,0.06899,0.0698,31162,2023-01-01
488,0.07018,0.07135,442670591.702261,0.0739968,0.06902,0.0715,49724,2023-01-02
489,0.07135,0.07047,333505813.071281,0.072415,0.0693423,0.0709,39103,2023-01-03
490,0.07047,0.07307,449114783.946602,0.074417,0.07016,0.0721,52148,2023-01-04
491,0.07306,0.0715,508859237.105346,0.07534,0.07033,0.073,57806,2023-01-05
492,0.07149,0.07241,356516618.579969,0.072845,0.06947,0.0712,45481,2023-01-06
493,0.07242,0.07218,137291179.580162,0.073069,0.07165,0.0723,23081,2023-01-07
494,0.072173,0.07358,267478467.833603,0.074093,0.0712,0.0723,34404,2023-01-08
495,0.07359,0.07563,903952373.579159,0.079638,0.07292,0.0766,105656,2023-01-09
496,0.07564,0.07783,544203284.714371,0.0779,0.0736395,0.0764,66064,2023-01-10
497,0.07782,0.07812,421702069.365112,0.078626,0.074699,0.0767,50909,2023-01-11
498,0.07814,0.08026,754457540.428565,0.081403,0.075126,0.0789,91333,2023-01-12
499,0.08023,0.08453,544353253.614882,0.08523,0.07856,0.0812,77048,2023-01-13
500,0.08451,0.08729,1123007478.58489,0.0927148,0.0823624,0.0873,146541,2023-01-14
501,0.08727,0.08609,497210226.96798,0.088001,0.0828,0.0851,72716,2023-01-15
502,0.08612,0.08369,537727454.694441,0.0882906,0.08148,0.085,81011,2023-01-16
503,0.08366,0.08283,300656938.508572,0.08505,0.081894,0.0836,48383,2023-01-17
504,0.08282,0.079941,854975513.547799,0.089797,0.077,0.0844,107809,2023-01-18
505,0.07999,0.0816,339181359.935185,0.08217,0.07974,0.0809,47735,2023-01-19
506,0.0815997,0.08619,461191295.468696,0.087051,0.08056,0.0832,68730,2023-01-20
507,0.08618,0.0846621,608877176.923197,0.08911,0.0835682,0.0867,86357,2023-01-21
508,0.08467,0.08823,735050273.784511,0.093561,0.084318,0.0883,87953,2023-01-22
509,0.08823,0.08852,610026274.349749,0.091564,0.08621,0.0889,73632,2023-01-23
510,0.0885565,0.08388,525328757.5019,0.090837,0.082,0.0877,74335,2023-01-24
511,0.08389,0.08655,529337686.053701,0.0882142,0.0816203,0.0846,78471,2023-01-25
512,0.0865425,0.08636,356499820.992447,0.08774,0.084514,0.0862,84844,2023-01-26
513,0.08635,0.08727,404705672.849046,0.08803,0.0835,0.0859,66890,2023-01-27
514,0.08726,0.08777,442340794.106595,0.0938012,0.086661,0.0895,91805,2023-01-28
515,0.0877481,0.09008,355565992.411272,0.091112,0.087254,0.0896,75898,2023-01-29
516,0.0901,0.08833,617227211.640613,0.09339,0.084367,0.0877,94960,2023-01-30
517,0.088335,0.09611,1215534071.20644,0.09781,0.08823,0.0934,172675,2023-01-31
518,0.09612,0.09404,873273959.86555,0.09718,0.0880684,0.092,127720,2023-02-01
519,0.09404,0.09104,589381632.1099,0.09601,0.09006,0.0935,87880,2023-02-02
520,0.09104,0.09293,369024314.370473,0.09336,0.0902943,0.0919,60584,2023-02-03
521,0.09293,0.09565,768272865.72772,0.09981,0.092498,0.0959,112632,2023-02-04
522,0.09565,0.09202,589032406.441157,0.097035,0.09045,0.0934,91749,2023-02-05
523,0.09207,0.08958,352891036.847896,0.0933339,0.08845,0.0913,50440,2023-02-06
524,0.0896,0.09255,347618723.315497,0.0929,0.089382,0.0912,47615,2023-02-07
525,0.09256,0.09018,326929489.32779,0.0934488,0.0885,0.0909,44904,2023-02-08
526,0.09018,0.08144,746336484.162815,0.09093,0.078747,0.0856,96545,2023-02-09
527,0.08147,0.0809,415179961.126857,0.08304,0.07917,0.0817,57365,2023-02-10
528,0.0809,0.08227,141738028.172441,0.082592,0.080658,0.0818,27933,2023-02-11
529,0.0822777,0.08218,341688182.254729,0.085954,0.081184,0.0835,48764,2023-02-12
530,0.08217,0.08208,526312881.338039,0.08645,0.079412,0.0821,72322,2023-02-13
531,0.08216,0.08361,380270847.175071,0.0837383,0.080039,0.0824,57678,2023-02-14
532,0.0836,0.08927,691107657.792343,0.0896,0.08267,0.0866,93394,2023-02-15
533,0.08928,0.0849,703686956.326515,0.092018,0.084691,0.0886,96368,2023-02-16
534,0.08488,0.08775,340243312.117546,0.088525,0.08431,0.0868,51861,2023-02-17
535,0.08774,0.08886,251379474.678702,0.090516,0.08676,0.0884,42400,2023-02-18
536,0.08887,0.08704,383441256.674234,0.090036,0.085627,0.088,57896,2023-02-19
537,0.08698,0.0883,413477081.905672,0.088774,0.0851538,0.0878,58505,2023-02-20
538,0.0883,0.08545,375733224.956239,0.088906,0.084182,0.0867,54475,2023-02-21
539,0.08547,0.08549,564104102.148031,0.089366,0.08287,0.0851,91609,2023-02-22
540,0.0855102,0.08422,289888176.561429,0.086434,0.0835001,0.0849,43775,2023-02-23
541,0.08421,0.0809122,332314907.881061,0.085032,0.079237,0.0819,47545,2023-02-24
542,0.08095,0.08076,241311632.524336,0.0823057,0.078373,0.0805,39782,2023-02-25
543,0.08076,0.08218,156157891.6598,0.082654,0.08038,0.0814,30417,2023-02-26
544,0.082194,0.08135,216152210.13823,0.0824001,0.07992,0.0813,39215,2023-02-27
545,0.08137,0.0807668,349143032.929794,0.083182,0.07989,0.0816,52455,2023-02-28
546,0.08086,0.08192,201695732.26083,0.0831,0.080245,0.0819,32086,2023-03-01
547,0.0819,0.08054,192661907.314223,0.082278,0.079576,0.0806,33906,2023-03-02
548,0.08053,0.07685,485779660.779848,0.080644,0.0703073,0.0758,75891,2023-03-03
549,0.07687,0.074648,128763530.509716,0.07729,0.072535,0.0753,20905,2023-03-04
550,0.074623,0.07477,149815961.928759,0.076092,0.07425,0.0753,26498,2023-03-05
551,0.07476,0.0747641,224569978.89091,0.075179,0.07317,0.0742,30523,2023-03-06
552,0.07479,0.07407,294376047.302861,0.076023,0.072239,0.0742,38152,2023-03-07
553,0.07404,0.07113,399449820.972246,0.074357,0.07,0.0725,48400,2023-03-08
554,0.07109,0.06603,716216890.844888,0.07235,0.0640008,0.0689,83972,2023-03-09
555,0.066039,0.06598,477475763.604975,0.06622,0.06253,0.065,56409,2023-03-10
556,0.06594,0.0666028,396787406.47513,0.06914,0.0627852,0.0659,58387,2023-03-11
557,0.06656,0.07101,329929511.056137,0.07151,0.065417,0.068,55503,2023-03-12
558,0.071,0.0731,434424756.660703,0.07397,0.06827,0.0716,63311,2023-03-13
559,0.073046,0.0748,480922730.038285,0.07794,0.071297,0.0748,69571,2023-03-14
560,0.0748,0.06994,569971828.810709,0.07632,0.067484,0.0717,68740,2023-03-15
561,0.069813,0.07269,410181202.436507,0.074342,0.06886,0.0708,53266,2023-03-16
562,0.072745,0.07658,388452848.950941,0.07742,0.071602,0.0744,53631,2023-03-17
563,0.07657,0.0731391,446372205.050689,0.07906,0.0717352,0.0761,64324,2023-03-18
564,0.0730982,0.07473,187627145.768908,0.07675,0.073033,0.0752,36875,2023-03-19
565,0.07477,0.07163,249005141.646652,0.07578,0.070355,0.0731,46911,2023-03-20
566,0.07159,0.07683,402653996.779098,0.07812,0.070245,0.075,64179,2023-03-21
567,0.07682,0.07407,573430337.879376,0.07825,0.071223,0.0753,85815,2023-03-22
568,0.07407,0.07748,423453679.448681,0.0799999,0.072931,0.0768,59902,2023-03-23
569,0.07749,0.07466,308402830.108181,0.07763,0.07291,0.075,45857,2023-03-24
570,0.07461,0.07412,143721829.879878,0.07606,0.072425,0.0744,27868,2023-03-25
571,0.07413,0.07442,130975340.685328,0.075518,0.073329,0.0745,23605,2023-03-26
572,0.07445,0.0729,273091322.699035,0.07622,0.0712483,0.0736,43715,2023-03-27
573,0.07292,0.07385,170538948.348771,0.074034,0.07168,0.0729,29439,2023-03-28
574,0.0738,0.07558,229658226.73287,0.07685,0.073482,0.0755,39265,2023-03-29
575,0.07557,0.07422,224990834.960614,0.076857,0.073295,0.0749,37555,2023-03-30
576,0.07422,0.07698,178805112.246075,0.078,0.073369,0.0758,31490,2023-03-31
577,0.07696,0.08186,399698163.170241,0.08338,0.075839,0.0797,62509,2023-04-01
578,0.08189,0.07907,424953910.835493,0.0856371,0.076997,0.0819,73077,2023-04-02
579,0.07906,0.09608,1881808063.34404,0.1051968,0.075981,0.0927,278417,2023-04-03
580,0.09608,0.09516,1656196594.32882,0.1035,0.09215,0.0976,277062,2023-04-04
581,0.0951,0.09271,920272002.306685,0.09917,0.0903247,0.0956,148692,2023-04-05
582,0.09273,0.08546,953455339.861876,0.0930322,0.084,0.0892,137151,2023-04-06
583,0.08545,0.08232,572670046.254324,0.08628,0.081049,0.0832,88230,2023-04-07
584,0.0823,0.08141,274402514.463624,0.0840145,0.080198,0.0825,44164,2023-04-08
585,0.08141,0.08323,234481471.962629,0.0839487,0.081041,0.0825,37348,2023-04-09
586,0.08324,0.08483,317692557.085083,0.0854916,0.082216,0.0836,44271,2023-04-10
587,0.0848,0.08418,299079115.256523,0.08589,0.083528,0.0848,44793,2023-04-11
588,0.0842,0.08352,453576803.752658,0.084939,0.080287,0.0825,60955,2023-04-12
589,0.08353,0.08739,549743241.109257,0.08893,0.08282,0.0864,72419,2023-04-13
590,0.08739,0.08874,782097443.524797,0.09149,0.085211,0.089,113295,2023-04-14
591,0.08872,0.08897,238105542.471499,0.09063,0.0871164,0.089,50098,2023-04-15
592,0.08894,0.09048,319591483.670637,0.0918984,0.08765,0.0901,57265,2023-04-16
593,0.09046,0.09143,740243119.289232,0.09491,0.087981,0.0922,110680,2023-04-17
594,0.09143,0.09413,523057444.151975,0.095155,0.089789,0.0929,88187,2023-04-18
595,0.0941602,0.08792,984424253.674779,0.0941602,0.085,0.0897,131692,2023-04-19
596,0.08793,0.08391,1214993154.88397,0.0936317,0.08248,0.0882,154480,2023-04-20
597,0.08391,0.07848,552564869.204844,0.084703,0.076242,0.0819,78674,2023-04-21
598,0.07846,0.08029,171761705.539049,0.08105,0.07817,0.0796,33524,2023-04-22
599,0.08031,0.07883,175466288.413867,0.080892,0.076537,0.079,33832,2023-04-23
600,0.07881,0.07878,191276944.011634,0.0801563,0.07716,0.0789,32348,2023-04-24
601,0.07875,0.07977,180742738.675129,0.08,0.07755,0.0787,30587,2023-04-25
602,0.07978,0.078596,483741578.686827,0.0836518,0.074591,0.0799,62643,2023-04-26
603,0.07863,0.08016,352499725.682904,0.08103,0.07839,0.0799,42871,2023-04-27
604,0.08015,0.08038,148896696.238322,0.0808,0.07903,0.08,26182,2023-04-28
605,0.08038,0.08159,102811890.266905,0.082044,0.08024,0.0812,22465,2023-04-29
606,0.08162,0.07951,106179873.012504,0.081793,0.079272,0.0807,22024,2023-04-30
607,0.07951,0.07884,237436945.640431,0.080083,0.0772872,0.0784,36421,2023-05-01
608,0.07883,0.07881,177268687.451264,0.0793199,0.077531,0.0786,25741,2023-05-02
609,0.07881,0.07963,203570498.653406,0.0806993,0.0771,0.0784,33228,2023-05-03
610,0.07963,0.07842,211258421.241912,0.0799084,0.0779698,0.0788,26790,2023-05-04
611,0.07842,0.08031,275006932.686157,0.081602,0.077,0.0793,39655,2023-05-05
612,0.0803,0.0769,259336403.448034,0.0806013,0.0757366,0.0778,37153,2023-05-06
613,0.07691,0.076669,121090185.253264,0.077671,0.07628,0.0771,21507,2023-05-07
614,0.07661,0.07248,401300534.240471,0.077251,0.069768,0.0735,56496,2023-05-08
615,0.07249,0.07317,168448360.439171,0.073467,0.072138,0.0728,33258,2023-05-09
616,0.07318,0.07317,342987581.429852,0.0748251,0.07042,0.073,48534,2023-05-10
617,0.07317,0.07197,380278336.314695,0.07323,0.0690411,0.0712,49791,2023-05-11
618,0.07198,0.07238,289142988.282317,0.07276,0.0693531,0.0711,44163,2023-05-12
619,0.07238,0.0717,74621497.6625561,0.072473,0.07134,0.0719,18309,2023-05-13
620,0.07169,0.07197,106913274.601106,0.072723,0.0710608,0.072,20951,2023-05-14
621,0.07197,0.07193,244361050.317753,0.07375,0.0694273,0.0723,34680,2023-05-15
622,0.07195,0.07276,226498462.260488,0.073309,0.07084,0.0719,34225,2023-05-16
623,0.07275,0.07484,327938218.368541,0.0755878,0.0723,0.0738,47293,2023-05-17
624,0.07484,0.07341,268768652.600816,0.075009,0.07163,0.0737,40223,2023-05-18
625,0.07343,0.073553,124724978.630558,0.074156,0.07299,0.0736,25420,2023-05-19
626,0.07351,0.073639,57810753.9015478,0.0739244,0.07308,0.0734,14528,2023-05-20
627,0.07363,0.07214,72433811.1931407,0.074066,0.0719551,0.0728,16255,2023-05-21
628,0.07214,0.0729,180412215.497728,0.074064,0.07075,0.0725,33583,2023-05-22
629,0.073006,0.0728251,111038220.909323,0.074012,0.0724323,0.073,23991,2023-05-23
630,0.07287,0.07062,174227422.929289,0.07293,0.06929,0.0709,30493,2023-05-24
631,0.07064,0.07088,160501514.572882,0.071438,0.0684657,0.0702,28118,2023-05-25
632,0.07089,0.07099,124830137.671002,0.071406,0.07036,0.0709,23404,2023-05-26
633,0.07099,0.07258,88029242.7099429,0.073469,0.070773,0.0718,20297,2023-05-27
634,0.072661,0.07353,135057891.076748,0.0741154,0.071857,0.0729,24493,2023-05-28
635,0.07354,0.07316,97660624.0874929,0.074097,0.07263,0.0733,20013,2023-05-29
636,0.07316,0.07232,193720837.961252,0.073574,0.0719,0.0727,34796,2023-05-30
637,0.07231,0.07167,173454171.871143,0.072721,0.07054,0.0715,32421,2023-05-31
638,0.07168,0.07145,122417252.890783,0.07219,0.0706781,0.0716,26548,2023-06-01
639,0.07145,0.07258,111716122.543377,0.07335,0.0709,0.0721,25855,2023-06-02
640,0.07259,0.07271,57049803.962557,0.073032,0.072179,0.0726,16343,2023-06-03
641,0.07271,0.072528,67800881.262514,0.07335,0.07233,0.0728,18134,2023-06-04
642,0.07248,0.06649,363996851.130951,0.072717,0.0630001,0.0676,56687,2023-06-05
643,0.0664402,0.07025,332646792.838354,0.07203,0.065873,0.0686,52484,2023-06-06
644,0.07027,0.06731,185295823.583389,0.07034,0.0666838,0.0684,35659,2023-06-07
645,0.0673,0.06795,107972940.853611,0.068572,0.06701,0.0679,24527,2023-06-08
646,0.06795,0.06947,200007752.269409,0.07123,0.067282,0.0691,37297,2023-06-09
647,0.06951,0.06179,869255194.94296,0.071525,0.053547,0.0625,102634,2023-06-10
648,0.06183,0.06154,246247962.761626,0.0630032,0.06094,0.0619,37457,2023-06-11
649,0.06155,0.06144,250959186.869571,0.061762,0.0593606,0.061,31764,2023-06-12
650,0.06142,0.06174,191608701.802948,0.062806,0.0604572,0.0616,27274,2023-06-13
651,0.06172,0.0604,303891752.868142,0.062249,0.0582033,0.0604,37869,2023-06-14
652,0.060405,0.06148,181395999.026777,0.062022,0.05961,0.0608,30043,2023-06-15
653,0.06149,0.06214,173356522.327382,0.062876,0.0606098,0.0617,26601,2023-06-16
654,0.06214,0.06217,118140207.516072,0.063019,0.06167,0.0623,20213,2023-06-17
655,0.06217,0.062133,268592639.194401,0.064026,0.06105,0.0624,33451,2023-06-18
656,0.06209,0.06242,161029759.247012,0.062845,0.06147,0.062,24946,2023-06-19
657,0.06243,0.06315,187891850.428007,0.063166,0.0607,0.0621,26773,2023-06-20
658,0.06314,0.065649,420280474.521405,0.066834,0.06284,0.0647,51911,2023-06-21
659,0.065649,0.06556,453042800.614315,0.069424,0.065001,0.0671,52406,2023-06-22
660,0.06556,0.068312,437972220.97791,0.07022,0.0652305,0.0677,53239,2023-06-23
661,0.06828,0.06673,405181943.011712,0.06845,0.0650426,0.0672,44030,2023-06-24
662,0.06674,0.06675,263325293.489231,0.068109,0.0663379,0.0672,33833,2023-06-25
663,0.06676,0.06479,414880140.058504,0.06686,0.063196,0.0654,45475,2023-06-26
664,0.06477,0.06559,324390712.693994,0.065865,0.06435,0.0653,36849,2023-06-27
665,0.06559,0.062579,351578650.071006,0.066007,0.06,0.0637,44985,2023-06-28
666,0.06256,0.0634,230927119.254938,0.064128,0.0624,0.0633,27699,2023-06-29
667,0.06341,0.06643,815710528.857144,0.067029,0.06094,0.0651,85858,2023-06-30
668,0.066553,0.068581,522613292.62951,0.071522,0.06637,0.0688,66304,2023-07-01
669,0.06851,0.068,317157695.476955,0.06927,0.06594,0.0676,49967,2023-07-02
670,0.068121,0.06846,282485439.630831,0.0688742,0.06726,0.068,36318,2023-07-03
671,0.06844,0.06895,588517078.929966,0.07189,0.06765,0.0693,68253,2023-07-04
672,0.06894,0.0669974,340470521.682186,0.069344,0.06559,0.0671,45186,2023-07-05
673,0.06698,0.064912,310567605.224035,0.068672,0.06467,0.0665,48639,2023-07-06
674,0.06485,0.0654161,223545862.168365,0.065958,0.0640614,0.0653,35380,2023-07-07
